parameter	value	se_sa	rse_sa
rhoS_pop	0.50888068532210495	0.00005885056181107	0.01156470730930101
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.01306445346799334	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.11200715604343416	0.00001243313117006	0.01110030073903725
S0_pop	31049.73696716735503287	3478.72405384418016183	11.20371505086389696
T0_pop	24975.15261256984740612	2293.18050038845149174	9.18184779873700307
omega_S0	0.26553925273993156	0.08941143028044914	33.67164340408024259
omega_T0	0.22234943648418268	0.06929025418459012	31.16277481077368705
b1	0.29727043916346174	0.04197881498455210	14.12142260181779285
b2	0.24838439208806401	0.03571357120844586	14.37834757176840483
b3	0.34434339098540667	0.04854993896597423	14.09928003178425548
