rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.000688	-0.273337	0.000000	0.000000	0.145504	0.000000
2	AG111	-0.033067	-0.159821	0.000000	0.000000	0.027164	0.000000
3	AG111	0.021737	0.053523	0.000000	0.000000	0.158482	0.000000
4	AG111	-0.055686	-0.181347	0.000000	0.000000	0.049863	0.000000
5	AG111	-0.012559	0.106984	0.000000	0.000000	0.044495	0.000000
6	AG111	0.014497	-0.471976	0.000000	0.000000	0.063972	0.000000
7	AG111	-0.049790	0.345931	0.000000	0.000000	0.095230	0.000000
8	AG111	-0.047127	-0.483564	0.000000	0.000000	-0.049981	0.000000
9	AG111	0.010221	-0.189131	0.000000	0.000000	0.129846	0.000000
10	AG111	-0.043555	-0.144995	0.000000	0.000000	-0.034503	0.000000
1	AG112	0.181472	-0.177505	0.000000	0.000000	-0.075232	0.000000
2	AG112	0.135383	-0.224915	0.000000	0.000000	-0.126055	0.000000
3	AG112	0.104065	0.518565	0.000000	0.000000	0.016115	0.000000
4	AG112	0.131148	0.257287	0.000000	0.000000	-0.056230	0.000000
5	AG112	0.149871	-0.161642	0.000000	0.000000	-0.098434	0.000000
6	AG112	0.143338	-0.066059	0.000000	0.000000	-0.036360	0.000000
7	AG112	0.140825	-0.091077	0.000000	0.000000	-0.088429	0.000000
8	AG112	0.066772	0.420738	0.000000	0.000000	0.007576	0.000000
9	AG112	0.125916	0.150775	0.000000	0.000000	-0.064279	0.000000
10	AG112	0.138349	-0.112357	0.000000	0.000000	-0.069697	0.000000
1	AG139	-0.052126	0.038379	0.000000	0.000000	-0.103854	0.000000
2	AG139	-0.038555	0.177088	0.000000	0.000000	0.011753	0.000000
3	AG139	-0.006366	-0.108449	0.000000	0.000000	0.027130	0.000000
4	AG139	-0.034727	0.236694	0.000000	0.000000	0.015078	0.000000
5	AG139	-0.080112	0.275235	0.000000	0.000000	0.021655	0.000000
6	AG139	-0.027751	0.065101	0.000000	0.000000	0.061517	0.000000
7	AG139	-0.071851	0.034249	0.000000	0.000000	-0.005947	0.000000
8	AG139	-0.049950	-0.036627	0.000000	0.000000	-0.015617	0.000000
9	AG139	-0.019937	-0.221369	0.000000	0.000000	0.003783	0.000000
10	AG139	-0.042272	0.045154	0.000000	0.000000	0.052010	0.000000
1	AG142	0.123430	0.580128	0.000000	0.000000	0.056434	0.000000
2	AG142	0.122628	0.410686	0.000000	0.000000	-0.036675	0.000000
3	AG142	0.167603	0.428455	0.000000	0.000000	0.130459	0.000000
4	AG142	0.129363	0.385118	0.000000	0.000000	0.004602	0.000000
5	AG142	0.102098	0.212536	0.000000	0.000000	-0.049022	0.000000
6	AG142	0.177671	0.579938	0.000000	0.000000	0.014471	0.000000
7	AG142	0.140347	0.208008	0.000000	0.000000	0.011755	0.000000
8	AG142	0.113471	0.667953	0.000000	0.000000	-0.018068	0.000000
9	AG142	0.122714	0.414341	0.000000	0.000000	0.021681	0.000000
10	AG142	0.162144	0.267672	0.000000	0.000000	0.019493	0.000000
1	GD14	-0.026591	-0.071141	0.000000	0.000000	-0.180958	0.000000
2	GD14	-0.043427	0.102688	0.000000	0.000000	-0.130814	0.000000
3	GD14	0.065906	-0.142452	0.000000	0.000000	-0.134246	0.000000
4	GD14	-0.001991	-0.080986	0.000000	0.000000	-0.157685	0.000000
5	GD14	0.002133	-0.187838	0.000000	0.000000	-0.119924	0.000000
6	GD14	0.071678	0.064656	0.000000	0.000000	-0.119615	0.000000
7	GD14	0.071461	-0.166783	0.000000	0.000000	-0.135792	0.000000
8	GD14	-0.030186	-0.024974	0.000000	0.000000	-0.133770	0.000000
9	GD14	-0.040754	-0.361038	0.000000	0.000000	-0.212929	0.000000
10	GD14	0.018820	-0.153976	0.000000	0.000000	-0.148859	0.000000
1	GD15	0.018257	0.106424	0.000000	0.000000	0.115300	0.000000
2	GD15	0.013406	0.166300	0.000000	0.000000	0.050391	0.000000
3	GD15	0.018377	-0.145386	0.000000	0.000000	0.108467	0.000000
4	GD15	-0.007048	-0.239731	0.000000	0.000000	0.045567	0.000000
5	GD15	0.005227	-0.233621	0.000000	0.000000	0.046169	0.000000
6	GD15	0.008031	0.177114	0.000000	0.000000	0.162034	0.000000
7	GD15	-0.001489	-0.199045	0.000000	0.000000	0.144279	0.000000
8	GD15	-0.061300	-0.063634	0.000000	0.000000	-0.028254	0.000000
9	GD15	-0.019386	0.025497	0.000000	0.000000	0.066419	0.000000
10	GD15	-0.021671	-0.057859	0.000000	0.000000	0.021387	0.000000
1	GD16	-0.232300	0.052872	0.000000	0.000000	0.073557	0.000000
2	GD16	-0.194485	-0.017834	0.000000	0.000000	0.056801	0.000000
3	GD16	-0.215009	-0.177351	0.000000	0.000000	0.085820	0.000000
4	GD16	-0.189317	-0.156192	0.000000	0.000000	0.095802	0.000000
5	GD16	-0.272309	0.013140	0.000000	0.000000	0.090864	0.000000
6	GD16	-0.240615	-0.030021	0.000000	0.000000	0.047700	0.000000
7	GD16	-0.219696	-0.112443	0.000000	0.000000	0.132373	0.000000
8	GD16	-0.244488	-0.184487	0.000000	0.000000	0.063830	0.000000
9	GD16	-0.221054	0.009051	0.000000	0.000000	0.122836	0.000000
10	GD16	-0.174032	0.079387	0.000000	0.000000	0.129219	0.000000
