rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.619760	-0.286276	3.076884	0.000000	-0.154175	-0.172410
2	AG111	0.597591	-0.264608	3.076884	0.000000	-0.050395	-0.172410
3	AG111	0.587591	-0.632052	3.076884	0.000000	-0.238978	-0.172410
4	AG111	0.584135	-0.031901	3.076884	0.000000	-0.141405	-0.172410
5	AG111	0.610962	-0.280410	3.076884	0.000000	-0.066007	-0.172410
6	AG111	0.579196	-0.417710	3.076884	0.000000	-0.134135	-0.172410
7	AG111	0.585661	-0.417831	3.076884	0.000000	-0.135117	-0.172410
8	AG111	0.625138	0.154762	3.076884	0.000000	0.023053	-0.172410
9	AG111	0.633092	-0.448707	3.076884	0.000000	-0.110459	-0.172410
10	AG111	0.622817	-0.484402	3.076884	0.000000	-0.163956	-0.172410
1	AG112	0.787812	-0.241690	3.076884	0.000000	-0.224641	-0.172410
2	AG112	0.751515	0.322228	3.076884	0.000000	-0.253999	-0.172410
3	AG112	0.734619	-0.021187	3.076884	0.000000	-0.248349	-0.172410
4	AG112	0.768464	0.209900	3.076884	0.000000	-0.244000	-0.172410
5	AG112	0.755326	-0.125376	3.076884	0.000000	-0.226597	-0.172410
6	AG112	0.757315	0.281273	3.076884	0.000000	-0.247076	-0.172410
7	AG112	0.740572	-0.051281	3.076884	0.000000	-0.276873	-0.172410
8	AG112	0.782526	0.184613	3.076884	0.000000	-0.211693	-0.172410
9	AG112	0.739014	0.722740	3.076884	0.000000	-0.231778	-0.172410
10	AG112	0.803964	-0.116209	3.076884	0.000000	-0.244292	-0.172410
1	AG139	0.581045	0.180172	3.076884	0.000000	-0.171078	-0.172410
2	AG139	0.629581	0.260080	3.076884	0.000000	-0.109559	-0.172410
3	AG139	0.597600	0.084663	3.076884	0.000000	-0.149034	-0.172410
4	AG139	0.579085	0.283104	3.076884	0.000000	-0.113741	-0.172410
5	AG139	0.578661	0.085509	3.076884	0.000000	-0.148102	-0.172410
6	AG139	0.579763	0.012471	3.076884	0.000000	-0.165678	-0.172410
7	AG139	0.539915	0.357820	3.076884	0.000000	-0.104854	-0.172410
8	AG139	0.555124	0.430405	3.076884	0.000000	-0.096427	-0.172410
9	AG139	0.549284	0.387507	3.076884	0.000000	-0.196894	-0.172410
10	AG139	0.592189	0.264359	3.076884	0.000000	-0.154378	-0.172410
1	AG142	0.708807	0.604067	3.076884	0.000000	-0.189735	-0.172410
2	AG142	0.716907	0.375354	3.076884	0.000000	-0.227470	-0.172410
3	AG142	0.766171	0.278028	3.076884	0.000000	-0.162538	-0.172410
4	AG142	0.778398	0.542875	3.076884	0.000000	-0.160763	-0.172410
5	AG142	0.743317	0.739919	3.076884	0.000000	-0.129258	-0.172410
6	AG142	0.745906	0.614140	3.076884	0.000000	-0.166445	-0.172410
7	AG142	0.791878	0.452968	3.076884	0.000000	-0.188540	-0.172410
8	AG142	0.799823	0.646087	3.076884	0.000000	-0.159019	-0.172410
9	AG142	0.770474	0.562394	3.076884	0.000000	-0.130128	-0.172410
10	AG142	0.761738	0.549840	3.076884	0.000000	-0.165051	-0.172410
1	GD14	0.613520	0.115852	3.076884	0.000000	-0.325322	-0.172410
2	GD14	0.638407	0.242043	3.076884	0.000000	-0.259412	-0.172410
3	GD14	0.707450	-0.158323	3.076884	0.000000	-0.291390	-0.172410
4	GD14	0.636372	0.090536	3.076884	0.000000	-0.308337	-0.172410
5	GD14	0.607509	-0.003651	3.076884	0.000000	-0.357040	-0.172410
6	GD14	0.592118	-0.206403	3.076884	0.000000	-0.342765	-0.172410
7	GD14	0.605157	0.045897	3.076884	0.000000	-0.321789	-0.172410
8	GD14	0.594985	-0.194221	3.076884	0.000000	-0.318433	-0.172410
9	GD14	0.606008	-0.051044	3.076884	0.000000	-0.306415	-0.172410
10	GD14	0.657638	0.011804	3.076884	0.000000	-0.234610	-0.172410
1	GD15	0.606823	-0.221974	3.076884	0.000000	-0.196122	-0.172410
2	GD15	0.628339	-0.048085	3.076884	0.000000	-0.123152	-0.172410
3	GD15	0.578188	-0.096272	3.076884	0.000000	-0.146615	-0.172410
4	GD15	0.630278	-0.416649	3.076884	0.000000	-0.195305	-0.172410
5	GD15	0.596564	-0.233782	3.076884	0.000000	-0.247232	-0.172410
6	GD15	0.647623	0.274018	3.076884	0.000000	-0.068870	-0.172410
7	GD15	0.558977	-0.180066	3.076884	0.000000	-0.168790	-0.172410
8	GD15	0.623089	0.213058	3.076884	0.000000	-0.130092	-0.172410
9	GD15	0.598888	-0.241802	3.076884	0.000000	-0.188130	-0.172410
10	GD15	0.636358	0.256409	3.076884	0.000000	-0.150370	-0.172410
1	GD16	0.406947	-0.079988	3.076884	0.000000	-0.054113	-0.172410
2	GD16	0.445310	0.157865	3.076884	0.000000	-0.024515	-0.172410
3	GD16	0.461205	0.296550	3.076884	0.000000	-0.036479	-0.172410
4	GD16	0.362951	0.032747	3.076884	0.000000	-0.039846	-0.172410
5	GD16	0.368617	0.252519	3.076884	0.000000	-0.133746	-0.172410
6	GD16	0.396092	0.246038	3.076884	0.000000	-0.140199	-0.172410
7	GD16	0.362426	0.480457	3.076884	0.000000	-0.117582	-0.172410
8	GD16	0.363265	-0.056926	3.076884	0.000000	-0.106787	-0.172410
9	GD16	0.391960	-0.112020	3.076884	0.000000	-0.096364	-0.172410
10	GD16	0.329415	-0.044735	3.076884	0.000000	-0.152799	-0.172410
