rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.006900	-0.286276	0.000000	0.000000	-0.154175	0.000000
2	AG111	-0.015269	-0.264608	0.000000	0.000000	-0.050395	0.000000
3	AG111	-0.025269	-0.632052	0.000000	0.000000	-0.238978	0.000000
4	AG111	-0.028725	-0.031901	0.000000	0.000000	-0.141405	0.000000
5	AG111	-0.001898	-0.280410	0.000000	0.000000	-0.066007	0.000000
6	AG111	-0.033664	-0.417710	0.000000	0.000000	-0.134135	0.000000
7	AG111	-0.027199	-0.417831	0.000000	0.000000	-0.135117	0.000000
8	AG111	0.012279	0.154762	0.000000	0.000000	0.023053	0.000000
9	AG111	0.020232	-0.448707	0.000000	0.000000	-0.110459	0.000000
10	AG111	0.009958	-0.484402	0.000000	0.000000	-0.163956	0.000000
1	AG112	0.174952	-0.241690	0.000000	0.000000	-0.224641	0.000000
2	AG112	0.138655	0.322228	0.000000	0.000000	-0.253999	0.000000
3	AG112	0.121759	-0.021187	0.000000	0.000000	-0.248349	0.000000
4	AG112	0.155604	0.209900	0.000000	0.000000	-0.244000	0.000000
5	AG112	0.142466	-0.125376	0.000000	0.000000	-0.226597	0.000000
6	AG112	0.144455	0.281273	0.000000	0.000000	-0.247076	0.000000
7	AG112	0.127712	-0.051281	0.000000	0.000000	-0.276873	0.000000
8	AG112	0.169666	0.184613	0.000000	0.000000	-0.211693	0.000000
9	AG112	0.126154	0.722740	0.000000	0.000000	-0.231778	0.000000
10	AG112	0.191104	-0.116209	0.000000	0.000000	-0.244292	0.000000
1	AG139	-0.031815	0.180172	0.000000	0.000000	-0.171078	0.000000
2	AG139	0.016721	0.260080	0.000000	0.000000	-0.109559	0.000000
3	AG139	-0.015260	0.084663	0.000000	0.000000	-0.149034	0.000000
4	AG139	-0.033775	0.283104	0.000000	0.000000	-0.113741	0.000000
5	AG139	-0.034199	0.085509	0.000000	0.000000	-0.148102	0.000000
6	AG139	-0.033097	0.012471	0.000000	0.000000	-0.165678	0.000000
7	AG139	-0.072945	0.357820	0.000000	0.000000	-0.104854	0.000000
8	AG139	-0.057736	0.430405	0.000000	0.000000	-0.096427	0.000000
9	AG139	-0.063576	0.387507	0.000000	0.000000	-0.196894	0.000000
10	AG139	-0.020671	0.264359	0.000000	0.000000	-0.154378	0.000000
1	AG142	0.095947	0.604067	0.000000	0.000000	-0.189735	0.000000
2	AG142	0.104047	0.375354	0.000000	0.000000	-0.227470	0.000000
3	AG142	0.153311	0.278028	0.000000	0.000000	-0.162538	0.000000
4	AG142	0.165539	0.542875	0.000000	0.000000	-0.160763	0.000000
5	AG142	0.130457	0.739919	0.000000	0.000000	-0.129258	0.000000
6	AG142	0.133046	0.614140	0.000000	0.000000	-0.166445	0.000000
7	AG142	0.179019	0.452968	0.000000	0.000000	-0.188540	0.000000
8	AG142	0.186963	0.646087	0.000000	0.000000	-0.159019	0.000000
9	AG142	0.157614	0.562394	0.000000	0.000000	-0.130128	0.000000
10	AG142	0.148878	0.549840	0.000000	0.000000	-0.165051	0.000000
1	GD14	0.000661	0.115852	0.000000	0.000000	-0.325322	0.000000
2	GD14	0.025547	0.242043	0.000000	0.000000	-0.259412	0.000000
3	GD14	0.094590	-0.158323	0.000000	0.000000	-0.291390	0.000000
4	GD14	0.023512	0.090536	0.000000	0.000000	-0.308337	0.000000
5	GD14	-0.005351	-0.003651	0.000000	0.000000	-0.357040	0.000000
6	GD14	-0.020742	-0.206403	0.000000	0.000000	-0.342765	0.000000
7	GD14	-0.007703	0.045897	0.000000	0.000000	-0.321789	0.000000
8	GD14	-0.017875	-0.194221	0.000000	0.000000	-0.318433	0.000000
9	GD14	-0.006852	-0.051044	0.000000	0.000000	-0.306415	0.000000
10	GD14	0.044778	0.011804	0.000000	0.000000	-0.234610	0.000000
1	GD15	-0.006037	-0.221974	0.000000	0.000000	-0.196122	0.000000
2	GD15	0.015479	-0.048085	0.000000	0.000000	-0.123152	0.000000
3	GD15	-0.034672	-0.096272	0.000000	0.000000	-0.146615	0.000000
4	GD15	0.017418	-0.416649	0.000000	0.000000	-0.195305	0.000000
5	GD15	-0.016296	-0.233782	0.000000	0.000000	-0.247232	0.000000
6	GD15	0.034763	0.274018	0.000000	0.000000	-0.068870	0.000000
7	GD15	-0.053883	-0.180066	0.000000	0.000000	-0.168790	0.000000
8	GD15	0.010229	0.213058	0.000000	0.000000	-0.130092	0.000000
9	GD15	-0.013972	-0.241802	0.000000	0.000000	-0.188130	0.000000
10	GD15	0.023498	0.256409	0.000000	0.000000	-0.150370	0.000000
1	GD16	-0.205913	-0.079988	0.000000	0.000000	-0.054113	0.000000
2	GD16	-0.167550	0.157865	0.000000	0.000000	-0.024515	0.000000
3	GD16	-0.151655	0.296550	0.000000	0.000000	-0.036479	0.000000
4	GD16	-0.249909	0.032747	0.000000	0.000000	-0.039846	0.000000
5	GD16	-0.244243	0.252519	0.000000	0.000000	-0.133746	0.000000
6	GD16	-0.216768	0.246038	0.000000	0.000000	-0.140199	0.000000
7	GD16	-0.250433	0.480457	0.000000	0.000000	-0.117582	0.000000
8	GD16	-0.249595	-0.056926	0.000000	0.000000	-0.106787	0.000000
9	GD16	-0.220900	-0.112020	0.000000	0.000000	-0.096364	0.000000
10	GD16	-0.283445	-0.044735	0.000000	0.000000	-0.152799	0.000000
