parameter	value	se_sa	rse_sa
rhoS_pop	0.62834185536482134	0.04777825291886615	7.60386285123814254
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.24159350415600578	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.41343061938501480	nan	nan
omega_rhoS	0.12131661071555297	0.03462733329137110	28.54294485077616983
omega_deltaSC	0.03813528324116305	0.06174590801997344	161.91280822407838969
b1	0.16994804826838081	0.02411863448873164	14.19176903440730086
b2	0.63054846223252059	0.08556502098921148	13.56993571695661061
b3	1.15665518230537367	0.16156712217419569	13.96847778368744919
