rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.000690	-0.815385	0.059191	-0.013545	0.025457
2	AG111	-0.013604	0.161190	-0.055456	-0.012502	-0.005932
3	AG111	0.002320	-0.267084	-0.249009	-0.030086	-0.020235
4	AG111	-0.009427	-0.279633	-0.182869	0.031544	-0.032186
5	AG111	0.017276	-0.271964	-0.378433	-0.016707	0.000251
6	AG111	-0.044724	-0.290107	-0.056583	0.055987	0.024754
7	AG111	-0.029887	-0.295580	-0.072229	0.056518	0.019849
8	AG111	-0.004971	-0.370675	-0.522933	-0.017003	0.027632
9	AG111	-0.033291	-0.481462	0.256018	0.002716	0.021370
10	AG111	-0.043687	0.029123	-0.577667	0.004631	0.007118
1	AG112	0.155510	0.109949	-0.117509	-0.038348	0.031330
2	AG112	0.123134	0.144922	-0.060420	0.030280	0.111924
3	AG112	0.166989	-0.180039	0.169891	-0.036924	-0.011486
4	AG112	0.145875	-0.496952	0.085683	-0.083303	0.072757
5	AG112	0.158419	0.269240	0.101439	-0.005271	-0.023606
6	AG112	0.148465	0.158427	-0.051617	-0.043820	-0.042980
7	AG112	0.136818	0.055036	0.031233	-0.084177	-0.001385
8	AG112	0.104553	0.200902	0.072379	-0.068934	0.006924
9	AG112	0.129680	0.083830	0.160186	-0.019955	0.035394
10	AG112	0.132752	-0.066804	0.052765	-0.036706	0.060757
1	AG139	0.002105	-0.146551	-0.171124	-0.043149	-0.005056
2	AG139	-0.048019	0.158805	-0.391989	-0.031748	0.064452
3	AG139	0.024880	0.179186	-0.044722	0.039417	0.016852
4	AG139	-0.034135	-0.050802	-0.047942	-0.001605	0.019561
5	AG139	-0.000812	0.128344	-0.175236	0.041691	-0.016689
6	AG139	-0.065585	-0.119009	0.022685	-0.079713	0.023489
7	AG139	-0.086828	0.009336	0.065274	0.021457	0.012317
8	AG139	-0.042279	-0.082235	0.087381	-0.001652	0.057169
9	AG139	-0.085345	0.102701	-0.226145	-0.062445	-0.044781
10	AG139	-0.011722	0.131620	0.250503	0.084175	-0.073909
1	AG142	0.162887	0.405991	0.137455	0.018656	-0.024164
2	AG142	0.172571	0.579106	0.146957	0.023281	-0.044801
3	AG142	0.115835	0.323252	-0.028075	0.017993	0.004385
4	AG142	0.088547	0.310075	0.140127	-0.020807	0.012728
5	AG142	0.138884	0.399363	0.280165	0.057460	-0.009704
6	AG142	0.125068	0.225613	-0.044299	0.017163	-0.001134
7	AG142	0.193147	0.255119	-0.048519	-0.064922	0.000041
8	AG142	0.149247	0.441666	-0.132518	0.056904	0.033645
9	AG142	0.208095	0.249159	-0.005637	0.087774	-0.000987
10	AG142	0.109543	0.319599	0.115730	0.020032	-0.032995
1	GD14	0.011009	-0.314457	0.347763	-0.051429	0.005838
2	GD14	-0.000676	-0.159661	0.177457	-0.071374	0.008149
3	GD14	0.053496	0.027879	0.035419	-0.023752	0.029356
4	GD14	-0.024269	-0.247602	0.184880	-0.043687	0.069480
5	GD14	0.021108	-0.374829	0.195542	-0.125504	0.021541
6	GD14	-0.003610	0.069274	0.363501	-0.011668	0.023203
7	GD14	0.065313	0.155271	0.250149	-0.045587	0.052225
8	GD14	-0.004233	-0.070031	0.314516	-0.086356	-0.006930
9	GD14	0.017828	-0.028820	0.213833	-0.083113	0.005471
10	GD14	0.011159	-0.300537	0.136849	-0.089975	0.060816
1	GD15	-0.054807	-0.189204	-0.335352	-0.004679	0.019363
2	GD15	0.009571	0.205388	0.010680	-0.023447	0.016206
3	GD15	-0.022589	-0.022831	0.063947	0.044764	0.055854
4	GD15	-0.021376	-0.068266	0.143369	0.084505	-0.053505
5	GD15	-0.003100	-0.057423	-0.249206	-0.041948	0.022654
6	GD15	-0.017809	0.167926	-0.344494	0.017248	-0.016797
7	GD15	-0.028757	-0.303302	0.046841	-0.004325	-0.040311
8	GD15	-0.002824	0.035155	-0.081326	0.028298	0.008125
9	GD15	-0.034800	0.013629	-0.269348	-0.021738	0.071415
10	GD15	-0.038435	-0.204941	0.009499	-0.047854	-0.019998
1	GD16	-0.205462	-0.101976	-0.408056	0.020179	0.023460
2	GD16	-0.235100	-0.014887	-0.107599	0.057778	-0.033191
3	GD16	-0.226021	0.146197	-0.058223	0.132834	0.020072
4	GD16	-0.212221	-0.124260	0.203393	-0.025112	-0.088580
5	GD16	-0.229674	0.189306	-0.144717	0.102403	0.013097
6	GD16	-0.249890	0.106947	0.193668	0.124819	-0.008633
7	GD16	-0.243508	0.087368	0.072786	0.105615	0.066044
8	GD16	-0.239672	0.008646	-0.159710	0.031989	0.037267
9	GD16	-0.228765	-0.210093	0.127094	0.046077	-0.000040
10	GD16	-0.211983	0.140984	-0.305949	0.006122	-0.000636
