parameter	value	se_sa	rse_sa
rhoS_pop	0.63123322206569388	0.06734938434382723	10.66949298445163663
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.06860662038908227	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.20308466794413962	nan	nan
S0_pop	23646.44497468680856400	3950.85243122212887101	16.70801862796484372
T0_pop	24823.08400753639580216	998.55682504597223215	4.02269445949103677
omega_rhoS	0.11858392213824340	0.03362416597801105	28.35474267650929292
omega_deltaSC	0.29782412643636141	0.15339902386788837	51.50658064657043411
omega_deltaCB	0.19635989377846130	0.05844015833189314	29.76175898619447935
omega_S0	0.01788044099491471	nan	nan
omega_T0	0.02303325688998915	0.09396199469619215	407.94054937593500654
b1	0.16449363490335181	0.02340191451316006	14.22663832975047704
b2	0.17325402579614607	0.02309381010764624	13.32945078853108356
b3	0.29228398359760283	0.06063155501211239	20.74405660748961466
