rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.575593	0.119956	3.293280	-0.135152	0.052383	0.284395
2	AG111	0.599079	-0.416694	3.293280	-0.022388	-0.037275	0.224326
3	AG111	0.583261	-0.175727	3.293280	-0.265190	-0.002968	0.243785
4	AG111	0.623516	-0.323142	3.293280	-0.139538	-0.019739	0.275035
5	AG111	0.587996	-0.230775	3.293280	0.191931	0.070786	0.254623
6	AG111	0.565682	-0.419837	3.293280	-0.011626	0.006045	0.227073
7	AG111	0.579746	-0.204248	3.293280	-0.129870	0.124485	0.272118
8	AG111	0.593614	-0.362928	3.293280	0.120675	0.002506	0.249750
9	AG111	0.583430	-0.226611	3.293280	-0.118460	-0.015053	0.256550
10	AG111	0.632868	-0.354063	3.293280	-0.198197	-0.059497	0.243411
1	AG112	0.767297	-0.007675	3.293280	0.009831	-0.033711	0.250068
2	AG112	0.817532	0.524250	3.293280	-0.003786	-0.031879	0.256617
3	AG112	0.758533	-0.026334	3.293280	0.052354	-0.010373	0.315316
4	AG112	0.737912	-0.100286	3.293280	0.219118	-0.030831	0.259936
5	AG112	0.717709	-0.209263	3.293280	0.319654	0.010155	0.277370
6	AG112	0.739136	0.161636	3.293280	-0.054472	-0.148139	0.258057
7	AG112	0.763081	0.227384	3.293280	0.142850	0.038113	0.211205
8	AG112	0.752603	0.114915	3.293280	0.005990	-0.004546	0.296411
9	AG112	0.768180	-0.000243	3.293280	0.022054	-0.069084	0.319863
10	AG112	0.739939	0.106271	3.293280	0.042171	-0.022257	0.290579
1	AG139	0.598075	-0.033475	3.293280	-0.052668	-0.025380	0.256430
2	AG139	0.608682	0.109371	3.293280	-0.158358	0.115617	0.240414
3	AG139	0.634147	0.300277	3.293280	-0.274562	0.001884	0.221941
4	AG139	0.587151	-0.223833	3.293280	0.010179	-0.108289	0.180088
5	AG139	0.544652	0.323862	3.293280	-0.016972	-0.013530	0.251528
6	AG139	0.555470	-0.021310	3.293280	-0.019329	-0.027454	0.279832
7	AG139	0.626307	0.047095	3.293280	-0.129518	0.017170	0.276802
8	AG139	0.556737	-0.155317	3.293280	-0.076796	-0.037150	0.311383
9	AG139	0.539849	0.136303	3.293280	-0.078021	-0.136333	0.178208
10	AG139	0.601578	0.274165	3.293280	-0.172392	-0.003676	0.256975
1	AG142	0.754587	0.370793	3.293280	-0.139291	0.018137	0.260633
2	AG142	0.679274	0.235136	3.293280	0.038036	-0.039994	0.287211
3	AG142	0.791753	0.364609	3.293280	0.269161	0.090445	0.223273
4	AG142	0.753299	0.423401	3.293280	-0.193543	-0.133495	0.241172
5	AG142	0.780452	0.153922	3.293280	-0.078157	-0.058487	0.215996
6	AG142	0.711180	0.375878	3.293280	0.011009	0.065070	0.334151
7	AG142	0.776215	0.778078	3.293280	-0.040080	0.055823	0.233588
8	AG142	0.784103	0.405874	3.293280	0.145689	0.077070	0.242710
9	AG142	0.725665	0.626985	3.293280	0.078694	-0.048996	0.246578
10	AG142	0.753198	0.807912	3.293280	0.096976	0.058617	0.191419
1	GD14	0.690657	-0.123077	3.293280	0.034868	-0.139807	0.173181
2	GD14	0.581399	-0.164084	3.293280	-0.000623	-0.151033	0.273218
3	GD14	0.644360	-0.586590	3.293280	0.092855	-0.212618	0.266691
4	GD14	0.587727	-0.038299	3.293280	0.240461	-0.103812	0.242197
5	GD14	0.620985	0.288870	3.293280	-0.018772	-0.071287	0.281461
6	GD14	0.599991	-0.102408	3.293280	0.002137	-0.135244	0.319238
7	GD14	0.649750	-0.044982	3.293280	0.122213	-0.113038	0.203482
8	GD14	0.624646	0.149938	3.293280	0.022681	-0.108294	0.245291
9	GD14	0.636109	0.146791	3.293280	-0.064134	-0.088772	0.271500
10	GD14	0.663935	-0.162094	3.293280	0.107682	-0.085408	0.265547
1	GD15	0.632620	-0.316347	3.293280	0.177659	0.081770	0.257650
2	GD15	0.583270	0.027613	3.293280	-0.098235	-0.011737	0.314400
3	GD15	0.607181	0.126514	3.293280	-0.024186	-0.006974	0.224746
4	GD15	0.652811	-0.041727	3.293280	-0.157113	0.131051	0.276601
5	GD15	0.618005	-0.096590	3.293280	-0.128215	0.093209	0.331128
6	GD15	0.623999	0.313070	3.293280	-0.127927	0.071678	0.230178
7	GD15	0.664851	0.016985	3.293280	-0.219373	-0.046162	0.190570
8	GD15	0.565117	-0.196304	3.293280	0.089396	-0.027653	0.295518
9	GD15	0.587139	-0.126908	3.293280	-0.051106	-0.055934	0.308547
10	GD15	0.589512	-0.111386	3.293280	-0.178536	0.018515	0.286533
1	GD16	0.418327	-0.062326	3.293280	-0.020621	0.044321	0.226100
2	GD16	0.374868	-0.255639	3.293280	0.098089	0.000007	0.283386
3	GD16	0.319547	-0.059699	3.293280	-0.053465	-0.074458	0.200288
4	GD16	0.360326	-0.057519	3.293280	-0.122928	0.113533	0.286983
5	GD16	0.392601	-0.058708	3.293280	-0.182617	0.033093	0.294780
6	GD16	0.358987	0.369234	3.293280	-0.272521	0.058124	0.256127
7	GD16	0.371317	0.009966	3.293280	-0.064567	0.017702	0.199487
8	GD16	0.443269	-0.013454	3.293280	-0.246614	0.096038	0.286672
9	GD16	0.354534	0.091215	3.293280	-0.111546	-0.013500	0.302020
10	GD16	0.350075	0.339210	3.293280	-0.017306	0.078361	0.236850
