rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.636702	-0.538724	3.008222	0.000000	-0.110926	-0.175283	22747.239136	24622.814134
2	AG111	0.592028	-0.379407	3.008222	0.000000	-0.093537	-0.175283	23442.539537	25880.704336
3	AG111	0.617289	-0.017000	3.008222	0.000000	-0.120266	-0.175283	22321.848065	23389.123387
4	AG111	0.632759	0.020003	3.008222	0.000000	-0.102376	-0.175283	23433.383305	22808.380949
5	AG111	0.663143	-0.112932	3.008222	0.000000	-0.007616	-0.175283	22821.010349	24822.985064
6	AG111	0.639124	-0.568228	3.008222	0.000000	-0.036018	-0.175283	23350.479406	24438.003960
7	AG111	0.580817	0.061215	3.008222	0.000000	-0.141453	-0.175283	23479.146096	24693.947356
8	AG111	0.639771	-0.836529	3.008222	0.000000	-0.193356	-0.175283	23879.531457	25275.982001
9	AG111	0.592556	0.013920	3.008222	0.000000	-0.094367	-0.175283	23809.673814	24983.273528
10	AG111	0.632155	-0.533200	3.008222	0.000000	-0.147015	-0.175283	23122.004817	24456.697497
1	AG112	0.725561	0.299534	3.008222	0.000000	-0.171874	-0.175283	23747.959622	25603.389845
2	AG112	0.834729	0.525515	3.008222	0.000000	-0.175185	-0.175283	22927.280150	25532.989836
3	AG112	0.814323	-0.126713	3.008222	0.000000	-0.247752	-0.175283	23318.929005	25367.650138
4	AG112	0.758493	0.250501	3.008222	0.000000	-0.183693	-0.175283	23330.382444	25141.334110
5	AG112	0.789701	-0.072229	3.008222	0.000000	-0.190327	-0.175283	23241.818804	25799.551259
6	AG112	0.788122	0.379275	3.008222	0.000000	-0.215025	-0.175283	23841.963746	24538.831643
7	AG112	0.851518	0.139864	3.008222	0.000000	-0.224224	-0.175283	22712.427483	22754.446666
8	AG112	0.796883	-0.157897	3.008222	0.000000	-0.291780	-0.175283	23288.747182	23722.248211
9	AG112	0.781022	-0.135192	3.008222	0.000000	-0.210280	-0.175283	23176.083868	25428.584082
10	AG112	0.786255	-0.211335	3.008222	0.000000	-0.242865	-0.175283	23273.684340	25976.079159
1	AG139	0.594900	0.111852	3.008222	0.000000	-0.148189	-0.175283	23628.815586	24984.566592
2	AG139	0.636426	0.407268	3.008222	0.000000	-0.161617	-0.175283	23276.511980	24278.083002
3	AG139	0.673133	0.045302	3.008222	0.000000	-0.112918	-0.175283	22974.035502	25339.099757
4	AG139	0.638749	-0.049550	3.008222	0.000000	-0.227060	-0.175283	23054.324174	23318.973425
5	AG139	0.606701	0.385487	3.008222	0.000000	-0.129446	-0.175283	22190.397543	25153.065285
6	AG139	0.596175	0.221636	3.008222	0.000000	-0.187631	-0.175283	23684.445979	24646.288760
7	AG139	0.578004	0.116081	3.008222	0.000000	-0.185868	-0.175283	23536.554059	23767.551226
8	AG139	0.583805	0.120482	3.008222	0.000000	-0.124642	-0.175283	23558.152086	24281.459950
9	AG139	0.574887	0.387528	3.008222	0.000000	-0.198348	-0.175283	24061.778806	24818.658912
10	AG139	0.596886	0.055365	3.008222	0.000000	-0.134630	-0.175283	23652.735382	24148.839099
1	AG142	0.782908	0.366174	3.008222	0.000000	-0.124009	-0.175283	23781.296232	25718.215104
2	AG142	0.776301	0.638590	3.008222	0.000000	-0.149642	-0.175283	23138.667247	25473.429629
3	AG142	0.753894	0.457058	3.008222	0.000000	-0.163701	-0.175283	23012.297038	25032.961550
4	AG142	0.753364	0.638053	3.008222	0.000000	-0.210431	-0.175283	23309.682808	24738.012783
5	AG142	0.771611	0.733534	3.008222	0.000000	-0.145550	-0.175283	23283.743696	24732.535473
6	AG142	0.766604	0.426614	3.008222	0.000000	-0.167540	-0.175283	23115.770663	24756.127788
7	AG142	0.774862	0.521702	3.008222	0.000000	-0.122424	-0.175283	23120.407307	26386.670699
8	AG142	0.786925	0.371018	3.008222	0.000000	-0.176862	-0.175283	23435.513532	25140.996672
9	AG142	0.782772	0.911289	3.008222	0.000000	-0.204842	-0.175283	22619.565587	24199.967164
10	AG142	0.746385	0.780403	3.008222	0.000000	-0.171239	-0.175283	22715.833091	25727.814086
1	GD14	0.711431	0.357815	3.008222	0.000000	-0.201943	-0.175283	23037.753480	24515.216816
