rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.585610	-0.193516	3.840154	0.000000	0.011597	0.128218
2	AG111	0.573609	-0.086298	3.840154	0.000000	0.125824	0.298802
3	AG111	0.584081	-0.299771	3.840154	0.000000	-0.045206	0.140287
4	AG111	0.590258	-0.537621	3.840154	0.000000	0.026392	0.169336
5	AG111	0.577286	0.060020	3.840154	0.000000	0.031236	0.230791
6	AG111	0.621194	-0.714984	3.840154	0.000000	0.020590	0.280802
7	AG111	0.608579	-0.404384	3.840154	0.000000	-0.009028	0.194853
8	AG111	0.631693	-0.402572	3.840154	0.000000	0.049476	0.187706
9	AG111	0.605298	-0.109673	3.840154	0.000000	0.022708	0.129575
10	AG111	0.598913	-0.256660	3.840154	0.000000	-0.022520	0.295110
1	AG112	0.731736	-0.053640	3.840154	0.000000	-0.037570	0.340457
2	AG112	0.762373	0.255410	3.840154	0.000000	-0.048049	0.293458
3	AG112	0.735493	-0.360487	3.840154	0.000000	-0.041543	0.510782
4	AG112	0.766838	-0.070024	3.840154	0.000000	-0.008698	0.330654
5	AG112	0.729626	0.031635	3.840154	0.000000	-0.002004	0.316915
6	AG112	0.734615	-0.050380	3.840154	0.000000	-0.017536	0.378345
7	AG112	0.751723	0.098834	3.840154	0.000000	-0.014017	0.221526
8	AG112	0.823075	0.051584	3.840154	0.000000	0.023520	0.452989
9	AG112	0.753869	0.272795	3.840154	0.000000	0.054477	0.391053
10	AG112	0.794888	0.221523	3.840154	0.000000	-0.011035	0.206776
1	AG139	0.551681	0.177505	3.840154	0.000000	0.042768	0.216146
2	AG139	0.585662	0.032704	3.840154	0.000000	0.077699	0.200861
3	AG139	0.579119	-0.147260	3.840154	0.000000	-0.004113	0.352709
4	AG139	0.549634	-0.226147	3.840154	0.000000	0.058861	0.361602
5	AG139	0.604853	-0.173911	3.840154	0.000000	0.060231	0.257564
6	AG139	0.590680	0.145272	3.840154	0.000000	0.017496	0.257076
7	AG139	0.609501	-0.109746	3.840154	0.000000	0.017876	0.438522
8	AG139	0.569338	0.014782	3.840154	0.000000	0.036456	0.239783
9	AG139	0.537601	-0.110683	3.840154	0.000000	0.001157	0.361962
10	AG139	0.602350	0.034773	3.840154	0.000000	0.003461	0.079067
1	AG142	0.756963	0.232018	3.840154	0.000000	-0.062654	0.286655
2	AG142	0.746376	0.272282	3.840154	0.000000	-0.017425	0.163675
3	AG142	0.720924	0.494037	3.840154	0.000000	0.012421	0.331827
4	AG142	0.707820	0.310585	3.840154	0.000000	-0.037932	0.216387
5	AG142	0.770731	0.222963	3.840154	0.000000	-0.042050	0.230113
6	AG142	0.778804	0.419107	3.840154	0.000000	0.090769	0.309543
7	AG142	0.746454	0.222105	3.840154	0.000000	-0.057188	0.250807
8	AG142	0.763660	0.348905	3.840154	0.000000	0.023102	0.262466
9	AG142	0.780383	0.439664	3.840154	0.000000	-0.014834	0.279323
10	AG142	0.784565	0.309512	3.840154	0.000000	0.008059	0.118995
1	GD14	0.630634	0.057579	3.840154	0.000000	-0.056603	0.322864
2	GD14	0.638231	-0.209691	3.840154	0.000000	-0.032897	0.453969
3	GD14	0.635731	0.055830	3.840154	0.000000	-0.024323	0.311679
4	GD14	0.595735	0.007773	3.840154	0.000000	-0.122465	0.276352
5	GD14	0.618933	-0.251406	3.840154	0.000000	-0.045558	0.426122
6	GD14	0.666427	-0.193293	3.840154	0.000000	-0.037319	0.369660
7	GD14	0.618098	0.211285	3.840154	0.000000	0.015951	0.468685
8	GD14	0.647831	-0.263781	3.840154	0.000000	-0.003466	0.620447
9	GD14	0.629958	-0.266212	3.840154	0.000000	-0.002894	0.577423
10	GD14	0.694289	-0.054464	3.840154	0.000000	-0.065595	0.362763
1	GD15	0.588109	-0.225013	3.840154	0.000000	-0.017153	0.177667
2	GD15	0.614783	-0.024701	3.840154	0.000000	0.054434	0.168981
3	GD15	0.567007	-0.091340	3.840154	0.000000	0.044363	0.187900
4	GD15	0.622180	0.062232	3.840154	0.000000	0.018204	0.109160
5	GD15	0.607849	-0.066749	3.840154	0.000000	0.012221	0.299754
6	GD15	0.597560	-0.112825	3.840154	0.000000	0.089586	0.284907
7	GD15	0.566148	0.068771	3.840154	0.000000	0.058011	0.289709
8	GD15	0.604903	-0.084893	3.840154	0.000000	0.022933	0.227606
9	GD15	0.583531	0.243892	3.840154	0.000000	-0.005610	-0.018081
10	GD15	0.547639	-0.179994	3.840154	0.000000	-0.039959	0.196442
1	GD16	0.396586	0.085272	3.840154	0.000000	0.057747	0.217440
2	GD16	0.339497	0.086481	3.840154	0.000000	-0.001845	0.073035
3	GD16	0.415794	-0.100914	3.840154	0.000000	0.017472	0.155390
4	GD16	0.366909	-0.063557	3.840154	0.000000	0.089209	0.289540
5	GD16	0.440232	0.071152	3.840154	0.000000	-0.017142	0.017470
6	GD16	0.405689	-0.113992	3.840154	0.000000	0.044226	0.308978
7	GD16	0.406635	-0.006872	3.840154	0.000000	0.050876	0.223026
8	GD16	0.417503	0.038213	3.840154	0.000000	-0.016836	0.132918
9	GD16	0.437748	0.021707	3.840154	0.000000	0.035650	0.146333
10	GD16	0.382560	0.106350	3.840154	0.000000	0.013648	0.093850
