rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.027449	-0.193516	0.000000	0.000000	0.011597	-0.128275
2	AG111	-0.039449	-0.086298	0.000000	0.000000	0.125824	0.042309
3	AG111	-0.028977	-0.299771	0.000000	0.000000	-0.045206	-0.116206
4	AG111	-0.022801	-0.537621	0.000000	0.000000	0.026392	-0.087157
5	AG111	-0.035773	0.060020	0.000000	0.000000	0.031236	-0.025702
6	AG111	0.008136	-0.714984	0.000000	0.000000	0.020590	0.024309
7	AG111	-0.004479	-0.404384	0.000000	0.000000	-0.009028	-0.061640
8	AG111	0.018635	-0.402572	0.000000	0.000000	0.049476	-0.068787
9	AG111	-0.007761	-0.109673	0.000000	0.000000	0.022708	-0.126918
10	AG111	-0.014145	-0.256660	0.000000	0.000000	-0.022520	0.038617
1	AG112	0.118678	-0.053640	0.000000	0.000000	-0.037570	0.083964
2	AG112	0.149315	0.255410	0.000000	0.000000	-0.048049	0.036966
3	AG112	0.122434	-0.360487	0.000000	0.000000	-0.041543	0.254289
4	AG112	0.153779	-0.070024	0.000000	0.000000	-0.008698	0.074161
5	AG112	0.116568	0.031635	0.000000	0.000000	-0.002004	0.060422
6	AG112	0.121556	-0.050380	0.000000	0.000000	-0.017536	0.121852
7	AG112	0.138665	0.098834	0.000000	0.000000	-0.014017	-0.034967
8	AG112	0.210016	0.051584	0.000000	0.000000	0.023520	0.196496
9	AG112	0.140811	0.272795	0.000000	0.000000	0.054477	0.134560
10	AG112	0.181830	0.221523	0.000000	0.000000	-0.011035	-0.049717
1	AG139	-0.061377	0.177505	0.000000	0.000000	0.042768	-0.040347
2	AG139	-0.027397	0.032704	0.000000	0.000000	0.077699	-0.055632
3	AG139	-0.033939	-0.147260	0.000000	0.000000	-0.004113	0.096216
4	AG139	-0.063424	-0.226147	0.000000	0.000000	0.058861	0.105109
5	AG139	-0.008205	-0.173911	0.000000	0.000000	0.060231	0.001071
6	AG139	-0.022379	0.145272	0.000000	0.000000	0.017496	0.000583
7	AG139	-0.003558	-0.109746	0.000000	0.000000	0.017876	0.182029
8	AG139	-0.043721	0.014782	0.000000	0.000000	0.036456	-0.016710
9	AG139	-0.075457	-0.110683	0.000000	0.000000	0.001157	0.105469
10	AG139	-0.010708	0.034773	0.000000	0.000000	0.003461	-0.177426
1	AG142	0.143904	0.232018	0.000000	0.000000	-0.062654	0.030162
2	AG142	0.133317	0.272282	0.000000	0.000000	-0.017425	-0.092818
3	AG142	0.107865	0.494037	0.000000	0.000000	0.012421	0.075334
4	AG142	0.094762	0.310585	0.000000	0.000000	-0.037932	-0.040106
5	AG142	0.157672	0.222963	0.000000	0.000000	-0.042050	-0.026380
6	AG142	0.165746	0.419107	0.000000	0.000000	0.090769	0.053050
7	AG142	0.133395	0.222105	0.000000	0.000000	-0.057188	-0.005686
8	AG142	0.150602	0.348905	0.000000	0.000000	0.023102	0.005973
9	AG142	0.167324	0.439664	0.000000	0.000000	-0.014834	0.022830
10	AG142	0.171507	0.309512	0.000000	0.000000	0.008059	-0.137498
1	GD14	0.017575	0.057579	0.000000	0.000000	-0.056603	0.066371
2	GD14	0.025173	-0.209691	0.000000	0.000000	-0.032897	0.197476
3	GD14	0.022673	0.055830	0.000000	0.000000	-0.024323	0.055186
4	GD14	-0.017323	0.007773	0.000000	0.000000	-0.122465	0.019859
5	GD14	0.005874	-0.251406	0.000000	0.000000	-0.045558	0.169629
6	GD14	0.053368	-0.193293	0.000000	0.000000	-0.037319	0.113167
7	GD14	0.005039	0.211285	0.000000	0.000000	0.015951	0.212192
8	GD14	0.034772	-0.263781	0.000000	0.000000	-0.003466	0.363954
9	GD14	0.016899	-0.266212	0.000000	0.000000	-0.002894	0.320930
10	GD14	0.081230	-0.054464	0.000000	0.000000	-0.065595	0.106270
1	GD15	-0.024949	-0.225013	0.000000	0.000000	-0.017153	-0.078826
2	GD15	0.001724	-0.024701	0.000000	0.000000	0.054434	-0.087512
3	GD15	-0.046051	-0.091340	0.000000	0.000000	0.044363	-0.068593
4	GD15	0.009122	0.062232	0.000000	0.000000	0.018204	-0.147333
5	GD15	-0.005210	-0.066749	0.000000	0.000000	0.012221	0.043261
6	GD15	-0.015498	-0.112825	0.000000	0.000000	0.089586	0.028414
7	GD15	-0.046910	0.068771	0.000000	0.000000	0.058011	0.033216
8	GD15	-0.008156	-0.084893	0.000000	0.000000	0.022933	-0.028887
9	GD15	-0.029528	0.243892	0.000000	0.000000	-0.005610	-0.274574
10	GD15	-0.065419	-0.179994	0.000000	0.000000	-0.039959	-0.060051
1	GD16	-0.216472	0.085272	0.000000	0.000000	0.057747	-0.039053
2	GD16	-0.273562	0.086481	0.000000	0.000000	-0.001845	-0.183457
3	GD16	-0.197264	-0.100914	0.000000	0.000000	0.017472	-0.101103
4	GD16	-0.246150	-0.063557	0.000000	0.000000	0.089209	0.033047
5	GD16	-0.172826	0.071152	0.000000	0.000000	-0.017142	-0.239023
6	GD16	-0.207370	-0.113992	0.000000	0.000000	0.044226	0.052485
7	GD16	-0.206424	-0.006872	0.000000	0.000000	0.050876	-0.033467
8	GD16	-0.195556	0.038213	0.000000	0.000000	-0.016836	-0.123575
9	GD16	-0.175311	0.021707	0.000000	0.000000	0.035650	-0.110160
10	GD16	-0.230499	0.106350	0.000000	0.000000	0.013648	-0.162643
