parameter	value	se_sa	rse_sa
rhoS_pop	0.61324279539223714	0.04623781153812756	7.53988662982225932
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.75035112265027060	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25314256495560600	0.06678031716473519	26.38051691403480703
omega_rhoS	0.11880838604456348	0.03352320995994949	28.21619843179703579
omega_deltaSC	0.25877521246501228	0.13671687613714079	52.83229210202101456
omega_deltaCB	0.05604210742645663	0.05430831335998158	96.90626540275935952
omega_rhoB	0.10432887001763783	nan	nan
b1	0.16361482001139810	0.02146234854265064	13.11760666983313683
b2	0.17778961472436305	0.02320049666812765	13.04941050921148715
b3	0.27332165725306440	0.04611795284008453	16.87314254698251759
