rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.001309	-0.255081	-0.043564	-0.006199	-0.060821
2	AG111	0.042089	-0.276665	-0.063700	0.039577	-0.108669
3	AG111	-0.027741	-0.249036	-0.014670	0.021585	-0.068805
4	AG111	-0.016122	-0.439601	-0.030769	-0.027172	-0.064060
5	AG111	-0.058936	-0.237709	-0.051380	0.003550	0.184781
6	AG111	0.002417	-0.345961	-0.055349	0.097921	0.078510
7	AG111	-0.036134	-0.095068	0.062783	0.034752	0.021556
8	AG111	0.031862	-0.093200	-0.083804	0.052247	-0.051819
9	AG111	-0.064469	-0.458984	-0.053647	-0.011609	0.018482
10	AG111	0.017395	-0.227011	-0.159892	0.009270	-0.057641
1	AG112	0.187707	0.167966	0.331136	0.015576	-0.100865
2	AG112	0.135792	0.045395	-0.123235	-0.021573	0.124274
3	AG112	0.130553	0.029092	0.029145	-0.025149	0.016861
4	AG112	0.140143	0.145124	-0.219976	-0.072551	0.039615
5	AG112	0.115971	0.095860	0.179329	-0.068773	-0.080008
6	AG112	0.135096	-0.058034	-0.035846	-0.002777	0.171708
7	AG112	0.154296	-0.008994	-0.114672	-0.000504	0.067779
8	AG112	0.158161	-0.141062	0.311010	0.009794	-0.070898
9	AG112	0.188626	-0.000746	0.155064	0.008714	-0.067224
10	AG112	0.140347	-0.147860	-0.053817	-0.066785	0.060321
1	AG139	-0.015297	0.157018	-0.117054	0.010904	0.020843
2	AG139	0.017328	0.105466	0.007943	0.031175	0.045076
3	AG139	-0.034752	0.324635	-0.231045	-0.020143	0.002513
4	AG139	-0.004129	-0.023534	0.058054	0.027437	-0.006358
5	AG139	-0.010618	0.096095	0.086629	0.009215	0.034437
6	AG139	-0.060414	-0.029188	0.062838	-0.051218	-0.139656
7	AG139	-0.066955	-0.033786	-0.125969	-0.029403	0.143459
8	AG139	-0.059908	-0.155132	0.216306	-0.066936	-0.144083
9	AG139	-0.090898	0.283312	0.261514	0.014158	-0.083479
10	AG139	-0.043923	0.103170	-0.082885	0.000393	-0.138385
1	AG142	0.143048	0.293628	0.176870	0.079091	0.013430
2	AG142	0.154038	0.249958	-0.099122	0.056445	0.112331
3	AG142	0.099550	0.348271	0.107209	0.005440	-0.178699
4	AG142	0.141306	0.127335	-0.059019	0.086905	0.103963
5	AG142	0.128623	0.093731	0.136611	-0.037032	-0.041109
6	AG142	0.100027	0.329539	0.049150	0.012107	-0.022232
7	AG142	0.135778	0.229434	0.144148	-0.025967	-0.071397
8	AG142	0.113941	0.094939	0.155870	-0.013239	-0.010501
9	AG142	0.127672	0.388237	-0.152482	0.003556	-0.103491
10	AG142	0.150758	0.368285	-0.099479	0.033541	-0.051390
1	GD14	0.043542	0.170819	0.206186	0.005968	0.125723
2	GD14	-0.009150	0.105109	0.015067	-0.050135	0.157927
3	GD14	0.031929	0.237977	0.075030	0.045571	0.138470
4	GD14	0.000751	-0.104775	-0.037665	-0.068010	0.144342
5	GD14	-0.041980	0.042960	-0.162868	-0.058025	0.284601
6	GD14	0.077478	-0.166279	-0.035202	-0.049647	0.071878
7	GD14	-0.019142	0.008368	-0.032170	-0.005374	0.231608
8	GD14	-0.016571	-0.170019	0.333419	-0.075547	-0.101069
9	GD14	0.008712	-0.016964	-0.122727	-0.058642	0.192311
10	GD14	0.023015	-0.178805	-0.054490	-0.063561	0.140384
1	GD15	-0.044787	0.044603	-0.113918	-0.033403	-0.023844
2	GD15	0.019626	-0.298897	0.039068	-0.007703	-0.105020
3	GD15	0.010576	0.076904	0.016059	0.018964	-0.208153
4	GD15	0.017315	-0.066036	-0.132152	-0.012584	-0.222105
5	GD15	0.005980	0.213588	-0.059467	-0.010219	-0.052152
6	GD15	-0.048706	-0.326649	0.055390	-0.040811	0.022571
7	GD15	0.010356	0.049767	0.038697	-0.056572	-0.197741
8	GD15	-0.004318	-0.188160	-0.263249	-0.001914	-0.070317
9	GD15	-0.004868	-0.101981	-0.235020	0.025407	0.077999
10	GD15	-0.017172	-0.219950	0.046804	-0.081675	-0.060493
1	GD16	-0.262351	0.116561	-0.127413	0.011960	-0.059316
2	GD16	-0.232948	0.044787	0.065368	0.098802	-0.065144
3	GD16	-0.222462	-0.096371	-0.183270	-0.016825	-0.034050
4	GD16	-0.202500	0.013240	-0.125375	0.105270	0.021832
5	GD16	-0.245792	-0.280759	-0.190285	-0.031501	0.055313
6	GD16	-0.195348	-0.069062	-0.090700	0.002161	0.112727
7	GD16	-0.275581	-0.025038	-0.075988	-0.066854	-0.094397
8	GD16	-0.186611	-0.027980	-0.155101	0.005126	-0.081397
9	GD16	-0.204349	0.047011	-0.056791	0.097501	0.016711
10	GD16	-0.243183	0.145655	-0.019294	-0.015616	-0.069002
