parameter	value	se_sa	rse_sa
rhoS_pop	0.61308308929018340	0.04581875611605748	7.47349860344470063
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.09598688143059286	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.19176635929041785	nan	nan
omega_rhoS	0.11775448606225364	0.03311866252572219	28.12518115718601308
omega_deltaSC	0.30137114571424239	0.13040403117644472	43.27024435846048789
omega_deltaCB	0.19867672188799537	0.05528943318779116	27.82884308860338507
b1	0.16469158787903709	0.02189209153436088	13.29278065522096774
b2	0.17367650239708779	0.02291255517193468	13.19266271239630761
b3	0.28876331681006828	0.05247298535887288	18.17162440802221468
