rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.635580	-0.310528	3.163279	0.056149	0.057488	0.295428
2	AG111	0.642378	-0.531741	3.163279	-0.016664	0.125737	0.311362
3	AG111	0.588419	-0.058567	3.163279	-0.322195	-0.094680	0.313656
4	AG111	0.571711	-0.419773	3.163279	-0.076069	0.036801	0.283172
5	AG111	0.558901	-0.373621	3.163279	0.136082	0.024720	0.229207
6	AG111	0.692130	-0.721066	3.163279	-0.127560	0.020427	0.144107
7	AG111	0.545886	-0.416833	3.163279	-0.034118	-0.055241	0.256965
8	AG111	0.597278	-0.111171	3.163279	-0.262072	0.023811	0.232901
9	AG111	0.595341	-0.545384	3.163279	-0.144791	0.015770	0.297206
10	AG111	0.585260	-0.313578	3.163279	-0.198341	-0.015880	0.249903
1	AG112	0.813456	0.159973	3.163279	-0.178326	0.004602	0.261829
2	AG112	0.726103	0.103822	3.163279	0.119805	-0.038109	0.303556
3	AG112	0.752085	0.015656	3.163279	0.160988	-0.009108	0.306563
4	AG112	0.768939	-0.181007	3.163279	-0.142585	-0.035875	0.395964
5	AG112	0.741383	0.132211	3.163279	-0.020294	-0.056496	0.306333
6	AG112	0.750739	-0.149998	3.163279	0.088086	-0.041548	0.368669
7	AG112	0.742649	0.041397	3.163279	0.024290	-0.056107	0.346490
8	AG112	0.767587	-0.083072	3.163279	-0.256712	-0.128367	0.280540
9	AG112	0.742447	0.138661	3.163279	0.006567	-0.094884	0.238027
10	AG112	0.788631	-0.018162	3.163279	0.173240	-0.122569	0.262965
1	AG139	0.581774	0.374338	3.163279	-0.071918	-0.010612	0.188239
2	AG139	0.532352	0.065552	3.163279	0.021671	-0.024263	0.256219
3	AG139	0.616113	0.300153	3.163279	-0.277060	-0.096362	0.224469
4	AG139	0.526754	0.100809	3.163279	-0.023978	-0.007253	0.223708
5	AG139	0.592447	-0.075745	3.163279	-0.124856	-0.030202	0.239807
6	AG139	0.601453	0.045623	3.163279	-0.110804	-0.003728	0.296610
7	AG139	0.583061	0.149911	3.163279	0.148786	0.037923	0.196759
8	AG139	0.531845	-0.060599	3.163279	0.030357	-0.015824	0.329318
9	AG139	0.589384	0.278789	3.163279	0.043340	0.056661	0.187807
10	AG139	0.557995	-0.096549	3.163279	0.140194	-0.053181	0.244342
1	AG142	0.755874	0.224082	3.163279	-0.102178	-0.041235	0.282911
2	AG142	0.733381	0.567269	3.163279	0.105275	0.114383	0.302998
3	AG142	0.717753	0.184237	3.163279	0.126057	0.007401	0.339943
4	AG142	0.779719	0.394321	3.163279	-0.127032	-0.031546	0.260757
5	AG142	0.796706	0.575051	3.163279	0.052758	0.088841	0.255984
6	AG142	0.810857	0.240365	3.163279	0.015904	-0.039322	0.200629
7	AG142	0.795204	0.262745	3.163279	0.013198	0.079357	0.267938
8	AG142	0.732158	0.293081	3.163279	-0.019999	0.026807	0.342616
9	AG142	0.781931	0.474600	3.163279	-0.110280	0.035137	0.221994
10	AG142	0.765995	0.410325	3.163279	0.172872	0.068877	0.196471
1	GD14	0.611334	-0.228738	3.163279	0.073681	-0.162502	0.258620
2	GD14	0.637025	0.147057	3.163279	0.018534	-0.083974	0.303726
3	GD14	0.627936	-0.444680	3.163279	0.051921	-0.173385	0.277055
4	GD14	0.588286	0.113977	3.163279	0.129280	-0.043626	0.288855
5	GD14	0.651148	0.013356	3.163279	0.076715	-0.115440	0.174318
6	GD14	0.627054	0.176225	3.163279	0.045264	-0.121802	0.261386
7	GD14	0.666745	0.206054	3.163279	0.073604	-0.147354	0.182861
8	GD14	0.633274	0.079320	3.163279	-0.001984	-0.132060	0.235531
9	GD14	0.645518	0.048508	3.163279	0.138082	-0.054374	0.323128
10	GD14	0.627607	-0.055591	3.163279	-0.010906	-0.130070	0.390424
1	GD15	0.621604	0.042519	3.163279	0.018051	0.037178	0.198023
2	GD15	0.546995	0.124365	3.163279	0.214784	0.099812	0.249476
3	GD15	0.591609	-0.008106	3.163279	0.044286	0.036712	0.262754
4	GD15	0.586769	0.156752	3.163279	-0.071078	-0.047289	0.174684
5	GD15	0.571322	-0.027619	3.163279	-0.136557	0.026000	0.277025
6	GD15	0.595195	-0.031476	3.163279	0.142125	0.124057	0.321917
7	GD15	0.539758	-0.154277	3.163279	0.034022	0.011482	0.311092
8	GD15	0.603619	-0.211870	3.163279	-0.152986	0.014245	0.280983
9	GD15	0.590742	-0.165843	3.163279	0.200688	0.106783	0.295570
10	GD15	0.634927	0.029334	3.163279	0.007300	0.054509	0.216110
1	GD16	0.407431	0.013928	3.163279	-0.178214	0.016003	0.210844
2	GD16	0.337619	0.125820	3.163279	-0.044062	0.000579	0.253485
3	GD16	0.357772	-0.042888	3.163279	0.027454	0.014867	0.216241
4	GD16	0.451271	0.060438	3.163279	-0.184995	0.080185	0.201444
5	GD16	0.371063	-0.223135	3.163279	0.204000	0.132731	0.264483
6	GD16	0.407962	-0.025573	3.163279	-0.267576	0.080704	0.271671
7	GD16	0.362658	0.018089	3.163279	0.029350	0.050062	0.248665
8	GD16	0.390146	0.158127	3.163279	0.053156	0.099466	0.233887
9	GD16	0.385961	0.084663	3.163279	-0.061424	0.031522	0.263796
10	GD16	0.370656	-0.178915	3.163279	0.322874	0.100533	0.122360
