rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	148941.477874	71165.560823
2	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	92232.841688	61473.925293
3	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	136746.762108	80312.181565
4	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	117497.222950	67615.705027
5	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	135650.627028	73418.105285
6	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	105701.366899	78147.879043
7	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	127198.020150	96241.355913
8	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	86156.668751	70115.338997
9	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	163464.396966	60477.960003
10	AG111	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	112886.226991	64421.073186
1	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	202262.681560	115035.766968
2	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	155771.740817	152135.031874
3	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	200202.448968	141081.371412
4	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	224784.998810	128633.778178
5	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	180476.458433	145595.194107
6	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	178554.121582	130155.322064
7	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	208272.076136	125479.444935
8	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	216453.597841	133840.448921
9	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	188292.828514	126106.543795
10	AG112	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	164020.001400	118131.359914
1	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	118560.633647	91870.928355
2	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	81795.887062	88458.406528
3	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	147982.740633	73585.917005
4	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	102624.688748	83168.855920
5	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	123627.166023	83229.210753
6	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	100348.398464	82212.809460
7	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	116863.100779	89287.808854
8	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	101293.597152	66792.917524
9	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	146852.099103	71772.210074
10	AG139	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	130019.854495	86247.206475
1	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	186338.947432	110012.488465
2	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	166179.816934	87744.700524
3	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	126505.208850	118339.573775
4	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	158748.706001	103415.193744
5	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	210316.020955	95871.113319
6	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	191773.121493	126672.586599
7	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	183245.880867	129187.968954
8	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	191333.990685	119967.893707
9	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	157873.736748	145539.646176
10	AG142	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	209549.184313	111606.014336
1	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	194861.694744	131473.395618
2	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	143983.930122	126921.940806
3	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	126421.872899	128560.962073
4	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	133907.024653	136992.442391
5	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	168569.639618	127844.643142
6	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	127206.207971	124834.368041
7	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	187754.788225	135067.943140
8	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	122443.243738	133077.433879
9	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	114056.292381	143862.915110
10	GD14	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	138170.996649	126731.202641
1	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	143105.571727	80252.414326
2	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	182137.689981	78654.285282
3	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	134186.126641	79241.851656
4	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	124028.086593	117574.695136
5	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	117374.672665	109230.361223
6	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	110330.214694	95728.155517
7	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	137421.453986	92788.871350
8	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	138252.849784	73725.534716
9	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	106871.885271	83940.277551
10	GD15	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	159776.263303	95564.256724
1	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	89794.367313	77171.554742
2	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	80516.211157	69128.911973
3	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	73782.734023	55640.240431
4	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	90274.030709	58078.407459
5	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	105251.212572	80189.633702
6	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	117146.633753	66229.391241
7	GD16	-0.030592	0.000000	1.599029	0.000000	0.000000	-0.745254	109251.579202	76969.373181
