rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.039523	0.044487	0.000000	93799154306069479424.000000	203.744104	-0.093655
2	AG111	0.038433	-0.650740	0.000000	326490190509329612800.000000	239.585888	0.045838
3	AG111	0.010475	-0.487628	0.000000	305878962502680379392.000000	139.608312	-0.019073
4	AG111	-0.009891	-0.710174	0.000000	-141361106668186730496.000000	600.322470	-0.031535
5	AG111	0.017684	-0.322497	0.000000	-377421405530260766720.000000	474.920715	-0.044434
6	AG111	0.054135	-0.704963	0.000000	-12157490525188947968.000000	123.831337	-0.029536
7	AG111	-0.054052	-0.478355	0.000000	-23203798958282211328.000000	643.671890	-0.071311
8	AG111	0.031472	-0.562010	0.000000	109047507583115739136.000000	218.081618	-0.108159
9	AG111	-0.064306	-0.407777	0.000000	98566441458896224256.000000	662.545462	0.001220
10	AG111	-0.003079	-0.704288	0.000000	-65901059288863703040.000000	105.953131	-0.076786
1	AG112	0.119743	0.345943	0.000000	101537172647052328960.000000	261.043894	-0.005238
2	AG112	0.171763	0.351540	0.000000	58566181471784599552.000000	71.111480	-0.053096
3	AG112	0.163133	-0.046660	0.000000	325331814115609018368.000000	390.210640	-0.008846
4	AG112	0.127439	0.333104	0.000000	-95329940942215806976.000000	292.412172	0.090714
5	AG112	0.138748	-0.210315	0.000000	-316571916536751587328.000000	173.542275	0.078201
6	AG112	0.160230	0.002627	0.000000	110057883984350035968.000000	193.266101	0.035912
7	AG112	0.227240	-0.197747	0.000000	79127133800146223104.000000	207.463904	-0.023276
8	AG112	0.169860	-0.090626	0.000000	346808917594487808.000000	472.138197	0.028319
9	AG112	0.115770	0.024710	0.000000	-181894204764778496000.000000	699.887553	0.049001
10	AG112	0.175136	-0.125445	0.000000	-177118632267886067712.000000	127.409930	0.107814
1	AG139	-0.048956	-0.177368	0.000000	189825691877405523968.000000	194.940713	0.184213
2	AG139	-0.037623	0.251500	0.000000	-196507366545343709184.000000	353.250034	0.003968
3	AG139	-0.048233	0.077495	0.000000	332361876735565037568.000000	148.667242	0.053837
4	AG139	-0.041619	0.543043	0.000000	-236390268229633769472.000000	104.952789	-0.003205
5	AG139	0.011754	0.192944	0.000000	89102455215192276992.000000	144.638795	-0.012824
6	AG139	-0.019032	0.099448	0.000000	41732252770394898432.000000	582.031196	-0.044724
7	AG139	-0.023427	0.141047	0.000000	147630364875308138496.000000	114.705490	-0.014247
8	AG139	-0.012350	-0.051733	0.000000	389716540606741020672.000000	297.776921	-0.001552
9	AG139	-0.061618	0.225139	0.000000	105607018377584181248.000000	102.883313	-0.051935
10	AG139	0.029036	-0.084057	0.000000	-10020361190546292736.000000	478.481862	-0.053098
1	AG142	0.105131	0.351310	0.000000	-142035484044896305152.000000	356.305254	0.001309
2	AG142	0.093507	0.299883	0.000000	-3056738517087371264.000000	383.523242	0.006744
3	AG142	0.100635	0.222674	0.000000	127446647905982857216.000000	100.882073	0.034053
4	AG142	0.144963	0.529954	0.000000	246758292524811878400.000000	131.421594	-0.068217
5	AG142	0.168173	0.269831	0.000000	-264008089249341341696.000000	288.338197	-0.095470
6	AG142	0.142126	0.132446	0.000000	25027525424519708672.000000	53.328424	-0.072969
7	AG142	0.081411	-0.247185	0.000000	294982335368803057664.000000	47.546705	-0.034962
8	AG142	0.128871	0.464159	0.000000	201356222646573596672.000000	109.196585	-0.116665
9	AG142	0.152156	0.432962	0.000000	367446848537031868416.000000	152.204013	-0.055432
10	AG142	0.146989	0.120643	0.000000	-331770506253072728064.000000	429.781156	0.030846
1	GD14	-0.056945	-0.074557	0.000000	152383430428173598720.000000	483.951660	0.147321
2	GD14	0.016518	0.025286	0.000000	-196128383219117490176.000000	142.173863	0.157801
3	GD14	0.035864	0.091636	0.000000	-49941738034373591040.000000	397.503572	0.078536
4	GD14	-0.036535	0.106688	0.000000	-55910987873797095424.000000	73.946394	0.033449
5	GD14	-0.005241	-0.109217	0.000000	144452410037569781760.000000	361.674834	0.118604
6	GD14	0.103673	-0.216722	0.000000	62097675742047100928.000000	283.227466	0.083648
7	GD14	0.068667	0.013039	0.000000	125154997757372497920.000000	180.783674	0.093227
8	GD14	-0.044581	0.308065	0.000000	-41261308402081996800.000000	514.668599	0.041101
9	GD14	0.019068	0.434703	0.000000	83137492146234523648.000000	305.328122	0.116660
10	GD14	0.038133	0.343902	0.000000	85533466239915851776.000000	391.360659	0.094521
1	GD15	-0.046927	0.826679	0.000000	-40385809708128813056.000000	387.014723	-0.005907
2	GD15	-0.012085	0.323741	0.000000	6577487574169348096.000000	298.897947	-0.106510
3	GD15	-0.000170	0.240426	0.000000	-196760764652166643712.000000	255.576960	-0.063393
4	GD15	-0.005388	-0.073304	0.000000	-163248846740086784000.000000	385.873244	-0.003307
5	GD15	0.036116	0.033117	0.000000	-12479534544436379648.000000	93.942362	-0.088737
6	GD15	-0.029787	0.336488	0.000000	-105343485599991283712.000000	105.682062	-0.005983
7	GD15	0.005115	0.156945	0.000000	21245820646338527232.000000	183.406588	-0.040215
8	GD15	-0.004633	0.268844	0.000000	-73999837712349970432.000000	48.952790	-0.033883
9	GD15	-0.017652	0.213335	0.000000	-59415178043492925440.000000	449.859339	-0.022226
10	GD15	-0.010910	0.125505	0.000000	-379128769707629543424.000000	94.474178	-0.032527
1	GD16	-0.270713	0.188261	0.000000	32687707477388460032.000000	422.726540	0.030315
2	GD16	-0.221107	0.126255	0.000000	-125854634396419637248.000000	172.634616	-0.005898
3	GD16	-0.207419	0.274282	0.000000	-182161190528469172224.000000	241.334138	-0.143612
4	GD16	-0.202436	0.269886	0.000000	107016659022264729600.000000	330.420633	-0.084938
5	GD16	-0.270321	0.121810	0.000000	50106243916678922240.000000	187.575928	-0.039969
6	GD16	-0.206919	0.067868	0.000000	-434714953917092462592.000000	60.347718	-0.091638
7	GD16	-0.217574	0.098358	0.000000	203674524629965340672.000000	306.150924	-0.070279
8	GD16	-0.161021	0.014920	0.000000	231472982101371092992.000000	171.982065	-0.053417
9	GD16	-0.243326	0.070989	0.000000	-139110228336163880960.000000	337.691963	-0.085646
10	GD16	-0.201490	-0.041626	0.000000	140995062928877764608.000000	354.027752	-0.015818
