parameter	value	se_sa	rse_sa
rhoS_pop	0.61226228212067557	0.04579270199909433	7.47926229270296528
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	0.70706520728666633	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	1.12665243662696590	nan	nan
omega_rhoS	0.11737012872188324	0.03329519478424843	28.36769043948459412
omega_deltaSC	0.37112916627698739	0.24921630129191333	67.15082616436403384
omega_deltaCB	0.22732382400933429	0.19785995554924096	87.03881188498593247
b1	0.16498973962290361	0.02189087455708576	13.26802176130406430
b2	0.33809648935846021	0.04094038700431765	12.10908373583004050
b3	0.57228688723181442	0.10551633533713844	18.43766434131091358
