rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.580896	-0.512903	4.336206	-0.129263	0.043616	0.263178
2	AG111	0.593836	-0.058758	4.336206	-0.286039	0.074591	0.221965
3	AG111	0.585430	-0.405144	4.336206	-0.184253	-0.052433	0.230073
4	AG111	0.529375	-0.141389	4.336206	-0.018347	0.016883	0.247650
5	AG111	0.683899	-0.657694	4.336206	-0.016063	0.105019	0.238872
6	AG111	0.603702	-0.252308	4.336206	-0.019341	-0.028027	0.177375
7	AG111	0.572755	-0.120310	4.336206	0.035510	0.057242	0.196475
8	AG111	0.588589	-0.624840	4.336206	0.200265	0.106191	0.245823
9	AG111	0.622850	-0.485566	4.336206	-0.389826	0.049665	0.283279
10	AG111	0.626890	-0.106794	4.336206	0.048690	0.100869	0.206252
1	AG112	0.778351	0.320566	4.336206	-0.126411	-0.046619	0.265292
2	AG112	0.710645	-0.009897	4.336206	-0.081977	-0.121688	0.193833
3	AG112	0.756498	-0.096222	4.336206	-0.078163	-0.025099	0.210153
4	AG112	0.733070	0.112362	4.336206	0.046791	-0.033420	0.227195
5	AG112	0.747340	0.197769	4.336206	-0.106011	-0.022932	0.198291
6	AG112	0.762891	0.169627	4.336206	-0.127696	-0.043627	0.252540
7	AG112	0.723043	-0.135373	4.336206	-0.148568	-0.043564	0.272620
8	AG112	0.723289	-0.075475	4.336206	0.050043	-0.091957	0.253233
9	AG112	0.769067	-0.017435	4.336206	0.027664	-0.084663	0.212873
10	AG112	0.785494	0.198619	4.336206	-0.027137	-0.017759	0.226645
1	AG139	0.588660	-0.264350	4.336206	0.159399	-0.051208	0.209515
2	AG139	0.630471	0.023146	4.336206	-0.007715	-0.058549	0.210016
3	AG139	0.577175	-0.017542	4.336206	0.044796	0.117739	0.273228
4	AG139	0.581184	0.048997	4.336206	-0.161771	0.036861	0.240793
5	AG139	0.558666	0.149502	4.336206	-0.264744	-0.028222	0.187546
6	AG139	0.567337	-0.011329	4.336206	0.030728	0.067110	0.278585
7	AG139	0.637318	0.266607	4.336206	-0.243514	0.066913	0.252138
8	AG139	0.574730	0.192274	4.336206	-0.237342	0.023090	0.224940
9	AG139	0.533315	-0.130752	4.336206	-0.100997	-0.071580	0.239128
10	AG139	0.560165	0.030869	4.336206	0.020845	0.000384	0.214992
1	AG142	0.728492	0.151988	4.336206	0.127203	0.004746	0.223304
2	AG142	0.702353	0.585987	4.336206	0.174013	0.039223	0.225764
3	AG142	0.749583	0.036582	4.336206	-0.107455	-0.028311	0.183653
4	AG142	0.773611	0.501364	4.336206	0.061073	0.049873	0.241290
5	AG142	0.718086	0.219124	4.336206	0.109798	-0.034789	0.237752
6	AG142	0.751560	0.310200	4.336206	0.233544	0.029971	0.256498
7	AG142	0.762649	0.224482	4.336206	-0.077288	0.018640	0.234017
8	AG142	0.760452	0.685160	4.336206	-0.023818	0.055810	0.203037
9	AG142	0.731054	0.733561	4.336206	-0.003501	0.005067	0.222550
10	AG142	0.758661	0.149767	4.336206	-0.235705	-0.023718	0.244221
1	GD14	0.649169	0.145299	4.336206	0.033685	-0.046036	0.264766
2	GD14	0.646083	-0.119304	4.336206	0.164969	0.011658	0.280550
3	GD14	0.638838	-0.130066	4.336206	0.513257	-0.027895	0.223186
4	GD14	0.626883	-0.314036	4.336206	0.204281	-0.115194	0.259114
5	GD14	0.576961	-0.019954	4.336206	0.146240	-0.128460	0.183588
6	GD14	0.653832	-0.042773	4.336206	0.166603	-0.087391	0.269442
7	GD14	0.604752	-0.247788	4.336206	0.370432	-0.028933	0.227796
8	GD14	0.633985	-0.097536	4.336206	-0.051813	-0.193035	0.269612
9	GD14	0.618609	0.055231	4.336206	0.306192	-0.079957	0.220140
10	GD14	0.619389	-0.239738	4.336206	0.105482	-0.156983	0.214246
1	GD15	0.562098	-0.134627	4.336206	0.007359	-0.070687	0.254019
2	GD15	0.625216	-0.046429	4.336206	0.060612	0.039291	0.240331
3	GD15	0.596159	-0.323252	4.336206	-0.039118	-0.010609	0.232257
4	GD15	0.609596	0.055205	4.336206	-0.073809	0.083656	0.175589
5	GD15	0.583658	-0.249842	4.336206	-0.211780	-0.014287	0.233633
6	GD15	0.607882	-0.142121	4.336206	-0.080125	-0.033908	0.245288
7	GD15	0.612643	-0.018927	4.336206	-0.136754	0.041123	0.224825
8	GD15	0.621501	0.096950	4.336206	0.048495	0.081361	0.203521
9	GD15	0.555377	0.134012	4.336206	0.083574	0.117876	0.269068
10	GD15	0.565955	0.181778	4.336206	0.082130	0.090301	0.250324
1	GD16	0.393616	-0.143946	4.336206	0.226791	0.014079	0.249720
2	GD16	0.380606	-0.120430	4.336206	0.126104	0.079719	0.281642
3	GD16	0.347421	-0.092307	4.336206	0.015666	0.081044	0.250304
4	GD16	0.363845	-0.072220	4.336206	0.031751	-0.013800	0.211514
5	GD16	0.411519	0.146449	4.336206	-0.214328	0.085632	0.212444
6	GD16	0.399032	0.063871	4.336206	0.094551	0.050176	0.194518
7	GD16	0.386782	-0.108163	4.336206	0.034570	0.061954	0.246337
8	GD16	0.386779	-0.066052	4.336206	-0.008001	0.107798	0.222772
9	GD16	0.346675	-0.128110	4.336206	-0.032337	0.043207	0.203804
10	GD16	0.342390	0.036759	4.336206	0.344944	0.130975	0.215829
