rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.584891	-0.358746	3.359100	0.000000	0.003220	0.200249
2	AG111	0.640868	-0.093127	3.359100	0.000000	0.076674	0.051527
3	AG111	0.575848	-0.183865	3.359100	0.000000	0.017554	0.217407
4	AG111	0.571634	-0.256010	3.359100	0.000000	-0.007978	0.266296
5	AG111	0.565004	-0.411194	3.359100	0.000000	-0.030474	0.213615
6	AG111	0.576171	-0.514592	3.359100	0.000000	-0.038539	0.065943
7	AG111	0.600382	-0.279553	3.359100	0.000000	-0.015336	0.032844
8	AG111	0.634572	-0.524419	3.359100	0.000000	0.015235	0.150626
9	AG111	0.620678	-0.200202	3.359100	0.000000	0.014361	-0.031176
10	AG111	0.622546	-0.214556	3.359100	0.000000	0.027717	0.087951
1	AG112	0.765126	0.156887	3.359100	0.000000	-0.022268	0.275201
2	AG112	0.804334	-0.235008	3.359100	0.000000	-0.044768	0.269740
3	AG112	0.741356	-0.034929	3.359100	0.000000	-0.015882	0.362750
4	AG112	0.740959	-0.067427	3.359100	0.000000	-0.023457	0.425009
5	AG112	0.784423	0.044912	3.359100	0.000000	0.040604	0.322407
6	AG112	0.759175	0.148195	3.359100	0.000000	-0.003760	0.395357
7	AG112	0.750664	0.225036	3.359100	0.000000	0.011857	0.396550
8	AG112	0.797862	-0.054935	3.359100	0.000000	-0.004290	0.264096
9	AG112	0.721420	0.002271	3.359100	0.000000	-0.053136	0.400295
10	AG112	0.737140	0.042041	3.359100	0.000000	-0.047080	0.348414
1	AG139	0.561157	-0.235056	3.359100	0.000000	0.000540	0.224658
2	AG139	0.587516	-0.163411	3.359100	0.000000	0.052792	0.283191
3	AG139	0.550845	0.035558	3.359100	0.000000	-0.005792	0.282480
4	AG139	0.528945	-0.131293	3.359100	0.000000	0.016285	0.369060
5	AG139	0.560832	0.036155	3.359100	0.000000	-0.012613	0.045228
6	AG139	0.580331	0.209299	3.359100	0.000000	-0.008110	0.188574
7	AG139	0.571063	-0.086969	3.359100	0.000000	-0.010144	0.203493
8	AG139	0.554597	-0.180388	3.359100	0.000000	-0.010340	0.225135
9	AG139	0.576683	0.234325	3.359100	0.000000	-0.011482	0.228138
10	AG139	0.578233	0.144416	3.359100	0.000000	-0.016564	0.096278
1	AG142	0.766000	0.399212	3.359100	0.000000	0.026638	0.266472
2	AG142	0.798561	0.525615	3.359100	0.000000	0.019229	0.280536
3	AG142	0.770743	0.166768	3.359100	0.000000	-0.024567	0.249781
4	AG142	0.739442	0.246007	3.359100	0.000000	0.010640	0.230918
5	AG142	0.788617	0.319142	3.359100	0.000000	0.023083	0.183696
6	AG142	0.759277	0.426535	3.359100	0.000000	0.037119	0.201746
7	AG142	0.734068	0.439534	3.359100	0.000000	0.009492	0.269489
8	AG142	0.725886	0.179459	3.359100	0.000000	-0.010964	0.301598
9	AG142	0.763961	0.377003	3.359100	0.000000	0.020967	0.157654
10	AG142	0.775149	0.223781	3.359100	0.000000	0.021820	0.236061
1	GD14	0.642233	-0.196423	3.359100	0.000000	-0.042607	0.389008
2	GD14	0.624803	0.115929	3.359100	0.000000	0.026596	0.509743
3	GD14	0.647011	-0.117858	3.359100	0.000000	-0.144861	0.284431
4	GD14	0.666360	-0.232504	3.359100	0.000000	0.043574	0.603870
5	GD14	0.578423	-0.223858	3.359100	0.000000	-0.022067	0.510308
6	GD14	0.641343	0.103277	3.359100	0.000000	0.012139	0.582366
7	GD14	0.627196	-0.045515	3.359100	0.000000	-0.038223	0.387282
8	GD14	0.606449	-0.073412	3.359100	0.000000	0.030418	0.598877
9	GD14	0.597445	0.244446	3.359100	0.000000	-0.048678	0.289077
10	GD14	0.664100	-0.283399	3.359100	0.000000	-0.052018	0.424534
1	GD15	0.605614	0.070789	3.359100	0.000000	-0.016022	0.270692
2	GD15	0.596574	-0.194799	3.359100	0.000000	0.015760	0.238707
3	GD15	0.583204	-0.344222	3.359100	0.000000	-0.012013	0.248338
4	GD15	0.622328	-0.007089	3.359100	0.000000	0.012056	0.065867
5	GD15	0.617549	0.019742	3.359100	0.000000	0.032123	0.339552
6	GD15	0.568567	0.094725	3.359100	0.000000	-0.057669	-0.052924
7	GD15	0.594814	-0.168896	3.359100	0.000000	0.020821	0.192500
8	GD15	0.611897	0.216798	3.359100	0.000000	0.018167	0.239506
9	GD15	0.552759	-0.234778	3.359100	0.000000	0.015357	0.299443
10	GD15	0.544873	0.007075	3.359100	0.000000	-0.001850	0.255538
1	GD16	0.349934	0.013993	3.359100	0.000000	0.023691	0.253470
2	GD16	0.408556	0.044803	3.359100	0.000000	-0.095884	-0.082366
3	GD16	0.357992	0.162006	3.359100	0.000000	0.011765	0.108531
4	GD16	0.447500	0.035903	3.359100	0.000000	0.017293	0.107571
5	GD16	0.464297	-0.251740	3.359100	0.000000	-0.040533	0.202412
6	GD16	0.319462	0.046420	3.359100	0.000000	-0.062946	0.195169
7	GD16	0.378613	-0.112208	3.359100	0.000000	-0.055934	-0.009090
8	GD16	0.368838	0.087081	3.359100	0.000000	0.030812	0.163017
9	GD16	0.370086	-0.080679	3.359100	0.000000	0.012573	0.196351
10	GD16	0.376749	-0.019484	3.359100	0.000000	0.006092	0.118095
