parameter	value	se_sa	rse_sa
rhoS_pop	0.61265855143327763	0.04604185092710031	7.51509153334890723
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	4.03961274174351459	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25391555069993477	nan	nan
omega_rhoS	0.11836027506278063	0.03337110331781004	28.19451315072506503
omega_deltaSC	0.21441535177494711	0.15437090118537569	71.99619799024709721
omega_deltaCB	0.08240099572025580	0.03379936098754421	41.01814631256410593
b1	0.16437728564329585	0.02166548395068243	13.18033928221521656
b2	0.17759129963768869	0.02302009505597558	12.96240024310865380
b3	0.28704094861901930	0.05327740841925728	18.56090870504011647
