parameter	value	se_sa	rse_sa
rhoS_pop	0.63714126111088076	0.05268534354943735	8.26902082241203296
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.05529912318248664	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.20541855575845741	nan	nan
S0_pop	23178.66654910989018390	1964.75454902141746061	8.47656419258884597
T0_pop	25050.41443138842441840	1672.37271508553226340	6.67602813385008176
omega_rhoS	0.11859005196949712	0.03378689620432677	28.49049784801274043
omega_deltaSC	0.30914399228985079	0.13986420979916092	45.24241560160270836
omega_deltaCB	0.19127416175100184	0.05463883326221394	28.56571570463450271
omega_S0	0.01288521464687811	0.02533551992662793	196.62474099929983140
omega_T0	0.03680664189352881	nan	nan
b1	0.16569314608680680	0.02342665924749020	14.13858074444247137
b2	0.17272152878645652	0.02290479611219792	13.26111242363779752
b3	0.28690763756443738	0.05346561618723365	18.63513172430819864
