rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.025210	-0.299279	0.000000	-0.215424	-0.002920	0.000000
2	AG111	-0.011888	-0.222849	0.000000	-0.128375	0.006253	0.000000
3	AG111	0.023331	-0.228442	0.000000	0.335856	0.040585	0.000000
4	AG111	0.001001	0.298754	0.000000	-0.479866	0.020682	0.000000
5	AG111	-0.020158	-0.157026	0.000000	-0.121577	0.009599	0.000000
6	AG111	-0.022998	0.123315	0.000000	-0.049845	0.054999	0.000000
7	AG111	-0.066430	-0.235592	0.000000	-0.107732	0.017290	0.000000
8	AG111	-0.036382	-0.371732	0.000000	-0.427401	-0.092718	0.000000
9	AG111	-0.018541	-0.450349	0.000000	-0.087614	0.012900	0.000000
10	AG111	0.027793	-0.304543	0.000000	-0.281957	0.019640	0.000000
1	AG112	0.190132	0.240918	0.000000	0.079711	-0.045626	0.000000
2	AG112	0.164198	0.024343	0.000000	0.144195	-0.052178	0.000000
3	AG112	0.123598	0.038110	0.000000	0.116256	0.024291	0.000000
4	AG112	0.170013	-0.282356	0.000000	0.140020	-0.033272	0.000000
5	AG112	0.135502	0.372620	0.000000	-0.111774	0.005569	0.000000
6	AG112	0.175126	0.094984	0.000000	0.151238	0.003982	0.000000
7	AG112	0.124094	0.137499	0.000000	0.071313	-0.026007	0.000000
8	AG112	0.185277	0.210058	0.000000	0.291659	0.093958	0.000000
9	AG112	0.123821	-0.245632	0.000000	-0.052703	-0.098406	0.000000
10	AG112	0.100592	-0.251110	0.000000	0.180129	-0.039240	0.000000
1	AG139	-0.052764	0.110559	0.000000	-0.074657	-0.004600	0.000000
2	AG139	-0.005835	-0.139238	0.000000	0.156617	0.065528	0.000000
3	AG139	-0.030595	0.148176	0.000000	-0.150667	0.032378	0.000000
4	AG139	-0.063070	-0.059614	0.000000	-0.214988	0.001772	0.000000
5	AG139	-0.028925	0.010541	0.000000	-0.023439	0.019955	0.000000
6	AG139	-0.023905	-0.002850	0.000000	-0.067861	0.009507	0.000000
7	AG139	-0.002364	-0.010908	0.000000	-0.135063	-0.003839	0.000000
8	AG139	0.025275	0.059146	0.000000	-0.324409	-0.020794	0.000000
9	AG139	-0.023744	-0.221032	0.000000	0.043099	-0.023866	0.000000
10	AG139	-0.056861	-0.189874	0.000000	0.208482	0.039866	0.000000
1	AG142	0.125682	0.351034	0.000000	0.087332	-0.022823	0.000000
2	AG142	0.109777	0.205427	0.000000	0.094250	0.025701	0.000000
3	AG142	0.113188	0.206427	0.000000	0.116875	0.008965	0.000000
4	AG142	0.149346	0.528095	0.000000	0.173606	0.093171	0.000000
5	AG142	0.114149	0.402784	0.000000	-0.176562	-0.002986	0.000000
6	AG142	0.146332	0.552100	0.000000	-0.079318	0.044583	0.000000
7	AG142	0.106614	0.357787	0.000000	-0.148221	-0.023303	0.000000
8	AG142	0.146594	0.257224	0.000000	0.028228	-0.040300	0.000000
9	AG142	0.113858	0.284363	0.000000	0.152023	0.036934	0.000000
10	AG142	0.143593	0.269409	0.000000	0.037011	0.027483	0.000000
1	GD14	-0.022617	-0.232017	0.000000	0.527961	-0.050263	0.000000
2	GD14	-0.043354	-0.408742	0.000000	0.265945	-0.047622	0.000000
3	GD14	0.008406	-0.198850	0.000000	0.301031	-0.078953	0.000000
4	GD14	0.038129	-0.002841	0.000000	0.228102	0.005632	0.000000
5	GD14	0.008751	0.005110	0.000000	0.107819	-0.115615	0.000000
6	GD14	0.040064	-0.148122	0.000000	0.282222	-0.039037	0.000000
7	GD14	0.061422	-0.059348	0.000000	-0.050838	-0.108879	0.000000
8	GD14	0.013187	-0.106675	0.000000	0.116122	-0.078655	0.000000
9	GD14	0.042738	-0.212313	0.000000	0.069081	-0.092968	0.000000
10	GD14	0.000577	-0.346976	0.000000	0.250626	-0.147969	0.000000
1	GD15	-0.046169	-0.108312	0.000000	-0.247753	0.031233	0.000000
2	GD15	-0.007087	-0.070661	0.000000	-0.247112	0.057383	0.000000
3	GD15	0.008712	-0.130436	0.000000	0.074723	0.045605	0.000000
4	GD15	0.033375	-0.068795	0.000000	-0.053858	0.085122	0.000000
5	GD15	-0.063448	-0.252871	0.000000	-0.077812	-0.084146	0.000000
6	GD15	-0.067834	-0.016115	0.000000	-0.034572	0.015115	0.000000
7	GD15	-0.047071	-0.132982	0.000000	-0.027760	0.005048	0.000000
8	GD15	-0.018103	-0.111694	0.000000	-0.265501	-0.057148	0.000000
9	GD15	-0.047796	-0.112225	0.000000	-0.062293	0.035025	0.000000
10	GD15	-0.001501	-0.199745	0.000000	-0.141856	0.050351	0.000000
1	GD16	-0.223370	0.163890	0.000000	-0.283256	0.064108	0.000000
2	GD16	-0.238515	-0.105570	0.000000	0.134793	0.045304	0.000000
3	GD16	-0.184736	0.098044	0.000000	-0.217490	-0.003258	0.000000
4	GD16	-0.191135	-0.003587	0.000000	-0.200651	0.047014	0.000000
5	GD16	-0.226513	0.006473	0.000000	0.113196	0.093264	0.000000
6	GD16	-0.179003	0.147717	0.000000	-0.488360	0.007800	0.000000
7	GD16	-0.210769	0.117988	0.000000	-0.052698	0.038154	0.000000
8	GD16	-0.214490	0.043579	0.000000	-0.319474	0.064533	0.000000
9	GD16	-0.280046	-0.192623	0.000000	0.238360	0.038129	0.000000
10	GD16	-0.210998	0.051179	0.000000	-0.137303	-0.025451	0.000000
