rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051291	-0.339103
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006576	-0.356293
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090634	-0.095186
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.172213	-0.548737
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.307096	-0.131290
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.510380	-0.095503
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039446	-0.347514
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.396856	-0.041700
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.280600	0.168084
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119684	-0.260845
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.159523	0.316428
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127727	0.671551
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.146274	0.483602
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369157	0.216761
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.209191	0.168376
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014828	0.343240
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082904	0.536585
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.222185	0.185845
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166037	0.181020
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073762	0.361458
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.269843	0.194394
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023048	0.011063
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.281486	-0.099796
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.293679	-0.112924
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.195896	-0.000035
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.200828	-0.175806
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018118	0.111609
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.363829	-0.232256
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.318473	-0.282310
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080899	0.034918
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040825	0.106998
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118782	0.259281
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.286535	-0.106107
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.209007	0.198427
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276060	0.148848
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.240196	0.119873
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143217	0.037971
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.645290	0.404842
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238721	0.423779
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075323	0.129324
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.280697	0.279670
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005405	0.303182
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142032	0.411780
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.174020	0.255278
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154431	0.658689
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.216003	0.454079
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053429	0.362510
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073751	0.547303
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.256408	0.298915
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009082	0.309115
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.284220	-0.035569
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116990	-0.103361
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314568	-0.397237
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.475532	-0.034141
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070221	-0.253580
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221038	-0.219900
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.312726	-0.051859
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.330132	-0.278948
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162762	-0.298609
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182343	0.009609
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158658	-0.533895
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.306385	-0.412498
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315758	0.010273
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004441	0.014007
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.202242	-0.352153
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.665638	-0.325401
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060204	-0.321255
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258380	-0.592162
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.158115	-0.482884
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.408895	-0.437118
