rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.610379	-0.814884	0.703979	0.706233	0.719798	-0.623037
2	AG111	0.607417	-0.155617	0.703979	0.607977	0.565154	-0.623037
3	AG111	0.548230	0.289535	0.703979	0.611556	0.649385	-0.623037
4	AG111	0.576631	0.909187	0.703979	0.471288	0.089872	-0.623037
5	AG111	0.607397	-0.267130	0.703979	0.644618	0.670996	-0.623037
6	AG111	0.649657	-1.098574	0.703979	1.853123	1.659311	-0.623037
7	AG111	0.580564	-0.439522	0.703979	0.667988	0.454280	-0.623037
8	AG111	0.548452	-0.556079	0.703979	0.709380	0.705300	-0.623037
9	AG111	0.541238	-0.565883	0.703979	0.762333	0.774465	-0.623037
10	AG111	0.586405	0.765889	0.703979	0.770445	0.865310	-0.623037
1	AG112	0.776475	-0.206039	0.703979	1.103365	0.951472	-0.623037
2	AG112	0.729083	0.613344	0.703979	1.802398	1.503885	-0.623037
3	AG112	0.722459	-0.863375	0.703979	1.604672	1.389499	-0.623037
4	AG112	0.746366	-0.456080	0.703979	2.031652	1.646955	-0.623037
5	AG112	0.711107	0.477979	0.703979	1.399499	1.244479	-0.623037
6	AG112	0.799943	-0.020699	0.703979	1.428018	1.240605	-0.623037
7	AG112	0.765121	-0.889821	0.703979	2.408561	1.876421	-0.623037
8	AG112	0.705670	-0.141652	0.703979	1.969454	1.620996	-0.623037
9	AG112	0.715009	-0.500951	0.703979	1.344588	1.073418	-0.623037
10	AG112	0.710333	0.682301	0.703979	1.315430	1.196324	-0.623037
1	AG139	0.596409	-0.110767	0.703979	1.561258	1.495332	-0.623037
2	AG139	0.548809	-0.832011	0.703979	1.369208	1.348498	-0.623037
3	AG139	0.572857	-0.183391	0.703979	1.537005	1.508057	-0.623037
4	AG139	0.602265	-0.265349	0.703979	1.357607	1.328558	-0.623037
5	AG139	0.543746	-0.296750	0.703979	1.342563	1.372675	-0.623037
6	AG139	0.580131	-1.367806	0.703979	2.516790	1.997776	-0.623037
7	AG139	0.560242	-0.649777	0.703979	1.613415	1.523930	-0.623037
8	AG139	0.549470	-1.162428	0.703979	2.151234	1.761544	-0.623037
9	AG139	0.548657	-0.040274	0.703979	1.830529	1.648723	-0.623037
10	AG139	0.563805	1.044094	0.703979	1.397300	1.393229	-0.623037
1	AG142	0.766913	0.068242	0.703979	2.662306	2.000566	-0.623037
2	AG142	0.760336	-0.281909	0.703979	2.733123	1.999007	-0.623037
3	AG142	0.738307	-0.055964	0.703979	1.582448	1.438879	-0.623037
4	AG142	0.735547	0.655137	0.703979	1.369769	1.295645	-0.623037
5	AG142	0.745938	0.364105	0.703979	1.390599	1.271672	-0.623037
6	AG142	0.741810	-0.405701	0.703979	1.923897	1.669695	-0.623037
7	AG142	0.746504	0.492090	0.703979	1.184488	1.158796	-0.623037
8	AG142	0.743263	-0.551711	0.703979	1.671424	1.530312	-0.623037
9	AG142	0.742015	0.142232	0.703979	1.599317	1.474430	-0.623037
10	AG142	0.756988	-0.052408	0.703979	1.953247	1.616785	-0.623037
1	GD14	0.606838	-1.091133	0.703979	2.132634	1.615007	-0.623037
2	GD14	0.615380	-0.474169	0.703979	1.962534	1.625687	-0.623037
3	GD14	0.638855	-0.600387	0.703979	2.162008	1.723138	-0.623037
4	GD14	0.633283	-1.541444	0.703979	2.002168	1.585714	-0.623037
5	GD14	0.609233	-0.506715	0.703979	1.508101	1.290609	-0.623037
6	GD14	0.584451	-0.498569	0.703979	1.420260	1.245006	-0.623037
7	GD14	0.627708	-0.411845	0.703979	2.112287	1.680056	-0.623037
8	GD14	0.652519	-1.192661	0.703979	2.153193	1.706642	-0.623037
9	GD14	0.635089	-0.987590	0.703979	2.113974	1.626050	-0.623037
10	GD14	0.688427	-0.462306	0.703979	1.399589	1.182347	-0.623037
1	GD15	0.613708	-0.527176	0.703979	1.596177	1.515825	-0.623037
2	GD15	0.603990	-0.406388	0.703979	0.837812	0.812525	-0.623037
3	GD15	0.620457	-0.110443	0.703979	0.910086	1.031917	-0.623037
4	GD15	0.621417	-0.587326	0.703979	1.793020	1.615869	-0.623037
5	GD15	0.592904	-0.517446	0.703979	1.169165	1.210302	-0.623037
6	GD15	0.566182	-0.022695	0.703979	0.835538	0.862800	-0.623037
7	GD15	0.619054	-0.992774	0.703979	1.291528	1.278251	-0.623037
8	GD15	0.582607	-0.454452	0.703979	1.375749	1.355480	-0.623037
9	GD15	0.573057	-0.891751	0.703979	1.841147	1.682965	-0.623037
10	GD15	0.618672	-1.102742	0.703979	1.937073	1.774808	-0.623037
1	GD16	0.407550	-0.185635	0.703979	1.359380	1.468548	-0.623037
2	GD16	0.368439	-0.801708	0.703979	1.858829	1.710746	-0.623037
3	GD16	0.384890	-0.945463	0.703979	2.049669	1.838636	-0.623037
4	GD16	0.347974	-0.409788	0.703979	1.237065	1.316266	-0.623037
5	GD16	0.394989	-0.222321	0.703979	1.033319	1.195361	-0.623037
6	GD16	0.387212	0.318376	0.703979	0.932139	1.135449	-0.623037
7	GD16	0.406610	-0.081295	0.703979	1.084190	1.305777	-0.623037
8	GD16	0.368654	-1.357110	0.703979	2.370637	1.903685	-0.623037
9	GD16	0.357856	-0.089769	0.703979	0.895045	1.052329	-0.623037
10	GD16	0.406632	-0.260231	0.703979	0.816053	0.957634	-0.623037
