parameter	value	se_sa	rse_sa
rhoS_pop	0.61667832293902558	0.04600233750877307	7.45969751126173009
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	0.97220596034312623	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.65076006503997330	0.05898558239912897	9.06410604582900348
omega_rhoS	0.11790996030467851	0.03322005117362600	28.17408392623118019
omega_deltaSC	0.16908919667084443	0.26355268608443144	155.86607025963539286
omega_rhoC	0.16613914626629769	0.11580122323900041	69.70134723901092855
omega_deltaCB	0.50628416103848173	0.20775543170601132	41.03534095948543836
omega_rhoB	0.09449985048182574	0.06993052643601309	74.00067415922755742
b1	0.16448051447758869	0.02171652734859474	13.20310032928169797
b2	0.24233467270005565	0.03521849760869596	14.53299984533656719
b3	0.28247387546919395	0.04672562182259918	16.54157282509298099
