rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.046400	-0.032752	0.000000	0.000000	0.083254	0.000000
2	AG111	0.014079	-0.502527	0.000000	0.000000	0.100131	0.000000
3	AG111	-0.007928	-0.070401	0.000000	0.000000	0.007481	0.000000
4	AG111	-0.016505	-0.482190	0.000000	0.000000	-0.012328	0.000000
5	AG111	0.002289	-0.251076	0.000000	0.000000	0.127153	0.000000
6	AG111	-0.052938	-0.142693	0.000000	0.000000	0.042473	0.000000
7	AG111	0.011430	-0.632541	0.000000	0.000000	0.041329	0.000000
8	AG111	-0.053094	-0.259515	0.000000	0.000000	0.078293	0.000000
9	AG111	-0.022245	-0.208499	0.000000	0.000000	0.027290	0.000000
10	AG111	-0.020532	-0.633761	0.000000	0.000000	0.008839	0.000000
1	AG112	0.154684	0.000265	0.000000	0.000000	-0.155864	0.000000
2	AG112	0.146779	0.009905	0.000000	0.000000	-0.077166	0.000000
3	AG112	0.116689	0.230314	0.000000	0.000000	-0.057133	0.000000
4	AG112	0.122942	-0.031791	0.000000	0.000000	-0.090654	0.000000
5	AG112	0.117605	0.097013	0.000000	0.000000	-0.044515	0.000000
6	AG112	0.162423	0.116672	0.000000	0.000000	-0.056338	0.000000
7	AG112	0.162276	0.287788	0.000000	0.000000	0.051039	0.000000
8	AG112	0.151142	0.070628	0.000000	0.000000	-0.014791	0.000000
9	AG112	0.172918	0.124721	0.000000	0.000000	0.054246	0.000000
10	AG112	0.107918	0.093481	0.000000	0.000000	-0.063130	0.000000
1	AG139	-0.052048	0.196679	0.000000	0.000000	-0.023512	0.000000
2	AG139	-0.043673	0.341328	0.000000	0.000000	0.081971	0.000000
3	AG139	-0.007410	-0.111093	0.000000	0.000000	-0.031278	0.000000
4	AG139	-0.031523	0.001058	0.000000	0.000000	-0.010639	0.000000
5	AG139	-0.020378	0.372859	0.000000	0.000000	0.114129	0.000000
6	AG139	-0.055696	-0.168839	0.000000	0.000000	0.032736	0.000000
7	AG139	-0.072531	0.125122	0.000000	0.000000	-0.028211	0.000000
8	AG139	0.023277	-0.245635	0.000000	0.000000	0.033397	0.000000
9	AG139	-0.085290	-0.049101	0.000000	0.000000	-0.016047	0.000000
10	AG139	-0.051389	0.136897	0.000000	0.000000	0.033762	0.000000
1	AG142	0.101909	0.065942	0.000000	0.000000	-0.037298	0.000000
2	AG142	0.144021	0.353764	0.000000	0.000000	-0.026461	0.000000
3	AG142	0.113163	0.479200	0.000000	0.000000	-0.095983	0.000000
4	AG142	0.112175	0.328324	0.000000	0.000000	-0.004617	0.000000
5	AG142	0.088318	0.325315	0.000000	0.000000	-0.005813	0.000000
6	AG142	0.143630	-0.033809	0.000000	0.000000	-0.007928	0.000000
7	AG142	0.157173	0.398256	0.000000	0.000000	0.072024	0.000000
8	AG142	0.146552	0.687824	0.000000	0.000000	0.072302	0.000000
9	AG142	0.129330	0.564736	0.000000	0.000000	0.000860	0.000000
10	AG142	0.137377	0.069753	0.000000	0.000000	-0.030170	0.000000
1	GD14	0.012784	0.035132	0.000000	0.000000	-0.142619	0.000000
2	GD14	0.024197	0.095470	0.000000	0.000000	-0.114165	0.000000
3	GD14	0.000000	0.002754	0.000000	0.000000	-0.113985	0.000000
4	GD14	-0.008744	0.149178	0.000000	0.000000	-0.091171	0.000000
5	GD14	-0.001240	-0.122590	0.000000	0.000000	-0.148721	0.000000
6	GD14	0.011209	-0.114193	0.000000	0.000000	-0.126837	0.000000
7	GD14	-0.026996	0.116402	0.000000	0.000000	-0.091678	0.000000
8	GD14	0.003054	0.071217	0.000000	0.000000	-0.157461	0.000000
9	GD14	-0.007644	0.150244	0.000000	0.000000	-0.128158	0.000000
10	GD14	-0.001161	-0.020296	0.000000	0.000000	-0.169952	0.000000
1	GD15	0.015494	-0.365973	0.000000	0.000000	0.058836	0.000000
2	GD15	0.005760	-0.046411	0.000000	0.000000	0.087882	0.000000
3	GD15	-0.038960	-0.121228	0.000000	0.000000	-0.024916	0.000000
4	GD15	0.037933	0.055103	0.000000	0.000000	0.101760	0.000000
5	GD15	-0.019972	-0.217889	0.000000	0.000000	-0.001536	0.000000
6	GD15	-0.013392	-0.135333	0.000000	0.000000	0.050096	0.000000
7	GD15	-0.024808	-0.052581	0.000000	0.000000	0.041977	0.000000
8	GD15	-0.021194	-0.086129	0.000000	0.000000	-0.010627	0.000000
9	GD15	-0.065551	-0.150409	0.000000	0.000000	-0.010925	0.000000
10	GD15	-0.028238	-0.409589	0.000000	0.000000	0.030986	0.000000
1	GD16	-0.243606	-0.075523	0.000000	0.000000	0.070699	0.000000
2	GD16	-0.204114	0.014220	0.000000	0.000000	0.134767	0.000000
3	GD16	-0.264362	0.041350	0.000000	0.000000	0.090712	0.000000
4	GD16	-0.214181	0.016205	0.000000	0.000000	0.047839	0.000000
5	GD16	-0.246617	0.292542	0.000000	0.000000	0.187333	0.000000
6	GD16	-0.225262	0.064072	0.000000	0.000000	-0.042037	0.000000
7	GD16	-0.246717	0.096745	0.000000	0.000000	0.066588	0.000000
8	GD16	-0.176910	0.245393	0.000000	0.000000	0.062143	0.000000
9	GD16	-0.246577	-0.143008	0.000000	0.000000	0.030411	0.000000
10	GD16	-0.228760	0.135750	0.000000	0.000000	0.181229	0.000000
