parameter	value	se_sa	rse_sa
rhoS_pop	0.61369934271181958	0.04611439073197230	7.51416655070896145
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.72510452807590342	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25623998249615415	0.06964419220186419	27.17928385860292551
omega_rhoS	0.11850160415258595	0.03307972119177690	27.91499864354792138
omega_deltaSC	0.25344398563251158	0.13281195077313199	52.40288122903279344
omega_deltaCB	0.02376066925007330	0.05181826634807121	218.08420378525897831
omega_rhoB	0.14401591278400910	0.05887285282065029	40.87940817272470184
b1	0.16358197349660952	0.02155278965251677	13.17552856945052042
b2	0.17712689881097127	0.02297337918413716	12.97001152188308204
b3	0.27295295773478273	0.04609223001947638	16.88651055551569513
