rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.600333	-0.298015	3.226803	0.000000	-0.118432	-0.222572	24255.583321	24867.561495
2	AG111	0.570005	-0.093695	3.226803	0.000000	-0.130215	-0.222572	23914.373537	24472.340088
3	AG111	0.594842	0.309664	3.226803	0.000000	-0.098036	-0.222572	23170.442180	24260.220398
4	AG111	0.625083	-0.474172	3.226803	0.000000	-0.140490	-0.222572	23857.160257	24695.276635
5	AG111	0.606771	-0.379984	3.226803	0.000000	-0.133311	-0.222572	23396.284763	24328.151266
6	AG111	0.581309	-0.498986	3.226803	0.000000	-0.147572	-0.222572	23380.324716	24675.689873
7	AG111	0.631284	-0.732026	3.226803	0.000000	-0.189513	-0.222572	23205.107922	24901.038500
8	AG111	0.608876	-0.466719	3.226803	0.000000	-0.084430	-0.222572	23448.263378	25816.464861
9	AG111	0.615690	-0.409529	3.226803	0.000000	-0.158962	-0.222572	22977.539322	27041.819408
10	AG111	0.629155	-0.277744	3.226803	0.000000	-0.160283	-0.222572	22238.097593	24213.624742
1	AG112	0.764162	0.159523	3.226803	0.000000	-0.266331	-0.222572	22888.114424	24407.506852
2	AG112	0.789570	-0.045705	3.226803	0.000000	-0.311025	-0.222572	24747.696349	24247.296266
3	AG112	0.743714	0.079925	3.226803	0.000000	-0.298389	-0.222572	23187.894285	23710.663209
4	AG112	0.748334	0.403576	3.226803	0.000000	-0.220952	-0.222572	23772.309283	25534.792522
5	AG112	0.769956	0.002918	3.226803	0.000000	-0.187210	-0.222572	23836.892909	24997.079510
6	AG112	0.764541	0.185391	3.226803	0.000000	-0.246561	-0.222572	24498.503540	24627.715621
7	AG112	0.770796	0.240431	3.226803	0.000000	-0.232399	-0.222572	24597.037544	25016.859512
8	AG112	0.800970	-0.079879	3.226803	0.000000	-0.267349	-0.222572	23914.270920	24666.732317
9	AG112	0.790894	0.263117	3.226803	0.000000	-0.179788	-0.222572	23654.035441	24536.324419
10	AG112	0.755660	-0.024193	3.226803	0.000000	-0.312869	-0.222572	23890.225936	25269.579098
1	AG139	0.614058	0.072743	3.226803	0.000000	-0.180016	-0.222572	23509.528525	24568.630633
2	AG139	0.553782	0.022603	3.226803	0.000000	-0.144048	-0.222572	23209.558563	24822.784185
3	AG139	0.619047	0.119358	3.226803	0.000000	-0.174038	-0.222572	23421.879691	25525.077945
4	AG139	0.624025	0.186240	3.226803	0.000000	-0.146957	-0.222572	22676.219882	24821.304190
5	AG139	0.634955	0.090941	3.226803	0.000000	-0.124355	-0.222572	23292.555041	25343.871322
6	AG139	0.584027	0.320843	3.226803	0.000000	-0.126161	-0.222572	23453.822515	24494.966283
7	AG139	0.573356	0.131108	3.226803	0.000000	-0.185748	-0.222572	22845.981391	24935.024167
8	AG139	0.576208	0.171750	3.226803	0.000000	-0.181691	-0.222572	22994.521503	24843.357844
9	AG139	0.565985	0.551413	3.226803	0.000000	-0.143269	-0.222572	23262.078998	24420.166740
10	AG139	0.566611	0.109032	3.226803	0.000000	-0.187359	-0.222572	23191.517372	24017.636603
1	AG142	0.757069	0.705950	3.226803	0.000000	-0.204414	-0.222572	23599.319397	25015.061670
2	AG142	0.794673	0.519672	3.226803	0.000000	-0.190102	-0.222572	23766.309236	24586.759717
3	AG142	0.804069	0.631674	3.226803	0.000000	-0.200837	-0.222572	23630.993232	24944.347534
4	AG142	0.756412	0.647886	3.226803	0.000000	-0.135072	-0.222572	24608.646786	24321.716791
5	AG142	0.804236	0.537149	3.226803	0.000000	-0.123977	-0.222572	23154.884886	25367.776905
6	AG142	0.769220	0.568115	3.226803	0.000000	-0.141807	-0.222572	23106.859011	26421.270805
7	AG142	0.795828	0.645825	3.226803	0.000000	-0.132852	-0.222572	23712.050357	25580.413142
8	AG142	0.775097	0.583813	3.226803	0.000000	-0.140851	-0.222572	23776.306131	24511.778741
9	AG142	0.747646	0.452987	3.226803	0.000000	-0.179744	-0.222572	23659.308682	24488.910329
10	AG142	0.796866	0.349136	3.226803	0.000000	-0.183276	-0.222572	23461.093147	24659.557426
1	GD14	0.590745	-0.140953	3.226803	0.000000	-0.331207	-0.222572	23307.796795	24562.731527
2	GD14	0.617874	-0.081037	3.226803	0.000000	-0.332916	-0.222572	23389.516738	25505.715237
3	GD14	0.609248	-0.032606	3.226803	0.000000	-0.305493	-0.222572	23879.516691	24563.057963
4	GD14	0.603918	0.213065	3.226803	0.000000	-0.274269	-0.222572	23194.860256	25012.879744
5	GD14	0.627594	0.119696	3.226803	0.000000	-0.279112	-0.222572	23598.117858	24441.527913
6	GD14	0.648950	-0.213549	3.226803	0.000000	-0.290527	-0.222572	23715.807498	24638.136286
7	GD14	0.671419	0.018387	3.226803	0.000000	-0.311271	-0.222572	22873.580241	25129.588293
8	GD14	0.627540	-0.226367	3.226803	0.000000	-0.342861	-0.222572	23963.457172	23983.127325
9	GD14	0.592971	0.071313	3.226803	0.000000	-0.303047	-0.222572	22840.750351	24859.524512
10	GD14	0.676016	0.129095	3.226803	0.000000	-0.296727	-0.222572	24119.532989	24669.745014
1	GD15	0.638933	0.223325	3.226803	0.000000	-0.129293	-0.222572	22814.100955	24202.260210
2	GD15	0.582613	0.239645	3.226803	0.000000	-0.159561	-0.222572	23493.543339	24754.030524
3	GD15	0.638419	-0.024501	3.226803	0.000000	-0.168516	-0.222572	24152.081911	23750.599398
4	GD15	0.660238	0.470369	3.226803	0.000000	-0.118750	-0.222572	22888.271422	23761.093301
5	GD15	0.609131	0.242888	3.226803	0.000000	-0.119481	-0.222572	23147.713313	24872.017824
6	GD15	0.615145	0.203918	3.226803	0.000000	-0.136976	-0.222572	23043.053318	24907.277788
7	GD15	0.635268	-0.011168	3.226803	0.000000	-0.151788	-0.222572	23665.921525	24781.781271
8	GD15	0.596866	-0.120076	3.226803	0.000000	-0.213501	-0.222572	23462.211105	23869.905835
9	GD15	0.603484	0.178503	3.226803	0.000000	-0.109941	-0.222572	23869.038041	23645.038481
10	GD15	0.620058	0.036197	3.226803	0.000000	-0.140403	-0.222572	23066.333912	24553.267293
