rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.023918	-0.131995	0.000000	0.000000	0.028812	0.000000	-0.053641	-0.009452
2	AG111	-0.024549	-0.285403	0.000000	0.000000	0.123608	0.000000	-0.009768	-0.009947
3	AG111	0.021784	-0.572888	0.000000	0.000000	-0.022617	0.000000	0.024220	0.003145
4	AG111	-0.011552	-0.296726	0.000000	0.000000	0.038774	0.000000	0.036929	-0.034931
5	AG111	-0.017450	-0.020491	0.000000	0.000000	0.157802	0.000000	-0.018880	-0.027162
6	AG111	-0.016669	-0.508702	0.000000	0.000000	0.068799	0.000000	-0.009580	0.007400
7	AG111	-0.051799	-0.379990	0.000000	0.000000	0.099006	0.000000	0.006456	0.023603
8	AG111	-0.012621	-0.377661	0.000000	0.000000	0.051683	0.000000	-0.005667	-0.014163
9	AG111	-0.019215	-0.050939	0.000000	0.000000	-0.012724	0.000000	-0.009993	0.004811
10	AG111	-0.051647	-0.233855	0.000000	0.000000	0.066953	0.000000	-0.003135	-0.013061
1	AG112	0.143806	-0.210199	0.000000	0.000000	-0.149467	0.000000	0.001454	0.020241
2	AG112	0.145186	0.212261	0.000000	0.000000	-0.032174	0.000000	-0.006580	0.001012
3	AG112	0.162160	0.012386	0.000000	0.000000	-0.015187	0.000000	-0.010229	-0.011546
4	AG112	0.167260	0.148394	0.000000	0.000000	-0.093585	0.000000	-0.000018	0.000515
5	AG112	0.117709	-0.140373	0.000000	0.000000	-0.125547	0.000000	0.019371	0.002176
6	AG112	0.185972	0.049524	0.000000	0.000000	-0.019112	0.000000	-0.030217	-0.017648
7	AG112	0.154710	0.063706	0.000000	0.000000	-0.087494	0.000000	0.056034	-0.016649
8	AG112	0.087644	-0.105431	0.000000	0.000000	-0.066859	0.000000	0.030823	0.008347
9	AG112	0.066400	0.035632	0.000000	0.000000	-0.063202	0.000000	0.040473	0.005981
10	AG112	0.131375	0.257380	0.000000	0.000000	-0.096661	0.000000	0.038432	0.004108
1	AG139	-0.106650	0.057625	0.000000	0.000000	0.022593	0.000000	0.090863	-0.008041
2	AG139	-0.048590	0.065653	0.000000	0.000000	0.018117	0.000000	0.031176	-0.004792
3	AG139	-0.107796	-0.054978	0.000000	0.000000	-0.113309	0.000000	0.024289	0.007448
4	AG139	-0.004836	0.191176	0.000000	0.000000	0.127172	0.000000	-0.004244	0.022379
5	AG139	0.021848	0.256402	0.000000	0.000000	0.072506	0.000000	-0.018588	0.005984
6	AG139	-0.030489	0.357736	0.000000	0.000000	0.051296	0.000000	-0.027353	0.002901
7	AG139	-0.014951	-0.064133	0.000000	0.000000	0.014742	0.000000	0.012513	-0.013353
8	AG139	-0.034816	-0.320246	0.000000	0.000000	-0.093931	0.000000	-0.027198	0.004723
9	AG139	0.002906	0.089371	0.000000	0.000000	0.052692	0.000000	0.002711	0.005428
10	AG139	0.012750	0.163228	0.000000	0.000000	0.057463	0.000000	0.027891	-0.000531
1	AG142	0.145552	0.392708	0.000000	0.000000	0.118080	0.000000	0.031175	-0.001178
2	AG142	0.147784	0.379601	0.000000	0.000000	0.155273	0.000000	-0.024116	0.018124
3	AG142	0.150314	0.184639	0.000000	0.000000	0.014399	0.000000	0.051007	0.015720
4	AG142	0.172464	0.151507	0.000000	0.000000	-0.015800	0.000000	-0.060450	-0.002061
