rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.032372	-0.383318	-0.025414	0.039105	-0.109119
2	AG111	0.009855	-0.266148	-0.043791	0.070534	0.039170
3	AG111	-0.019394	-0.097524	-0.019837	0.055005	-0.138391
4	AG111	-0.029176	-0.573125	0.005255	0.018169	-0.053734
5	AG111	-0.061551	-0.028271	0.011924	0.032998	-0.062518
6	AG111	-0.035554	-0.441546	0.072121	-0.018646	0.112426
7	AG111	0.002109	-0.024054	0.211393	0.057469	-0.066663
8	AG111	0.023145	-0.388718	0.003686	0.047060	-0.141709
9	AG111	-0.056081	-0.172681	0.003771	-0.005179	-0.084260
10	AG111	0.037942	-0.231565	-0.127353	-0.033827	-0.164989
1	AG112	0.147140	0.042248	-0.064221	0.002395	0.108792
2	AG112	0.074120	-0.013670	0.041532	-0.013154	0.108336
3	AG112	0.158754	-0.022493	0.038721	0.044083	0.017021
4	AG112	0.173601	0.063280	0.045786	-0.035327	0.156547
5	AG112	0.172604	-0.252947	-0.083999	-0.024192	0.190192
6	AG112	0.131648	0.023046	-0.054602	0.003513	0.095834
7	AG112	0.113776	0.021087	0.001754	-0.041730	0.196828
8	AG112	0.159701	-0.027099	0.035724	-0.023245	0.012502
9	AG112	0.174656	0.060623	-0.117708	-0.022939	0.018087
10	AG112	0.101664	0.237909	0.015325	-0.000082	-0.013509
1	AG139	-0.048625	0.187992	-0.031561	0.035907	0.072101
2	AG139	-0.083656	0.594037	0.075308	-0.009903	-0.006067
3	AG139	-0.059617	0.155980	-0.022406	-0.004106	-0.103460
4	AG139	-0.041153	0.010867	0.089213	0.006047	-0.007053
5	AG139	-0.008143	0.014548	0.010502	0.011942	-0.156761
6	AG139	-0.098979	0.049162	-0.014876	-0.063333	-0.068610
7	AG139	-0.031630	0.185913	-0.069056	-0.032107	-0.013074
8	AG139	-0.054255	0.070556	-0.131817	-0.023815	-0.098088
9	AG139	-0.057414	0.068815	0.067483	-0.025593	-0.141809
10	AG139	-0.061902	-0.189366	0.086871	-0.060587	-0.099355
1	AG142	0.135520	0.403875	-0.017668	-0.016649	0.042710
2	AG142	0.126977	0.434043	-0.002926	-0.006162	0.053366
3	AG142	0.150841	0.129037	-0.062249	-0.040303	-0.060392
4	AG142	0.151927	0.279222	-0.049180	-0.058387	-0.145765
5	AG142	0.100111	0.264505	0.097901	0.026594	0.090422
6	AG142	0.218836	0.164028	0.023363	0.027664	-0.115357
7	AG142	0.120540	0.248538	0.012485	0.049952	0.079526
8	AG142	0.133614	0.561904	-0.074651	-0.025201	-0.122273
9	AG142	0.125781	0.483627	-0.026945	-0.063044	-0.255131
10	AG142	0.108573	-0.001422	0.035074	-0.016680	0.040048
1	GD14	-0.016174	0.047113	0.101633	-0.013275	0.246161
2	GD14	0.010447	0.303049	0.007875	-0.038713	0.087639
3	GD14	0.028925	0.059576	0.048836	-0.023663	0.073511
4	GD14	0.014944	-0.200996	0.007188	-0.002529	0.231941
5	GD14	-0.021639	-0.237901	-0.006673	-0.006999	0.433352
6	GD14	-0.023036	-0.200237	-0.100762	-0.046148	0.286368
7	GD14	0.044178	-0.025935	-0.082542	-0.062498	0.164821
8	GD14	0.011186	-0.202963	-0.007707	-0.072661	0.193467
9	GD14	0.000308	-0.182528	-0.048024	-0.049327	0.280232
10	GD14	-0.012815	-0.099953	0.078795	0.011505	0.239994
1	GD15	0.005444	-0.030254	-0.009907	0.041868	-0.049316
2	GD15	0.013980	-0.048937	-0.019097	-0.021134	-0.191289
3	GD15	0.000695	-0.227767	0.091733	0.032156	-0.127568
4	GD15	-0.004627	-0.148487	-0.026346	0.053346	0.029539
5	GD15	-0.010462	-0.420461	0.022702	0.044855	0.166106
6	GD15	0.021172	-0.027820	-0.098550	0.041072	0.101136
7	GD15	-0.052248	-0.131944	0.018620	0.051746	0.095533
8	GD15	0.011915	-0.138779	0.055186	0.031488	0.018669
9	GD15	-0.010770	-0.223222	0.101688	0.043972	-0.001000
10	GD15	-0.000760	-0.063061	0.043753	0.017182	-0.063869
1	GD16	-0.266847	-0.100695	0.024056	0.007305	-0.063701
2	GD16	-0.208616	-0.032029	0.057229	0.072200	-0.095240
3	GD16	-0.234095	-0.131906	0.010034	0.049504	-0.070919
4	GD16	-0.222798	0.104530	0.037918	0.030539	-0.082041
5	GD16	-0.246726	0.009969	-0.050272	-0.001108	-0.046955
6	GD16	-0.214705	0.155989	0.044014	0.049630	-0.117425
7	GD16	-0.252609	0.022798	-0.064605	0.069883	-0.027435
8	GD16	-0.280290	-0.054752	0.045930	-0.010437	-0.047181
9	GD16	-0.220076	-0.077721	-0.005237	0.037017	-0.067818
10	GD16	-0.198725	0.299278	-0.104220	0.030421	-0.112165
