rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.580859	0.246824	3.726080	4.530875	0.132779
2	AG111	0.623086	0.277507	3.707702	4.675537	0.281067
3	AG111	0.593838	0.328478	3.731656	4.603491	0.103507
4	AG111	0.584055	0.204153	3.756749	4.437002	0.188164
5	AG111	0.551680	0.352032	3.763417	4.503291	0.179380
6	AG111	0.577677	0.232863	3.823615	4.276626	0.354324
7	AG111	0.615341	0.353520	3.962886	4.614851	0.175235
8	AG111	0.636377	0.245495	3.755180	4.567064	0.100188
9	AG111	0.557150	0.304696	3.755265	4.334609	0.157638
10	AG111	0.651173	0.287272	3.624140	4.212192	0.076909
1	AG112	0.760371	0.377754	3.687273	4.367565	0.350689
2	AG112	0.687351	0.357210	3.793025	4.300177	0.350234
3	AG112	0.771986	0.354072	3.790215	4.553485	0.258919
4	AG112	0.786833	0.385783	3.797279	4.205879	0.398445
5	AG112	0.785835	0.281195	3.667494	4.252974	0.432090
6	AG112	0.744879	0.370569	3.696891	4.372449	0.337732
7	AG112	0.727008	0.369844	3.753248	4.179034	0.438726
8	AG112	0.772932	0.352445	3.787218	4.257002	0.254400
9	AG112	0.787888	0.384759	3.633786	4.258303	0.259985
10	AG112	0.714895	0.459392	3.766819	4.356757	0.228389
1	AG139	0.564606	0.437023	3.719933	4.516408	0.313999
2	AG139	0.529575	0.655915	3.826802	4.314180	0.235831
3	AG139	0.553614	0.423255	3.729088	4.339261	0.138438
4	AG139	0.572078	0.366083	3.840707	4.383543	0.234845
5	AG139	0.605089	0.367433	3.761996	4.409461	0.085137
6	AG139	0.514252	0.380375	3.736617	4.089722	0.173288
7	AG139	0.581602	0.436116	3.682438	4.219443	0.228824
8	AG139	0.558976	0.388600	3.619676	4.254574	0.143810
9	AG139	0.555817	0.387924	3.818977	4.247020	0.100089
10	AG139	0.551329	0.299654	3.838365	4.100970	0.142542
1	AG142	0.748751	0.542327	3.733825	4.285175	0.284608
2	AG142	0.740209	0.558937	3.748568	4.330350	0.295264
3	AG142	0.764072	0.412003	3.689245	4.185002	0.181506
4	AG142	0.765159	0.478768	3.702313	4.110001	0.096133
5	AG142	0.713343	0.471774	3.849395	4.474542	0.332320
6	AG142	0.832067	0.426675	3.774856	4.479331	0.126541
7	AG142	0.733771	0.464301	3.763978	4.580288	0.321424
8	AG142	0.746845	0.635174	3.676842	4.248684	0.119625
9	AG142	0.739012	0.587351	3.724549	4.090905	-0.013233
10	AG142	0.721804	0.361612	3.786567	4.285041	0.281946
1	GD14	0.597058	0.379596	3.853126	4.299656	0.488059
2	GD14	0.623679	0.490313	3.759368	4.191660	0.329537
3	GD14	0.642156	0.384357	3.800330	4.255224	0.315409
4	GD14	0.628175	0.296189	3.758682	4.346110	0.473839
5	GD14	0.591592	0.285458	3.744821	4.326727	0.675250
6	GD14	0.590195	0.296414	3.650731	4.160611	0.528266
7	GD14	0.657410	0.352856	3.668951	4.093138	0.406719
8	GD14	0.624417	0.295607	3.743787	4.051752	0.435365
9	GD14	0.613539	0.301710	3.703469	4.147407	0.522130
10	GD14	0.600416	0.327681	3.830289	4.407535	0.481892
1	GD15	0.618675	0.351335	3.741587	4.543412	0.192582
2	GD15	0.627212	0.344832	3.732397	4.265999	0.050609
3	GD15	0.613927	0.288365	3.843226	4.499500	0.114330
4	GD15	0.608604	0.312157	3.725147	4.595863	0.271437
5	GD15	0.602769	0.237825	3.774195	4.557004	0.408004
6	GD15	0.634404	0.352191	3.652943	4.539798	0.343034
7	GD15	0.560983	0.317364	3.770114	4.588513	0.337431
8	GD15	0.625147	0.315203	3.806680	4.496495	0.260567
9	GD15	0.602461	0.289679	3.853182	4.552979	0.240898
10	GD15	0.612471	0.339996	3.795247	4.432627	0.178029
1	GD16	0.346384	0.327438	3.775550	4.389061	0.178197
2	GD16	0.404615	0.350712	3.808723	4.683332	0.146658
3	GD16	0.379137	0.317376	3.761527	4.578238	0.170979
4	GD16	0.390433	0.402029	3.789412	4.492229	0.159857
5	GD16	0.366505	0.365755	3.701222	4.352291	0.194943
6	GD16	0.398526	0.423259	3.795508	4.578814	0.124473
7	GD16	0.360622	0.370477	3.686889	4.672497	0.214463
8	GD16	0.332942	0.342833	3.797424	4.311878	0.194717
9	GD16	0.393155	0.335048	3.746257	4.521426	0.174080
10	GD16	0.414506	0.488467	3.647274	4.491698	0.129733
