rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.688352	-0.022880	1.650430	0.000000	0.038432	0.057733	21527.925769	27273.130604
2	AG111	0.596108	0.060346	1.650430	0.000000	0.067709	0.057733	22213.274457	30621.295690
3	AG111	0.674376	-0.157719	1.650430	0.000000	0.022462	0.057733	23227.333493	28781.406526
4	AG111	0.619303	-0.061748	1.650430	0.000000	0.000552	0.057733	22232.927249	26355.315011
5	AG111	0.667057	0.027507	1.650430	0.000000	-0.099092	0.057733	21649.630892	28358.756390
6	AG111	0.620190	0.073870	1.650430	0.000000	0.020798	0.057733	22271.485168	27247.529494
7	AG111	0.599993	0.080742	1.650430	0.000000	0.082402	0.057733	21735.709722	27836.336990
8	AG111	0.611949	-0.178699	1.650430	0.000000	0.082152	0.057733	21877.064178	27167.659413
9	AG111	0.637244	-0.167892	1.650430	0.000000	0.032293	0.057733	22838.081761	30319.547049
10	AG111	0.640765	0.040853	1.650430	0.000000	0.040560	0.057733	22589.707377	29219.641648
1	AG112	0.760185	-0.182133	1.650430	0.000000	-0.181227	0.057733	22663.179354	30618.748862
2	AG112	0.777605	-0.056559	1.650430	0.000000	-0.113319	0.057733	23367.583186	30379.894501
3	AG112	0.842269	0.123526	1.650430	0.000000	-0.255440	0.057733	22061.520900	27508.171159
4	AG112	0.794065	-0.012563	1.650430	0.000000	-0.148389	0.057733	21929.348411	29902.402134
5	AG112	0.802548	-0.119461	1.650430	0.000000	-0.301231	0.057733	22999.507673	30102.366495
6	AG112	0.763219	0.033853	1.650430	0.000000	-0.352916	0.057733	21902.154593	29498.870677
7	AG112	0.792530	0.002979	1.650430	0.000000	-0.309859	0.057733	22610.068271	27847.103165
8	AG112	0.789158	-0.039626	1.650430	0.000000	-0.283173	0.057733	22536.628906	28666.107663
9	AG112	0.801284	0.095802	1.650430	0.000000	-0.136599	0.057733	23402.409109	30873.657075
10	AG112	0.835467	0.104433	1.650430	0.000000	-0.160443	0.057733	23239.597507	27647.232229
1	AG139	0.639021	0.099526	1.650430	0.000000	0.130343	0.057733	23402.968419	29452.256502
