parameter	value	se_sa	rse_sa
rhoS_pop	0.61952025410521505	0.04644704137215532	7.49725954307009257
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.64033415307624297	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.82951499216585611	0.04513026197897557	5.44056013516294179
omega_rhoS	0.11906858906129081	0.03384037480910902	28.42090855018834006
omega_deltaSC	0.31957209840508399	0.19339667845105138	60.51738540888045037
omega_deltaCB	240.91099182224610331	196.24496266032065250	81.45953041657732285
omega_rhoB	0.07638829556355370	0.04555383996924186	59.63458096972706812
b1	0.16393340588416885	0.02150242360512156	13.11656003799165937
b2	0.31260878293708866	0.04258014621078601	13.62090527678971341
b3	0.32182551962739236	0.05286475939737723	16.42652809465940678
