rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.596008	-0.018282	1.980808	0.000000	0.000000	-0.251098
2	AG111	0.612115	0.034905	1.980808	0.000000	0.000000	-0.251098
3	AG111	0.622114	-0.017830	1.980808	0.000000	0.000000	-0.251098
4	AG111	0.596079	0.027617	1.980808	0.000000	0.000000	-0.251098
5	AG111	0.585053	0.014107	1.980808	0.000000	0.000000	-0.251098
6	AG111	0.672141	0.070209	1.980808	0.000000	0.000000	-0.251098
7	AG111	0.625486	-0.022953	1.980808	0.000000	0.000000	-0.251098
8	AG111	0.587368	-0.016572	1.980808	0.000000	0.000000	-0.251098
9	AG111	0.624385	-0.007596	1.980808	0.000000	0.000000	-0.251098
10	AG111	0.586223	-0.061461	1.980808	0.000000	0.000000	-0.251098
1	AG112	0.789154	0.007577	1.980808	0.000000	0.000000	-0.251098
2	AG112	0.781606	-0.068984	1.980808	0.000000	0.000000	-0.251098
3	AG112	0.717990	0.130327	1.980808	0.000000	0.000000	-0.251098
4	AG112	0.729366	0.030328	1.980808	0.000000	0.000000	-0.251098
5	AG112	0.769116	-0.140386	1.980808	0.000000	0.000000	-0.251098
6	AG112	0.742258	-0.082327	1.980808	0.000000	0.000000	-0.251098
7	AG112	0.758925	0.070193	1.980808	0.000000	0.000000	-0.251098
8	AG112	0.775904	-0.014980	1.980808	0.000000	0.000000	-0.251098
9	AG112	0.786254	-0.045209	1.980808	0.000000	0.000000	-0.251098
10	AG112	0.723510	0.036734	1.980808	0.000000	0.000000	-0.251098
1	AG139	0.665673	-0.015088	1.980808	0.000000	0.000000	-0.251098
2	AG139	0.585572	0.075867	1.980808	0.000000	0.000000	-0.251098
3	AG139	0.609858	-0.030933	1.980808	0.000000	0.000000	-0.251098
4	AG139	0.640422	-0.098208	1.980808	0.000000	0.000000	-0.251098
5	AG139	0.550135	0.107458	1.980808	0.000000	0.000000	-0.251098
6	AG139	0.631102	0.092994	1.980808	0.000000	0.000000	-0.251098
7	AG139	0.630663	0.006239	1.980808	0.000000	0.000000	-0.251098
8	AG139	0.571022	0.003381	1.980808	0.000000	0.000000	-0.251098
9	AG139	0.562921	-0.064916	1.980808	0.000000	0.000000	-0.251098
10	AG139	0.595953	0.042730	1.980808	0.000000	0.000000	-0.251098
1	AG142	0.724996	-0.069440	1.980808	0.000000	0.000000	-0.251098
2	AG142	0.747366	0.121522	1.980808	0.000000	0.000000	-0.251098
3	AG142	0.746869	0.086102	1.980808	0.000000	0.000000	-0.251098
4	AG142	0.776339	-0.048292	1.980808	0.000000	0.000000	-0.251098
5	AG142	0.828302	0.008849	1.980808	0.000000	0.000000	-0.251098
6	AG142	0.763962	0.061146	1.980808	0.000000	0.000000	-0.251098
7	AG142	0.778788	-0.023583	1.980808	0.000000	0.000000	-0.251098
8	AG142	0.798000	0.065442	1.980808	0.000000	0.000000	-0.251098
9	AG142	0.751635	-0.004963	1.980808	0.000000	0.000000	-0.251098
10	AG142	0.737893	-0.088906	1.980808	0.000000	0.000000	-0.251098
1	GD14	0.676315	0.010588	1.980808	0.000000	0.000000	-0.251098
2	GD14	0.738045	-0.049081	1.980808	0.000000	0.000000	-0.251098
3	GD14	0.656589	-0.082172	1.980808	0.000000	0.000000	-0.251098
4	GD14	0.668993	-0.036034	1.980808	0.000000	0.000000	-0.251098
5	GD14	0.667368	-0.042980	1.980808	0.000000	0.000000	-0.251098
6	GD14	0.669623	0.066156	1.980808	0.000000	0.000000	-0.251098
7	GD14	0.697504	-0.010405	1.980808	0.000000	0.000000	-0.251098
8	GD14	0.680627	-0.035144	1.980808	0.000000	0.000000	-0.251098
9	GD14	0.657259	0.063174	1.980808	0.000000	0.000000	-0.251098
10	GD14	0.693637	-0.138989	1.980808	0.000000	0.000000	-0.251098
1	GD15	0.590429	-0.001834	1.980808	0.000000	0.000000	-0.251098
2	GD15	0.589653	-0.094902	1.980808	0.000000	0.000000	-0.251098
3	GD15	0.577759	0.091188	1.980808	0.000000	0.000000	-0.251098
4	GD15	0.656727	-0.103419	1.980808	0.000000	0.000000	-0.251098
5	GD15	0.613312	-0.026534	1.980808	0.000000	0.000000	-0.251098
6	GD15	0.615735	0.029568	1.980808	0.000000	0.000000	-0.251098
7	GD15	0.687176	-0.025272	1.980808	0.000000	0.000000	-0.251098
8	GD15	0.640163	0.044710	1.980808	0.000000	0.000000	-0.251098
9	GD15	0.667706	0.044161	1.980808	0.000000	0.000000	-0.251098
10	GD15	0.582128	0.087393	1.980808	0.000000	0.000000	-0.251098
1	GD16	0.339915	-0.060633	1.980808	0.000000	0.000000	-0.251098
2	GD16	0.375936	-0.008154	1.980808	0.000000	0.000000	-0.251098
3	GD16	0.386328	0.062280	1.980808	0.000000	0.000000	-0.251098
4	GD16	0.380949	0.026613	1.980808	0.000000	0.000000	-0.251098
5	GD16	0.387262	0.017668	1.980808	0.000000	0.000000	-0.251098
6	GD16	0.368637	0.061150	1.980808	0.000000	0.000000	-0.251098
7	GD16	0.401613	0.077048	1.980808	0.000000	0.000000	-0.251098
8	GD16	0.394378	0.010651	1.980808	0.000000	0.000000	-0.251098
9	GD16	0.452697	-0.019247	1.980808	0.000000	0.000000	-0.251098
10	GD16	0.379208	-0.034466	1.980808	0.000000	0.000000	-0.251098
