rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.037811	-0.075631	-0.183928	0.043667	0.005454
2	AG111	0.010032	-0.126512	-0.121433	-0.045622	-0.056122
3	AG111	-0.038320	-0.254289	0.007019	0.010036	-0.092403
4	AG111	-0.025286	-0.159738	-0.086297	-0.021736	0.024440
5	AG111	0.008014	0.098623	-0.228350	0.047302	-0.129317
6	AG111	-0.010299	-0.401843	0.064964	-0.020648	-0.098523
7	AG111	0.020631	-0.316287	-0.026661	0.010803	-0.223276
8	AG111	0.024483	-0.293096	-0.220530	0.005445	-0.021371
9	AG111	-0.036440	-0.242404	-0.094688	0.059482	-0.075138
10	AG111	-0.090665	-0.152898	-0.069121	0.037299	0.056578
1	AG112	0.134199	0.290402	-0.120706	0.019194	0.073167
2	AG112	0.122755	-0.164639	0.094537	-0.042417	-0.064172
3	AG112	0.126165	0.039603	-0.118125	-0.039511	0.120569
4	AG112	0.190234	0.078530	0.093275	-0.008874	-0.070880
5	AG112	0.183915	-0.314803	0.177376	-0.009388	0.046266
6	AG112	0.111588	-0.110809	-0.041826	-0.072775	-0.042504
7	AG112	0.166405	0.218967	0.005289	-0.057572	-0.111362
8	AG112	0.071492	0.009563	0.121934	0.003333	0.160915
9	AG112	0.137287	-0.033779	-0.030558	-0.058859	0.104943
10	AG112	0.162548	0.230362	0.118273	0.031458	-0.034770
1	AG139	-0.067682	0.391099	-0.044519	0.055607	0.104969
2	AG139	0.022849	-0.053444	-0.022294	0.017487	-0.058287
3	AG139	-0.042461	0.158275	0.199836	0.089433	0.112693
4	AG139	-0.049449	-0.020874	-0.114422	-0.006267	-0.082492
5	AG139	-0.012202	-0.222567	0.110232	-0.041983	-0.013932
6	AG139	0.001241	-0.052904	0.058236	0.037698	-0.049475
7	AG139	-0.043857	0.060730	-0.120265	0.030967	-0.029961
8	AG139	-0.106875	0.056210	-0.016398	0.010317	0.046993
9	AG139	-0.024480	0.058490	0.048920	-0.010609	0.045504
10	AG139	-0.086277	0.118579	-0.093218	-0.000213	0.014905
1	AG142	0.168116	0.496026	-0.149192	0.010507	-0.030735
2	AG142	0.176658	0.214308	0.182894	0.000358	-0.170794
3	AG142	0.128716	0.141387	0.079214	-0.038679	0.014412
4	AG142	0.085606	0.100877	0.092475	0.039378	-0.045386
5	AG142	0.123949	0.594022	-0.062320	-0.051500	-0.064216
6	AG142	0.086847	0.480538	0.043243	0.022714	-0.019049
7	AG142	0.133398	0.218383	-0.087164	-0.004122	0.018699
8	AG142	0.107872	0.436828	-0.130000	-0.004362	0.001888
9	AG142	0.138853	0.025856	0.023580	-0.017360	0.062316
10	AG142	0.151518	0.325413	-0.164682	0.033745	-0.163692
1	GD14	-0.026412	-0.139348	0.184468	-0.103681	0.092925
2	GD14	0.030376	-0.036396	0.126085	-0.031645	0.120939
3	GD14	0.001520	0.193135	-0.193424	-0.109632	0.111334
4	GD14	0.036013	-0.073321	-0.078092	-0.066127	0.077279
5	GD14	-0.000756	0.051538	-0.094582	-0.123934	-0.034984
6	GD14	-0.020038	0.384464	0.076727	-0.078255	0.044106
7	GD14	0.001847	0.101226	0.140468	-0.088480	-0.030522
8	GD14	0.031964	0.163628	-0.031176	-0.055885	0.130812
9	GD14	0.029477	0.103156	0.077515	-0.054520	0.078226
10	GD14	0.099424	0.134044	-0.134191	-0.031332	0.033550
1	GD15	0.021369	0.023996	-0.221929	-0.009343	-0.040164
2	GD15	-0.001532	-0.093743	0.096928	-0.032518	-0.048501
3	GD15	-0.020137	-0.045723	-0.173173	0.011601	0.000979
4	GD15	-0.041225	-0.013270	0.084470	0.026256	-0.050511
5	GD15	-0.032703	0.137661	0.061556	0.049153	-0.064858
6	GD15	-0.051577	-0.112746	0.040974	0.006364	-0.088738
7	GD15	-0.035453	0.009546	0.113558	0.055673	-0.059004
8	GD15	0.005354	-0.343863	-0.157660	-0.039382	-0.046248
9	GD15	-0.012811	-0.037264	0.059873	0.001375	-0.052129
10	GD15	-0.001855	0.058402	-0.146395	0.004396	-0.043345
1	GD16	-0.226274	-0.303284	0.051766	0.030932	0.056691
2	GD16	-0.198814	-0.069834	-0.218653	-0.037107	-0.049667
3	GD16	-0.201070	0.032493	-0.255530	0.008685	-0.083947
4	GD16	-0.208749	-0.138426	0.025256	0.048432	0.165659
5	GD16	-0.218692	-0.125722	0.102737	-0.009607	-0.105846
6	GD16	-0.205356	0.023404	-0.258877	-0.002563	-0.018415
7	GD16	-0.240560	-0.004469	-0.015655	0.025683	0.010470
8	GD16	-0.249443	-0.130165	-0.025402	-0.051879	-0.155569
9	GD16	-0.166597	0.203649	0.048070	0.072680	0.062407
10	GD16	-0.255300	-0.072478	0.130742	0.047330	-0.044145
