rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	-0.001431	-0.303217	0.000000	0.000000	-0.177379	0.000000	-0.020364	0.003966
2	AG111	-0.020223	-0.408473	0.000000	0.000000	-0.163647	0.000000	-0.028566	-0.015489
3	AG111	-0.034476	-0.186896	0.000000	0.000000	-0.110138	0.000000	-0.016284	-0.013186
4	AG111	-0.044131	-0.473634	0.000000	0.000000	-0.110080	0.000000	0.002252	0.005777
5	AG111	-0.038177	-0.609297	0.000000	0.000000	-0.148394	0.000000	-0.006581	0.007085
6	AG111	0.027365	-0.373785	0.000000	0.000000	-0.254591	0.000000	-0.016165	-0.037609
7	AG111	0.025311	0.031490	0.000000	0.000000	-0.175605	0.000000	-0.011765	0.008630
8	AG111	0.004337	-0.328406	0.000000	0.000000	-0.148661	0.000000	-0.003185	-0.015719
9	AG111	0.051924	-0.674736	0.000000	0.000000	-0.020418	0.000000	0.013399	0.010362
10	AG111	-0.010648	-0.131695	0.000000	0.000000	-0.122277	0.000000	0.000547	0.012859
1	AG112	0.123117	0.025471	0.000000	0.000000	-0.225067	0.000000	0.015588	0.009292
2	AG112	0.139111	-0.024852	0.000000	0.000000	-0.262092	0.000000	-0.001379	0.002728
3	AG112	0.167625	0.171222	0.000000	0.000000	-0.216349	0.000000	-0.012514	0.000328
4	AG112	0.164648	0.135340	0.000000	0.000000	-0.227781	0.000000	0.010575	0.027676
5	AG112	0.127401	0.591191	0.000000	0.000000	-0.223528	0.000000	-0.000329	0.014957
6	AG112	0.135295	-0.112597	0.000000	0.000000	-0.226297	0.000000	0.005866	0.000613
7	AG112	0.123468	0.080430	0.000000	0.000000	-0.211167	0.000000	0.017144	-0.000375
8	AG112	0.127415	0.058132	0.000000	0.000000	-0.205041	0.000000	0.001034	0.020620
9	AG112	0.127045	0.141659	0.000000	0.000000	-0.243845	0.000000	-0.005898	0.005573
10	AG112	0.145342	-0.103331	0.000000	0.000000	-0.222930	0.000000	0.021090	0.020556
1	AG139	-0.046200	0.324950	0.000000	0.000000	-0.116526	0.000000	0.009320	0.005081
2	AG139	-0.049163	0.359421	0.000000	0.000000	-0.166340	0.000000	0.002190	0.040453
3	AG139	0.009025	0.328369	0.000000	0.000000	-0.046242	0.000000	0.011839	0.001272
4	AG139	-0.041813	0.326148	0.000000	0.000000	-0.146758	0.000000	-0.023345	0.019270
5	AG139	-0.050223	0.067939	0.000000	0.000000	-0.191146	0.000000	0.002777	-0.019603
6	AG139	-0.001664	0.349976	0.000000	0.000000	-0.096238	0.000000	-0.024539	-0.013488
7	AG139	0.004416	0.037082	0.000000	0.000000	-0.155356	0.000000	-0.008069	0.006998
8	AG139	-0.022487	0.082193	0.000000	0.000000	-0.158277	0.000000	-0.032423	0.008233
9	AG139	-0.047438	0.190282	0.000000	0.000000	-0.133686	0.000000	0.036204	0.011103
10	AG139	-0.035646	0.267527	0.000000	0.000000	-0.095978	0.000000	-0.022744	-0.003860
1	AG142	0.152432	0.455698	0.000000	0.000000	-0.170097	0.000000	0.008905	0.004696
2	AG142	0.143215	0.489400	0.000000	0.000000	-0.171972	0.000000	-0.002564	0.011197
3	AG142	0.130916	0.399254	0.000000	0.000000	-0.150137	0.000000	-0.025413	0.008269
4	AG142	0.230741	0.526367	0.000000	0.000000	-0.095104	0.000000	-0.001390	0.023973
5	AG142	0.187914	0.577431	0.000000	0.000000	-0.163077	0.000000	0.008467	0.024320
6	AG142	0.122444	0.433433	0.000000	0.000000	-0.234770	0.000000	0.035597	-0.019279
7	AG142	0.138912	0.601347	0.000000	0.000000	-0.171897	0.000000	0.013547	0.001543
8	AG142	0.116611	0.265698	0.000000	0.000000	-0.145297	0.000000	0.011674	0.017478
9	AG142	0.176450	0.690152	0.000000	0.000000	-0.166078	0.000000	-0.009676	-0.021793
10	AG142	0.154631	0.682430	0.000000	0.000000	-0.163252	0.000000	-0.016847	0.011263
1	GD14	0.015482	-0.141416	0.000000	0.000000	-0.348054	0.000000	-0.006408	0.005207
2	GD14	0.019490	0.019296	0.000000	0.000000	-0.279510	0.000000	0.024813	-0.002177
3	GD14	-0.012640	0.046979	0.000000	0.000000	-0.303080	0.000000	-0.000257	-0.008479
4	GD14	0.023705	0.176628	0.000000	0.000000	-0.301648	0.000000	-0.000088	0.010813
5	GD14	0.048671	0.206524	0.000000	0.000000	-0.263244	0.000000	0.002181	0.016675
6	GD14	-0.018695	-0.159018	0.000000	0.000000	-0.371117	0.000000	-0.017583	0.012791
7	GD14	0.021525	0.226384	0.000000	0.000000	-0.267131	0.000000	-0.016078	-0.005955
8	GD14	-0.036036	0.111422	0.000000	0.000000	-0.292218	0.000000	0.041193	-0.021959
9	GD14	0.022928	0.251926	0.000000	0.000000	-0.262591	0.000000	-0.008398	0.000511
10	GD14	0.012306	0.082006	0.000000	0.000000	-0.316580	0.000000	-0.026717	0.001813
1	GD15	0.004863	0.220543	0.000000	0.000000	-0.133807	0.000000	-0.002108	-0.008256
2	GD15	-0.022739	-0.047818	0.000000	0.000000	-0.119435	0.000000	0.001096	-0.030935
3	GD15	-0.006738	0.171980	0.000000	0.000000	-0.136526	0.000000	0.019938	-0.003211
4	GD15	-0.006783	0.440657	0.000000	0.000000	-0.117189	0.000000	-0.000585	0.013361
5	GD15	-0.011901	-0.124825	0.000000	0.000000	-0.162296	0.000000	0.010352	-0.022457
6	GD15	0.001560	-0.015627	0.000000	0.000000	-0.121892	0.000000	0.022456	-0.002298
7	GD15	0.004025	0.153032	0.000000	0.000000	-0.131506	0.000000	0.008426	-0.014916
8	GD15	-0.041145	0.185923	0.000000	0.000000	-0.109701	0.000000	-0.014548	-0.014548
9	GD15	-0.024305	-0.183918	0.000000	0.000000	-0.250524	0.000000	-0.006001	-0.023951
10	GD15	-0.044764	0.104128	0.000000	0.000000	-0.170110	0.000000	-0.015952	-0.026480
1	GD16	-0.202727	0.152481	0.000000	0.000000	-0.122509	0.000000	-0.006025	-0.013776
2	GD16	-0.176365	-0.064805	0.000000	0.000000	-0.110304	0.000000	-0.020260	-0.034228
3	GD16	-0.200173	0.019367	0.000000	0.000000	-0.151953	0.000000	0.013781	0.014224
4	GD16	-0.264235	0.197729	0.000000	0.000000	-0.089039	0.000000	-0.008890	-0.009510
5	GD16	-0.197207	0.039774	0.000000	0.000000	-0.112454	0.000000	-0.009243	-0.004367
6	GD16	-0.237493	-0.071104	0.000000	0.000000	-0.163918	0.000000	-0.016901	0.011632
7	GD16	-0.213753	0.134983	0.000000	0.000000	-0.122990	0.000000	-0.010413	-0.012804
8	GD16	-0.198952	-0.003684	0.000000	0.000000	-0.140754	0.000000	-0.037030	0.002579
9	GD16	-0.243902	0.023038	0.000000	0.000000	-0.116783	0.000000	-0.026570	-0.016052
10	GD16	-0.248489	0.151967	0.000000	0.000000	-0.156836	0.000000	0.024033	-0.015797
