rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.601151	-0.029757	3.963399	0.000000	0.014810	0.254303
2	AG111	0.649262	-0.309292	3.963399	0.000000	0.124522	0.254303
3	AG111	0.604351	-0.252399	3.963399	0.000000	0.092762	0.254303
4	AG111	0.591688	-0.026095	3.963399	0.000000	-0.015045	0.254303
5	AG111	0.590754	-0.316035	3.963399	0.000000	0.070285	0.254303
6	AG111	0.572866	-0.250469	3.963399	0.000000	0.000254	0.254303
7	AG111	0.602766	-0.450265	3.963399	0.000000	0.048157	0.254303
8	AG111	0.618548	0.038877	3.963399	0.000000	0.116069	0.254303
9	AG111	0.607212	-0.679029	3.963399	0.000000	0.029535	0.254303
10	AG111	0.583472	-0.529999	3.963399	0.000000	-0.023782	0.254303
1	AG112	0.731952	0.082424	3.963399	0.000000	-0.014787	0.254303
2	AG112	0.763533	0.026684	3.963399	0.000000	0.026458	0.254303
3	AG112	0.730586	-0.209168	3.963399	0.000000	-0.145694	0.254303
4	AG112	0.760877	0.318798	3.963399	0.000000	-0.051453	0.254303
5	AG112	0.732124	0.200498	3.963399	0.000000	-0.096222	0.254303
6	AG112	0.698159	0.445618	3.963399	0.000000	-0.064435	0.254303
7	AG112	0.743036	0.122126	3.963399	0.000000	-0.065871	0.254303
8	AG112	0.716607	0.206977	3.963399	0.000000	-0.016385	0.254303
9	AG112	0.783212	0.030422	3.963399	0.000000	-0.059707	0.254303
10	AG112	0.716549	0.045881	3.963399	0.000000	-0.105704	0.254303
1	AG139	0.604819	0.073672	3.963399	0.000000	0.060247	0.254303
2	AG139	0.632903	0.363478	3.963399	0.000000	0.061891	0.254303
3	AG139	0.572730	-0.017243	3.963399	0.000000	0.005087	0.254303
4	AG139	0.541647	-0.248350	3.963399	0.000000	-0.002227	0.254303
5	AG139	0.611723	0.073403	3.963399	0.000000	-0.035559	0.254303
6	AG139	0.612252	0.072202	3.963399	0.000000	0.046931	0.254303
7	AG139	0.614927	-0.010607	3.963399	0.000000	0.015252	0.254303
8	AG139	0.526515	-0.001545	3.963399	0.000000	0.001958	0.254303
9	AG139	0.591471	0.038245	3.963399	0.000000	0.019109	0.254303
10	AG139	0.566227	0.115721	3.963399	0.000000	0.071701	0.254303
1	AG142	0.778502	0.239660	3.963399	0.000000	0.128494	0.254303
2	AG142	0.719595	0.189804	3.963399	0.000000	-0.099004	0.254303
3	AG142	0.748859	0.211380	3.963399	0.000000	-0.048031	0.254303
4	AG142	0.703431	0.170069	3.963399	0.000000	-0.008833	0.254303
5	AG142	0.753324	0.290536	3.963399	0.000000	-0.009433	0.254303
6	AG142	0.703340	0.267823	3.963399	0.000000	0.002205	0.254303
7	AG142	0.749086	0.607049	3.963399	0.000000	0.078010	0.254303
8	AG142	0.743160	0.252823	3.963399	0.000000	0.012347	0.254303
9	AG142	0.761345	0.235057	3.963399	0.000000	0.090858	0.254303
10	AG142	0.723993	0.208994	3.963399	0.000000	0.029661	0.254303
1	GD14	0.617711	0.233225	3.963399	0.000000	-0.091407	0.254303
2	GD14	0.638538	-0.166537	3.963399	0.000000	-0.140647	0.254303
3	GD14	0.670654	-0.050039	3.963399	0.000000	-0.108399	0.254303
4	GD14	0.631605	-0.071852	3.963399	0.000000	-0.175989	0.254303
5	GD14	0.627070	-0.335042	3.963399	0.000000	-0.243858	0.254303
6	GD14	0.567615	-0.064699	3.963399	0.000000	-0.202367	0.254303
7	GD14	0.587804	-0.158862	3.963399	0.000000	-0.179951	0.254303
8	GD14	0.612572	-0.163059	3.963399	0.000000	-0.106589	0.254303
9	GD14	0.651907	-0.080695	3.963399	0.000000	-0.190253	0.254303
10	GD14	0.692270	-0.050616	3.963399	0.000000	-0.107188	0.254303
1	GD15	0.604286	0.169969	3.963399	0.000000	0.064242	0.254303
2	GD15	0.591685	0.017789	3.963399	0.000000	0.020517	0.254303
3	GD15	0.570962	0.038516	3.963399	0.000000	0.001048	0.254303
4	GD15	0.648819	-0.062636	3.963399	0.000000	0.160701	0.254303
5	GD15	0.616879	-0.096087	3.963399	0.000000	0.035048	0.254303
6	GD15	0.601719	-0.226551	3.963399	0.000000	0.106653	0.254303
7	GD15	0.611251	-0.087229	3.963399	0.000000	0.078831	0.254303
8	GD15	0.595609	-0.387027	3.963399	0.000000	-0.063926	0.254303
9	GD15	0.630555	-0.164584	3.963399	0.000000	0.111093	0.254303
10	GD15	0.589762	-0.048952	3.963399	0.000000	0.000720	0.254303
1	GD16	0.379719	-0.164103	3.963399	0.000000	0.110981	0.254303
2	GD16	0.390123	-0.266064	3.963399	0.000000	-0.053692	0.254303
3	GD16	0.361910	-0.164082	3.963399	0.000000	0.022143	0.254303
4	GD16	0.342945	-0.033812	3.963399	0.000000	0.021862	0.254303
5	GD16	0.400941	-0.039426	3.963399	0.000000	0.083080	0.254303
6	GD16	0.418774	0.145438	3.963399	0.000000	0.036399	0.254303
7	GD16	0.368003	0.286455	3.963399	0.000000	0.118664	0.254303
8	GD16	0.337490	0.094052	3.963399	0.000000	0.069070	0.254303
9	GD16	0.359559	0.046080	3.963399	0.000000	0.064071	0.254303
10	GD16	0.355177	-0.117612	3.963399	0.000000	-0.046831	0.254303
