rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.543002	-0.245835	3.674687	0.000000	0.038653	0.255399	23432.016693	24747.675781
2	AG111	0.637765	-0.394016	3.674687	0.000000	0.146125	0.255399	23698.868969	24357.113399
3	AG111	0.628026	-0.404140	3.674687	0.000000	0.017384	0.255399	23304.437372	23445.765894
4	AG111	0.628651	-0.224614	3.674687	0.000000	0.208997	0.255399	23697.384328	24676.647779
5	AG111	0.603786	-0.326217	3.674687	0.000000	-0.056573	0.255399	23559.020974	24134.105879
6	AG111	0.627051	-0.374694	3.674687	0.000000	0.080691	0.255399	23149.621040	24816.238194
7	AG111	0.637436	-0.027583	3.674687	0.000000	0.137566	0.255399	23512.326537	23768.308975
8	AG111	0.631039	-0.350892	3.674687	0.000000	0.084270	0.255399	22965.276793	24551.898914
9	AG111	0.589293	-0.325825	3.674687	0.000000	0.124574	0.255399	23539.736507	24609.984637
10	AG111	0.602595	-0.344528	3.674687	0.000000	0.000434	0.255399	23290.351079	24649.266458
1	AG112	0.753836	0.041298	3.674687	0.000000	-0.009704	0.255399	24237.915912	25238.784523
2	AG112	0.726980	0.148833	3.674687	0.000000	-0.049935	0.255399	23830.924803	24841.916257
3	AG112	0.759924	0.206676	3.674687	0.000000	-0.086795	0.255399	23379.700634	24541.454822
4	AG112	0.805442	-0.103950	3.674687	0.000000	-0.117925	0.255399	23977.901752	24659.288044
5	AG112	0.792943	-0.000692	3.674687	0.000000	0.030398	0.255399	23653.937090	24560.303687
6	AG112	0.779275	0.239533	3.674687	0.000000	-0.119669	0.255399	23523.584603	25254.963541
7	AG112	0.756213	-0.252862	3.674687	0.000000	-0.083501	0.255399	23588.933425	24995.398686
8	AG112	0.811784	0.060712	3.674687	0.000000	-0.073284	0.255399	23617.843258	23866.306641
9	AG112	0.757902	-0.099031	3.674687	0.000000	-0.044246	0.255399	23543.398413	25168.791080
10	AG112	0.715289	0.219806	3.674687	0.000000	-0.084614	0.255399	23707.907679	24475.777273
1	AG139	0.611274	-0.281379	3.674687	0.000000	-0.015857	0.255399	23497.768321	25386.578401
2	AG139	0.568220	-0.034568	3.674687	0.000000	-0.055560	0.255399	23363.243504	24491.023410
3	AG139	0.556544	0.190470	3.674687	0.000000	0.112451	0.255399	24502.534214	24937.258036
4	AG139	0.559515	0.159115	3.674687	0.000000	-0.005106	0.255399	23365.279732	24415.825634
5	AG139	0.627283	-0.130062	3.674687	0.000000	-0.001410	0.255399	23535.696929	25039.286676
6	AG139	0.582944	-0.114188	3.674687	0.000000	-0.039278	0.255399	23363.596523	24426.995027
7	AG139	0.576825	0.145808	3.674687	0.000000	0.026731	0.255399	23517.079317	24677.624179
8	AG139	0.564296	-0.013466	3.674687	0.000000	0.061530	0.255399	23608.913591	24773.436159
9	AG139	0.618001	0.114895	3.674687	0.000000	-0.011669	0.255399	23430.059050	24442.588456
10	AG139	0.630678	0.247839	3.674687	0.000000	0.081273	0.255399	24013.944492	23653.519855
1	AG142	0.794142	0.284768	3.674687	0.000000	-0.057019	0.255399	23917.339191	24029.542559
2	AG142	0.733813	0.674100	3.674687	0.000000	0.064438	0.255399	23909.609857	25313.939485
3	AG142	0.748811	0.330641	3.674687	0.000000	0.008290	0.255399	23949.597822	25718.373101
4	AG142	0.768598	0.408482	3.674687	0.000000	0.059151	0.255399	23897.189273	25351.229847
5	AG142	0.813129	0.057435	3.674687	0.000000	0.081488	0.255399	23841.495391	25863.708634
6	AG142	0.744209	0.181995	3.674687	0.000000	0.036479	0.255399	24028.756066	24885.728613
7	AG142	0.748996	0.595568	3.674687	0.000000	-0.019089	0.255399	23691.493367	24625.323005
8	AG142	0.744564	0.233846	3.674687	0.000000	0.060185	0.255399	23564.129908	26340.722381
9	AG142	0.761388	0.512046	3.674687	0.000000	-0.006194	0.255399	23887.418167	24487.404581
10	AG142	0.812792	0.404301	3.674687	0.000000	0.070453	0.255399	23943.138862	25466.284861
1	GD14	0.676348	-0.160964	3.674687	0.000000	-0.159455	0.255399	23804.476010	23191.564382
2	GD14	0.667864	0.050132	3.674687	0.000000	-0.103917	0.255399	23527.243180	24950.432159
3	GD14	0.663064	-0.258553	3.674687	0.000000	-0.190433	0.255399	23338.062155	23832.455708
4	GD14	0.645474	-0.032781	3.674687	0.000000	-0.094890	0.255399	23572.890079	25889.321565
5	GD14	0.658401	-0.117148	3.674687	0.000000	-0.131664	0.255399	23765.253622	24364.275150
6	GD14	0.618260	-0.265841	3.674687	0.000000	-0.117750	0.255399	23393.968030	25587.714744
7	GD14	0.668006	-0.218923	3.674687	0.000000	-0.187063	0.255399	23676.322070	23991.640131
8	GD14	0.617236	-0.049402	3.674687	0.000000	-0.190114	0.255399	23794.278171	23987.445645
9	GD14	0.675077	-0.090424	3.674687	0.000000	-0.061773	0.255399	23498.909856	24716.716157
10	GD14	0.670866	-0.098274	3.674687	0.000000	-0.125577	0.255399	23398.536137	24984.969597
1	GD15	0.576979	0.059154	3.674687	0.000000	0.048103	0.255399	23644.926895	24039.946024
2	GD15	0.610322	-0.000950	3.674687	0.000000	0.019853	0.255399	22860.362137	24941.107649
3	GD15	0.603907	-0.000825	3.674687	0.000000	0.015785	0.255399	23526.716148	23708.838032
4	GD15	0.601003	0.108303	3.674687	0.000000	-0.009903	0.255399	24386.534259	24043.085469
5	GD15	0.621435	-0.202856	3.674687	0.000000	0.059619	0.255399	23241.194318	25433.367944
6	GD15	0.656744	-0.251435	3.674687	0.000000	0.073411	0.255399	23654.379825	24692.351580
