rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.013887	-0.183173	0.000000	-0.103882	0.049863	0.005292
2	AG111	0.019089	-0.597590	0.000000	-0.070362	-0.053476	-0.177032
3	AG111	-0.020406	-0.052828	0.000000	-0.248962	0.059482	0.059317
4	AG111	-0.008617	-0.076216	0.000000	-0.024647	0.071048	0.020013
5	AG111	0.025953	-0.166758	0.000000	-0.037228	-0.072345	-0.097093
6	AG111	-0.014368	-0.402191	0.000000	-0.104658	0.040560	-0.045261
7	AG111	-0.058744	-0.147008	0.000000	-0.072214	0.032184	-0.062134
8	AG111	-0.005811	-0.098081	0.000000	-0.111321	0.094709	0.022440
9	AG111	-0.021607	-0.092660	0.000000	-0.076008	0.029217	0.005191
10	AG111	-0.031540	-0.473331	0.000000	-0.146532	-0.051218	-0.084718
1	AG112	0.172291	0.152156	0.000000	-0.032606	-0.029016	0.083904
2	AG112	0.091847	0.081757	0.000000	0.069308	-0.016490	0.049492
3	AG112	0.127990	0.227595	0.000000	0.045839	0.012041	0.018210
4	AG112	0.161835	0.227264	0.000000	0.047176	-0.033567	-0.062573
5	AG112	0.148566	0.245601	0.000000	0.083011	0.029824	0.018584
6	AG112	0.111701	-0.227798	0.000000	0.042021	-0.068310	0.152521
7	AG112	0.143315	0.302139	0.000000	0.073217	-0.106647	0.002259
8	AG112	0.119332	-0.227149	0.000000	-0.072251	-0.054110	0.065359
9	AG112	0.112815	0.089959	0.000000	0.059360	-0.024369	-0.021261
10	AG112	0.136959	0.319596	0.000000	0.145299	-0.062589	-0.172320
1	AG139	-0.013324	0.087810	0.000000	-0.155669	0.010051	0.120888
2	AG139	-0.045839	-0.117857	0.000000	-0.148297	0.059190	0.090551
3	AG139	-0.091815	0.102999	0.000000	-0.011394	-0.020667	0.032004
4	AG139	-0.050581	-0.152030	0.000000	0.152227	-0.072399	-0.123875
5	AG139	0.005239	0.329790	0.000000	-0.007292	0.011583	-0.105568
6	AG139	-0.001531	-0.142790	0.000000	0.077183	0.034430	0.017403
7	AG139	0.023515	0.256133	0.000000	-0.095109	0.028607	0.004202
8	AG139	-0.068863	0.072058	0.000000	0.168484	0.068630	0.134043
9	AG139	-0.054232	0.056901	0.000000	-0.049516	0.032596	0.052298
10	AG139	0.003369	-0.130277	0.000000	0.056534	-0.029611	-0.128022
1	AG142	0.166626	0.471783	0.000000	0.051639	0.074651	-0.041366
2	AG142	0.128029	0.727930	0.000000	0.052342	0.091168	0.025107
3	AG142	0.178674	0.435872	0.000000	-0.171082	-0.028811	0.021684
4	AG142	0.143691	0.311865	0.000000	0.089384	-0.070276	-0.136455
5	AG142	0.143194	0.355873	0.000000	-0.178117	-0.025351	0.048331
6	AG142	0.110754	0.663126	0.000000	-0.072670	-0.062191	0.042428
7	AG142	0.069377	0.419171	0.000000	0.226547	0.005509	-0.044032
8	AG142	0.158495	0.331548	0.000000	0.021014	0.009735	0.021922
9	AG142	0.183859	0.120074	0.000000	-0.061789	0.007652	0.003564
10	AG142	0.124898	0.619865	0.000000	0.104495	0.008902	-0.126067
1	GD14	0.045168	0.067472	0.000000	0.008898	-0.062364	0.086705
2	GD14	0.023012	-0.095907	0.000000	0.066474	-0.069693	-0.017442
3	GD14	0.018239	0.116784	0.000000	0.102846	-0.086691	0.050331
4	GD14	-0.028729	-0.060369	0.000000	0.134714	-0.024839	0.162367
5	GD14	-0.001744	-0.114303	0.000000	0.260838	-0.019682	0.102500
6	GD14	0.011728	0.092957	0.000000	0.190862	-0.097101	-0.003955
7	GD14	-0.008021	0.315933	0.000000	-0.034617	-0.073172	0.035022
8	GD14	0.006780	-0.193961	0.000000	0.141942	-0.050826	0.048177
9	GD14	-0.013849	-0.057716	0.000000	0.077534	-0.100511	0.064723
10	GD14	0.021714	-0.106201	0.000000	0.055517	-0.098397	0.067039
1	GD15	-0.023204	0.055516	0.000000	-0.378435	0.016787	0.118196
2	GD15	-0.023184	-0.197777	0.000000	-0.075308	0.072870	0.073701
3	GD15	-0.000209	-0.194971	0.000000	-0.129885	0.004843	-0.066210
4	GD15	-0.008878	-0.097606	0.000000	-0.152270	0.130650	0.063936
5	GD15	0.013986	-0.069304	0.000000	-0.145457	0.097176	-0.015606
6	GD15	0.005963	0.035632	0.000000	-0.050466	-0.018979	0.005003
7	GD15	-0.025110	-0.092884	0.000000	0.031964	0.036535	-0.010944
8	GD15	-0.005201	-0.158808	0.000000	0.100455	0.034757	-0.038395
9	GD15	-0.006233	-0.286183	0.000000	-0.018027	0.037149	0.173291
10	GD15	0.021948	-0.051974	0.000000	-0.093487	0.041009	0.052664
1	GD16	-0.222424	-0.089356	0.000000	-0.099858	0.008696	-0.065551
2	GD16	-0.241397	-0.088826	0.000000	0.255085	0.034095	-0.017215
3	GD16	-0.244151	0.121263	0.000000	-0.231416	0.095221	-0.010373
4	GD16	-0.204784	0.020883	0.000000	-0.107873	0.043359	0.060749
5	GD16	-0.219241	-0.176639	0.000000	0.090804	0.025038	-0.006957
6	GD16	-0.240625	-0.041050	0.000000	-0.030552	0.029869	0.022186
7	GD16	-0.201875	-0.096517	0.000000	0.004808	0.067398	-0.026862
8	GD16	-0.232246	-0.177742	0.000000	0.029230	0.043152	-0.015211
9	GD16	-0.271826	-0.073309	0.000000	-0.009822	0.017564	-0.012471
10	GD16	-0.250388	0.004301	0.000000	-0.223700	0.089237	0.017320
