rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.599433	-0.183173	3.663615	-0.103882	0.049863	0.256973
2	AG111	0.632410	-0.597590	3.663615	-0.070362	-0.053476	0.074648
3	AG111	0.592914	-0.052828	3.663615	-0.248962	0.059482	0.310997
4	AG111	0.604704	-0.076216	3.663615	-0.024647	0.071048	0.271694
5	AG111	0.639273	-0.166758	3.663615	-0.037228	-0.072345	0.154588
6	AG111	0.598952	-0.402191	3.663615	-0.104658	0.040560	0.206419
7	AG111	0.554576	-0.147008	3.663615	-0.072214	0.032184	0.189547
8	AG111	0.607509	-0.098081	3.663615	-0.111321	0.094709	0.274120
9	AG111	0.591713	-0.092660	3.663615	-0.076008	0.029217	0.256871
10	AG111	0.581780	-0.473331	3.663615	-0.146532	-0.051218	0.166962
1	AG112	0.785611	0.152156	3.663615	-0.032606	-0.029016	0.335584
2	AG112	0.705168	0.081757	3.663615	0.069308	-0.016490	0.301172
3	AG112	0.741310	0.227595	3.663615	0.045839	0.012041	0.269890
4	AG112	0.775155	0.227264	3.663615	0.047176	-0.033567	0.189108
5	AG112	0.761887	0.245601	3.663615	0.083011	0.029824	0.270265
6	AG112	0.725022	-0.227798	3.663615	0.042021	-0.068310	0.404202
7	AG112	0.756635	0.302139	3.663615	0.073217	-0.106647	0.253940
8	AG112	0.732652	-0.227149	3.663615	-0.072251	-0.054110	0.317040
9	AG112	0.726135	0.089959	3.663615	0.059360	-0.024369	0.230420
10	AG112	0.750280	0.319596	3.663615	0.145299	-0.062589	0.079360
1	AG139	0.599996	0.087810	3.663615	-0.155669	0.010051	0.372568
2	AG139	0.567482	-0.117857	3.663615	-0.148297	0.059190	0.342231
3	AG139	0.521506	0.102999	3.663615	-0.011394	-0.020667	0.283684
4	AG139	0.562739	-0.152030	3.663615	0.152227	-0.072399	0.127806
5	AG139	0.618559	0.329790	3.663615	-0.007292	0.011583	0.146112
6	AG139	0.611789	-0.142790	3.663615	0.077183	0.034430	0.269084
7	AG139	0.636835	0.256133	3.663615	-0.095109	0.028607	0.255883
8	AG139	0.544458	0.072058	3.663615	0.168484	0.068630	0.385724
9	AG139	0.559089	0.056901	3.663615	-0.049516	0.032596	0.303979
10	AG139	0.616690	-0.130277	3.663615	0.056534	-0.029611	0.123659
1	AG142	0.779947	0.471783	3.663615	0.051639	0.074651	0.210314
2	AG142	0.741349	0.727930	3.663615	0.052342	0.091168	0.276788
3	AG142	0.791994	0.435872	3.663615	-0.171082	-0.028811	0.273365
4	AG142	0.757012	0.311865	3.663615	0.089384	-0.070276	0.115226
5	AG142	0.756514	0.355873	3.663615	-0.178117	-0.025351	0.300012
6	AG142	0.724074	0.663126	3.663615	-0.072670	-0.062191	0.294108
7	AG142	0.682697	0.419171	3.663615	0.226547	0.005509	0.207649
8	AG142	0.771816	0.331548	3.663615	0.021014	0.009735	0.273603
9	AG142	0.797179	0.120074	3.663615	-0.061789	0.007652	0.255244
10	AG142	0.738218	0.619865	3.663615	0.104495	0.008902	0.125614
1	GD14	0.658488	0.067472	3.663615	0.008898	-0.062364	0.338386
2	GD14	0.636332	-0.095907	3.663615	0.066474	-0.069693	0.234238
3	GD14	0.631559	0.116784	3.663615	0.102846	-0.086691	0.302011
4	GD14	0.584591	-0.060369	3.663615	0.134714	-0.024839	0.414048
5	GD14	0.611576	-0.114303	3.663615	0.260838	-0.019682	0.354181
6	GD14	0.625048	0.092957	3.663615	0.190862	-0.097101	0.247726
7	GD14	0.605299	0.315933	3.663615	-0.034617	-0.073172	0.286703
8	GD14	0.620100	-0.193961	3.663615	0.141942	-0.050826	0.299858
9	GD14	0.599471	-0.057716	3.663615	0.077534	-0.100511	0.316403
10	GD14	0.635034	-0.106201	3.663615	0.055517	-0.098397	0.318720
1	GD15	0.590116	0.055516	3.663615	-0.378435	0.016787	0.369877
2	GD15	0.590136	-0.197777	3.663615	-0.075308	0.072870	0.325381
3	GD15	0.613112	-0.194971	3.663615	-0.129885	0.004843	0.185470
4	GD15	0.604442	-0.097606	3.663615	-0.152270	0.130650	0.315617
5	GD15	0.627306	-0.069304	3.663615	-0.145457	0.097176	0.236074
6	GD15	0.619284	0.035632	3.663615	-0.050466	-0.018979	0.256683
7	GD15	0.588210	-0.092884	3.663615	0.031964	0.036535	0.240736
8	GD15	0.608120	-0.158808	3.663615	0.100455	0.034757	0.213286
9	GD15	0.607088	-0.286183	3.663615	-0.018027	0.037149	0.424971
10	GD15	0.635269	-0.051974	3.663615	-0.093487	0.041009	0.304344
1	GD16	0.390896	-0.089356	3.663615	-0.099858	0.008696	0.186130
2	GD16	0.371923	-0.088826	3.663615	0.255085	0.034095	0.234465
3	GD16	0.369169	0.121263	3.663615	-0.231416	0.095221	0.241307
4	GD16	0.408536	0.020883	3.663615	-0.107873	0.043359	0.312429
5	GD16	0.394080	-0.176639	3.663615	0.090804	0.025038	0.244724
6	GD16	0.372696	-0.041050	3.663615	-0.030552	0.029869	0.273866
7	GD16	0.411445	-0.096517	3.663615	0.004808	0.067398	0.224819
8	GD16	0.381074	-0.177742	3.663615	0.029230	0.043152	0.236469
9	GD16	0.341494	-0.073309	3.663615	-0.009822	0.017564	0.239210
10	GD16	0.362932	0.004301	3.663615	-0.223700	0.089237	0.269000
