rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.597079	-0.586194	3.795564	0.000000	-0.079063	0.244947
2	AG111	0.634172	-0.361271	3.795564	0.000000	-0.027862	0.244947
3	AG111	0.553669	0.048547	3.795564	0.000000	0.089043	0.244947
4	AG111	0.579974	-0.407658	3.795564	0.000000	0.078720	0.244947
5	AG111	0.557215	-0.267840	3.795564	0.000000	0.008239	0.244947
6	AG111	0.607491	-0.433842	3.795564	0.000000	0.069317	0.244947
7	AG111	0.606945	-0.074451	3.795564	0.000000	0.012513	0.244947
8	AG111	0.613422	-0.340994	3.795564	0.000000	0.016923	0.244947
9	AG111	0.567640	-0.219853	3.795564	0.000000	0.058026	0.244947
10	AG111	0.582657	-0.470644	3.795564	0.000000	0.014718	0.244947
1	AG112	0.678636	0.218960	3.795564	0.000000	-0.038672	0.244947
2	AG112	0.753713	-0.027542	3.795564	0.000000	0.018686	0.244947
3	AG112	0.726996	0.226160	3.795564	0.000000	-0.058451	0.244947
4	AG112	0.745691	0.376780	3.795564	0.000000	-0.072856	0.244947
5	AG112	0.818637	-0.018189	3.795564	0.000000	-0.006592	0.244947
6	AG112	0.758906	-0.118283	3.795564	0.000000	-0.070742	0.244947
7	AG112	0.774463	-0.011616	3.795564	0.000000	0.006714	0.244947
8	AG112	0.741612	-0.005274	3.795564	0.000000	-0.087266	0.244947
9	AG112	0.710236	0.187771	3.795564	0.000000	-0.035756	0.244947
10	AG112	0.721889	0.177850	3.795564	0.000000	-0.136837	0.244947
1	AG139	0.610840	-0.042925	3.795564	0.000000	0.120053	0.244947
2	AG139	0.558915	0.493233	3.795564	0.000000	0.084709	0.244947
3	AG139	0.551591	0.190370	3.795564	0.000000	-0.009044	0.244947
4	AG139	0.572952	0.182936	3.795564	0.000000	0.084895	0.244947
5	AG139	0.514555	0.021579	3.795564	0.000000	-0.040074	0.244947
6	AG139	0.619928	-0.085652	3.795564	0.000000	-0.061185	0.244947
7	AG139	0.597786	-0.092548	3.795564	0.000000	-0.086535	0.244947
8	AG139	0.590773	0.111180	3.795564	0.000000	-0.020088	0.244947
9	AG139	0.538457	0.144249	3.795564	0.000000	-0.018598	0.244947
10	AG139	0.617172	-0.147895	3.795564	0.000000	-0.079736	0.244947
1	AG142	0.758825	0.512322	3.795564	0.000000	-0.030709	0.244947
2	AG142	0.796032	0.411421	3.795564	0.000000	0.071885	0.244947
3	AG142	0.765607	0.239151	3.795564	0.000000	0.038235	0.244947
4	AG142	0.757293	0.315184	3.795564	0.000000	0.036028	0.244947
5	AG142	0.762678	0.657522	3.795564	0.000000	0.041259	0.244947
6	AG142	0.734232	0.366491	3.795564	0.000000	0.065558	0.244947
7	AG142	0.689124	0.086710	3.795564	0.000000	-0.069869	0.244947
8	AG142	0.780045	0.359367	3.795564	0.000000	0.145098	0.244947
9	AG142	0.762866	0.262374	3.795564	0.000000	0.091569	0.244947
10	AG142	0.727591	0.087202	3.795564	0.000000	0.014944	0.244947
1	GD14	0.618411	-0.157378	3.795564	0.000000	-0.103726	0.244947
2	GD14	0.627101	-0.127586	3.795564	0.000000	-0.136795	0.244947
3	GD14	0.646722	-0.073712	3.795564	0.000000	-0.156210	0.244947
4	GD14	0.626004	-0.056138	3.795564	0.000000	-0.166539	0.244947
5	GD14	0.622139	-0.085801	3.795564	0.000000	-0.114518	0.244947
6	GD14	0.583596	-0.259233	3.795564	0.000000	-0.159747	0.244947
7	GD14	0.627398	0.014523	3.795564	0.000000	-0.175744	0.244947
8	GD14	0.622055	0.010049	3.795564	0.000000	-0.147010	0.244947
9	GD14	0.643569	0.204947	3.795564	0.000000	-0.046786	0.244947
10	GD14	0.658574	0.145234	3.795564	0.000000	-0.122589	0.244947
1	GD15	0.639927	-0.004864	3.795564	0.000000	0.097560	0.244947
2	GD15	0.617017	0.085316	3.795564	0.000000	0.110069	0.244947
3	GD15	0.628379	-0.046634	3.795564	0.000000	-0.012501	0.244947
4	GD15	0.597531	-0.009901	3.795564	0.000000	0.049988	0.244947
5	GD15	0.619866	0.216519	3.795564	0.000000	0.113290	0.244947
6	GD15	0.616990	0.064438	3.795564	0.000000	0.074026	0.244947
7	GD15	0.550745	0.037687	3.795564	0.000000	-0.109965	0.244947
8	GD15	0.620698	0.088639	3.795564	0.000000	0.043126	0.244947
9	GD15	0.604605	-0.208554	3.795564	0.000000	0.095438	0.244947
10	GD15	0.617910	-0.049847	3.795564	0.000000	-0.059548	0.244947
1	GD16	0.344995	-0.188827	3.795564	0.000000	-0.044972	0.244947
2	GD16	0.364922	-0.259774	3.795564	0.000000	0.063476	0.244947
3	GD16	0.360144	0.167346	3.795564	0.000000	0.068423	0.244947
4	GD16	0.359562	-0.111640	3.795564	0.000000	0.031064	0.244947
5	GD16	0.384922	0.069380	3.795564	0.000000	0.095762	0.244947
6	GD16	0.385969	0.015922	3.795564	0.000000	0.016610	0.244947
7	GD16	0.406406	-0.128199	3.795564	0.000000	0.032020	0.244947
8	GD16	0.317737	0.175958	3.795564	0.000000	0.064987	0.244947
9	GD16	0.358494	-0.258577	3.795564	0.000000	-0.017042	0.244947
10	GD16	0.351418	0.294760	3.795564	0.000000	0.113896	0.244947
