rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.032870	0.094428	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.058312	-0.001550	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.059941	-0.099266	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.034178	0.202427	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.055841	0.072170	0.000000	0.000000	0.000000	0.000000
6	AG111	-0.075262	-0.062936	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.008793	0.027563	0.000000	0.000000	0.000000	0.000000
8	AG111	-0.001710	0.099294	0.000000	0.000000	0.000000	0.000000
9	AG111	0.003635	0.052788	0.000000	0.000000	0.000000	0.000000
10	AG111	-0.019190	-0.140431	0.000000	0.000000	0.000000	0.000000
1	AG112	0.093808	-0.164559	0.000000	0.000000	0.000000	0.000000
2	AG112	0.119077	-0.155451	0.000000	0.000000	0.000000	0.000000
3	AG112	0.123704	-0.072819	0.000000	0.000000	0.000000	0.000000
4	AG112	0.115700	0.107789	0.000000	0.000000	0.000000	0.000000
5	AG112	0.182795	-0.019469	0.000000	0.000000	0.000000	0.000000
6	AG112	0.121773	0.043372	0.000000	0.000000	0.000000	0.000000
7	AG112	0.151776	0.073245	0.000000	0.000000	0.000000	0.000000
8	AG112	0.121948	-0.158217	0.000000	0.000000	0.000000	0.000000
9	AG112	0.124211	0.072704	0.000000	0.000000	0.000000	0.000000
10	AG112	0.122192	0.033236	0.000000	0.000000	0.000000	0.000000
1	AG139	-0.033338	-0.085644	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.058477	0.078404	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.035242	-0.150365	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.032184	0.025634	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.024236	0.096571	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.054952	0.037730	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.065170	0.184807	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.063489	-0.061175	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.085184	0.061331	0.000000	0.000000	0.000000	0.000000
10	AG139	0.009854	0.031292	0.000000	0.000000	0.000000	0.000000
1	AG142	0.135797	0.080149	0.000000	0.000000	0.000000	0.000000
2	AG142	0.153144	0.088697	0.000000	0.000000	0.000000	0.000000
3	AG142	0.127248	0.165445	0.000000	0.000000	0.000000	0.000000
4	AG142	0.127068	-0.041462	0.000000	0.000000	0.000000	0.000000
5	AG142	0.155306	-0.048378	0.000000	0.000000	0.000000	0.000000
6	AG142	0.138369	-0.041804	0.000000	0.000000	0.000000	0.000000
7	AG142	0.129743	0.001376	0.000000	0.000000	0.000000	0.000000
8	AG142	0.139132	-0.055360	0.000000	0.000000	0.000000	0.000000
9	AG142	0.157499	0.066425	0.000000	0.000000	0.000000	0.000000
10	AG142	0.101504	-0.021778	0.000000	0.000000	0.000000	0.000000
1	GD14	0.042093	0.029165	0.000000	0.000000	0.000000	0.000000
2	GD14	0.006358	0.004574	0.000000	0.000000	0.000000	0.000000
3	GD14	0.077986	0.014361	0.000000	0.000000	0.000000	0.000000
4	GD14	0.064891	0.006021	0.000000	0.000000	0.000000	0.000000
5	GD14	0.040122	-0.074223	0.000000	0.000000	0.000000	0.000000
6	GD14	0.019535	-0.012157	0.000000	0.000000	0.000000	0.000000
7	GD14	0.125630	-0.181367	0.000000	0.000000	0.000000	0.000000
8	GD14	0.027967	-0.013596	0.000000	0.000000	0.000000	0.000000
9	GD14	0.009478	0.030343	0.000000	0.000000	0.000000	0.000000
10	GD14	0.086423	-0.124071	0.000000	0.000000	0.000000	0.000000
1	GD15	0.018109	0.012741	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.012428	-0.142941	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.018405	0.051769	0.000000	0.000000	0.000000	0.000000
4	GD15	0.019679	-0.028074	0.000000	0.000000	0.000000	0.000000
5	GD15	-0.046968	-0.052384	0.000000	0.000000	0.000000	0.000000
6	GD15	-0.058493	-0.021513	0.000000	0.000000	0.000000	0.000000
7	GD15	0.024764	0.000818	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.027829	-0.010052	0.000000	0.000000	0.000000	0.000000
9	GD15	-0.022840	0.074337	0.000000	0.000000	0.000000	0.000000
10	GD15	0.023660	-0.017017	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.246042	-0.024284	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.235172	0.021979	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.218907	-0.078751	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.182949	0.014487	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.183493	-0.142292	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.229294	-0.044762	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.218802	0.010931	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.236329	-0.026170	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.208478	-0.132102	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.223631	-0.074500	0.000000	0.000000	0.000000	0.000000
