rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.018209	-0.265384	0.000000	0.000000	0.006386	0.000000	0.005754	0.000631
2	AG111	-0.017928	-0.531913	0.000000	0.000000	-0.206515	0.000000	0.002388	0.034321
3	AG111	-0.045164	-0.171536	0.000000	0.000000	-0.167618	0.000000	0.007590	-0.008137
4	AG111	-0.053444	-0.243097	0.000000	0.000000	-0.157799	0.000000	-0.018543	0.043458
5	AG111	-0.067651	0.042383	0.000000	0.000000	-0.192699	0.000000	0.024736	-0.012036
6	AG111	-0.019592	-0.050535	0.000000	0.000000	-0.133581	0.000000	0.014739	-0.008342
7	AG111	-0.040300	0.250306	0.000000	0.000000	-0.104785	0.000000	0.046512	-0.010176
8	AG111	0.102735	-0.443294	0.000000	0.000000	0.031832	0.000000	-0.024610	0.022025
9	AG111	0.028123	-0.307452	0.000000	0.000000	0.002247	0.000000	-0.027762	0.004229
10	AG111	-0.031667	-0.092789	0.000000	0.000000	-0.107628	0.000000	-0.011710	-0.000661
1	AG112	0.093611	0.141213	0.000000	0.000000	-0.215691	0.000000	0.007439	0.008744
2	AG112	0.171554	-0.032930	0.000000	0.000000	-0.323336	0.000000	-0.021198	0.001470
3	AG112	0.215227	0.138461	0.000000	0.000000	-0.193708	0.000000	-0.043545	-0.014155
4	AG112	0.131929	-0.094058	0.000000	0.000000	-0.291123	0.000000	-0.013241	-0.024960
5	AG112	0.157277	0.050455	0.000000	0.000000	-0.204899	0.000000	0.026590	0.045305
6	AG112	0.137612	0.036286	0.000000	0.000000	-0.207206	0.000000	0.034087	-0.002778
7	AG112	0.137933	0.228295	0.000000	0.000000	-0.181865	0.000000	0.012262	0.009186
8	AG112	0.126082	-0.069818	0.000000	0.000000	-0.210079	0.000000	-0.029201	0.017127
9	AG112	0.117106	0.199871	0.000000	0.000000	-0.206723	0.000000	0.014836	0.010113
10	AG112	0.159295	0.008149	0.000000	0.000000	-0.121084	0.000000	0.008986	0.036953
1	AG139	-0.061350	0.623152	0.000000	0.000000	-0.122139	0.000000	0.031602	-0.010162
2	AG139	0.011815	0.075666	0.000000	0.000000	-0.107090	0.000000	0.026236	-0.011122
3	AG139	-0.006210	-0.038133	0.000000	0.000000	-0.199819	0.000000	-0.006247	-0.016790
4	AG139	0.022725	0.042184	0.000000	0.000000	-0.171020	0.000000	-0.043528	0.055624
5	AG139	-0.030869	0.044853	0.000000	0.000000	-0.152636	0.000000	-0.000529	0.026757
6	AG139	-0.023654	0.079394	0.000000	0.000000	-0.190778	0.000000	-0.005078	-0.040323
7	AG139	-0.033057	-0.043366	0.000000	0.000000	-0.138631	0.000000	0.014004	0.036447
8	AG139	-0.033104	-0.165719	0.000000	0.000000	-0.227335	0.000000	-0.040003	0.022065
9	AG139	-0.070864	0.208015	0.000000	0.000000	-0.185926	0.000000	0.023887	0.010768
10	AG139	-0.057283	0.183665	0.000000	0.000000	-0.222084	0.000000	0.022580	-0.011866
1	AG142	0.104686	0.436632	0.000000	0.000000	-0.225676	0.000000	0.015054	0.010936
2	AG142	0.163644	0.703979	0.000000	0.000000	-0.150760	0.000000	-0.005240	-0.003966
3	AG142	0.110913	0.520625	0.000000	0.000000	-0.114518	0.000000	-0.025326	0.003131
4	AG142	0.165928	0.507960	0.000000	0.000000	-0.146743	0.000000	0.005262	0.052548
5	AG142	0.114688	0.493974	0.000000	0.000000	-0.144058	0.000000	0.034257	0.043047
6	AG142	0.168357	0.510789	0.000000	0.000000	-0.097455	0.000000	0.015121	0.021589
