rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.013604	-0.323013	0.086516	0.020048	-0.090123
2	AG111	-0.050369	0.172202	-0.082007	0.075339	-0.088919
3	AG111	0.011654	-0.003732	0.078618	0.085783	0.023504
4	AG111	0.021629	-0.570134	-0.011187	0.010605	-0.030172
5	AG111	-0.061403	-0.462952	0.039409	0.002674	-0.022820
6	AG111	0.005980	-0.385619	0.018316	-0.001680	-0.039021
7	AG111	0.026042	-0.418311	-0.065377	0.034616	-0.119491
8	AG111	-0.021719	-0.382167	-0.108792	0.014454	0.011689
9	AG111	0.012646	-0.689289	0.034612	0.058192	-0.044043
10	AG111	-0.033186	-0.224973	0.017359	0.078005	0.001804
1	AG112	0.119657	0.337607	0.141808	0.022252	-0.023748
2	AG112	0.128683	-0.126346	-0.015260	-0.114872	0.001193
3	AG112	0.126284	-0.318152	0.123120	-0.010030	0.042312
4	AG112	0.144574	0.350390	0.052388	0.023329	0.048730
5	AG112	0.118993	0.072151	0.043029	-0.070982	0.063636
6	AG112	0.157567	-0.040141	0.012064	-0.041197	0.030503
7	AG112	0.123352	-0.306578	0.024102	-0.108155	0.031198
8	AG112	0.117443	-0.032905	0.054155	-0.038434	0.068351
9	AG112	0.118849	0.355796	-0.062484	-0.018058	-0.062343
10	AG112	0.134048	-0.159244	0.096710	-0.063640	0.092088
1	AG139	-0.015477	0.136984	0.030278	0.019994	-0.037225
2	AG139	-0.087190	0.017521	-0.068286	-0.030027	-0.024634
3	AG139	-0.038464	-0.033695	-0.009345	-0.062656	0.020957
4	AG139	-0.056680	-0.032739	0.063624	0.001030	0.006820
5	AG139	-0.061631	-0.067734	0.105919	-0.070248	0.010533
6	AG139	-0.085324	-0.016526	0.022317	0.010475	-0.060571
7	AG139	-0.059185	0.428314	-0.101547	0.017437	-0.035846
8	AG139	-0.038339	0.115210	-0.190864	-0.004695	0.024306
9	AG139	-0.114570	-0.051861	0.200363	0.100749	0.050353
10	AG139	-0.040432	0.098778	0.041823	0.053648	0.031152
1	AG142	0.139053	0.213715	0.030214	0.021498	0.008710
2	AG142	0.121297	0.067414	0.066392	-0.036443	-0.051685
3	AG142	0.105522	0.380634	-0.106828	-0.015496	-0.036715
4	AG142	0.145872	0.352179	-0.106074	0.021276	0.054032
5	AG142	0.169091	0.422586	-0.053804	-0.023880	-0.078202
6	AG142	0.153889	0.167775	-0.063522	0.040845	-0.006505
7	AG142	0.141578	0.237105	0.124120	-0.043815	-0.003834
8	AG142	0.142594	0.436336	0.022721	-0.045000	-0.062133
9	AG142	0.146915	0.365987	0.112442	0.022737	0.003182
10	AG142	0.158234	0.291424	-0.042879	-0.042342	0.007034
1	GD14	0.037815	0.012830	0.026255	-0.136077	-0.041607
2	GD14	0.058805	-0.275944	0.085979	-0.104917	0.002680
3	GD14	0.030476	-0.088055	0.128211	-0.076324	0.095373
4	GD14	0.023583	0.097645	-0.057366	-0.160320	-0.058528
5	GD14	-0.008022	-0.143183	0.109559	-0.179958	-0.062995
6	GD14	0.078099	-0.036168	0.112692	-0.038189	-0.016944
7	GD14	-0.026149	-0.064199	0.063413	-0.133798	0.024204
8	GD14	-0.030299	-0.045037	0.042184	-0.126358	0.086333
9	GD14	0.029000	-0.117265	-0.004737	-0.133276	0.005698
10	GD14	-0.023240	-0.185775	0.121937	-0.150514	-0.008114
1	GD15	-0.047950	0.072787	0.102899	0.060874	-0.020303
2	GD15	-0.068345	0.314674	-0.025454	0.035412	-0.062081
3	GD15	0.028008	-0.185366	-0.061030	-0.020523	-0.012789
4	GD15	-0.036696	-0.137744	0.042678	0.015256	-0.050984
5	GD15	-0.035929	-0.285466	0.139255	0.052540	-0.022407
6	GD15	0.012210	-0.144026	-0.091614	-0.018023	-0.010023
7	GD15	0.002532	-0.317022	0.167380	0.071482	0.003954
8	GD15	0.039435	-0.146791	-0.049269	0.046174	0.023197
9	GD15	0.021287	0.063426	-0.173773	-0.023780	-0.100675
10	GD15	-0.023592	0.100886	0.017469	0.047361	-0.019298
1	GD16	-0.208522	-0.313222	-0.021680	0.052742	-0.006449
2	GD16	-0.216564	-0.147615	-0.029089	0.022006	0.059676
3	GD16	-0.257131	-0.204919	0.042638	0.102616	0.025780
4	GD16	-0.201863	-0.155351	-0.058816	0.014905	0.051135
5	GD16	-0.225783	-0.116836	0.008729	0.098134	0.027967
6	GD16	-0.205007	-0.120892	-0.081030	0.038680	0.038733
7	GD16	-0.271656	0.193215	-0.025252	0.039595	-0.005608
8	GD16	-0.249062	0.079564	0.041154	0.051374	-0.057240
9	GD16	-0.224382	0.123779	-0.012663	0.019032	0.003630
10	GD16	-0.226651	-0.170343	0.034921	0.069363	0.030587
