rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.030667	-0.597033	0.000000	0.108406	-0.015267	-0.101722
2	AG111	-0.009378	-0.373810	0.000000	-0.091077	0.011649	-0.076471
3	AG111	-0.003194	-0.219917	0.000000	-0.035733	0.017224	-0.148958
4	AG111	0.016034	-0.436291	0.000000	-0.129478	-0.023787	-0.136039
5	AG111	-0.045469	-0.368800	0.000000	0.129020	0.020245	-0.020813
6	AG111	0.036323	-0.573148	0.000000	0.056334	0.040714	-0.195060
7	AG111	-0.032180	-0.560119	0.000000	-0.037830	0.031915	0.019404
8	AG111	-0.035304	-0.319709	0.000000	0.037244	-0.025490	-0.196710
9	AG111	0.010696	-0.308058	0.000000	-0.042025	0.002996	-0.165096
10	AG111	-0.005647	-0.414298	0.000000	0.124924	0.007535	-0.258260
1	AG112	0.104798	0.213485	0.000000	-0.018126	0.000651	0.126708
2	AG112	0.112185	0.031153	0.000000	0.076385	-0.009609	0.044144
3	AG112	0.143681	0.055465	0.000000	-0.051535	-0.004495	0.072237
4	AG112	0.093389	0.419702	0.000000	0.164738	-0.034930	-0.058991
5	AG112	0.151424	-0.013865	0.000000	0.029476	-0.022137	0.017723
6	AG112	0.138855	0.160333	0.000000	0.009057	0.025532	0.044497
7	AG112	0.186091	-0.012106	0.000000	0.020235	-0.047140	0.032315
8	AG112	0.140108	0.044467	0.000000	-0.088931	0.022512	0.086525
9	AG112	0.167207	-0.089789	0.000000	0.054287	0.015452	-0.037952
10	AG112	0.150564	0.537380	0.000000	0.066801	0.033856	0.011762
1	AG139	-0.029608	-0.017348	0.000000	0.041054	-0.015601	-0.067166
2	AG139	-0.027831	0.110949	0.000000	0.052657	0.012975	0.054607
3	AG139	-0.032879	0.195282	0.000000	0.038213	0.041100	-0.026375
4	AG139	0.030107	-0.165295	0.000000	0.067745	-0.000976	-0.215174
5	AG139	-0.051899	-0.002141	0.000000	0.101141	0.020466	0.019147
6	AG139	-0.045430	0.113363	0.000000	0.022940	-0.018319	-0.129729
7	AG139	-0.026162	0.249143	0.000000	-0.055906	-0.020937	-0.150688
8	AG139	-0.041022	-0.041622	0.000000	-0.039046	-0.005408	0.191369
9	AG139	-0.064616	-0.122107	0.000000	0.030783	-0.000517	-0.062146
10	AG139	-0.038257	-0.006499	0.000000	-0.031084	0.020274	0.007911
1	AG142	0.142484	0.571396	0.000000	-0.074139	0.001472	-0.004568
2	AG142	0.140318	0.312182	0.000000	-0.088468	0.012749	-0.044953
3	AG142	0.124742	0.349953	0.000000	-0.039675	-0.025909	-0.106949
4	AG142	0.112224	0.431679	0.000000	-0.005764	-0.005543	0.029020
5	AG142	0.158879	0.467687	0.000000	-0.092681	0.009379	-0.033793
6	AG142	0.138519	0.220098	0.000000	-0.084624	-0.045372	-0.114185
7	AG142	0.161654	0.503125	0.000000	-0.057193	-0.013716	-0.059840
8	AG142	0.120073	0.182692	0.000000	0.019105	-0.009574	0.103765
9	AG142	0.146216	0.510843	0.000000	-0.038591	0.021328	-0.020213
10	AG142	0.155790	0.428940	0.000000	0.045729	0.053362	0.009474
1	GD14	0.005499	-0.209728	0.000000	0.068765	-0.013065	0.181071
2	GD14	0.032667	0.025301	0.000000	0.037769	-0.023709	0.165786
3	GD14	0.013774	0.273113	0.000000	-0.074392	-0.037276	0.141325
4	GD14	0.007719	-0.274070	0.000000	0.083006	-0.011307	0.222074
5	GD14	0.015786	0.012541	0.000000	-0.054273	0.053561	0.266410
6	GD14	0.002716	0.011666	0.000000	-0.080612	-0.024884	0.234290
7	GD14	-0.006767	0.058175	0.000000	0.053602	0.012229	0.230326
8	GD14	-0.014812	-0.228595	0.000000	0.017474	-0.028565	0.298176
9	GD14	0.054381	-0.193461	0.000000	0.009691	-0.040231	0.217034
10	GD14	-0.046833	0.064958	0.000000	0.117523	-0.041540	0.115766
1	GD15	-0.049354	0.289813	0.000000	-0.050065	-0.033545	-0.315096
2	GD15	0.043865	-0.130618	0.000000	-0.093754	0.052997	-0.020115
3	GD15	-0.020865	0.307207	0.000000	0.005641	-0.011576	-0.141615
4	GD15	-0.008589	-0.119061	0.000000	0.015792	0.038528	-0.022597
5	GD15	0.015762	0.254866	0.000000	-0.037434	-0.007098	-0.086819
6	GD15	-0.026959	-0.099381	0.000000	0.006281	-0.021247	-0.101714
7	GD15	-0.002678	-0.128428	0.000000	0.001971	0.016834	-0.156843
8	GD15	0.000298	-0.076416	0.000000	-0.031105	-0.003917	0.101159
9	GD15	-0.006622	0.064815	0.000000	-0.132491	0.000316	-0.156724
10	GD15	-0.021115	0.062741	0.000000	-0.022962	-0.004848	-0.135971
1	GD16	-0.233903	-0.169229	0.000000	0.078539	0.013593	-0.012406
2	GD16	-0.257849	-0.058576	0.000000	0.022766	-0.011167	-0.141938
3	GD16	-0.172181	-0.011389	0.000000	0.074130	0.037597	-0.154958
4	GD16	-0.237541	-0.074317	0.000000	0.107993	0.024450	-0.041675
5	GD16	-0.280947	-0.002125	0.000000	0.004799	0.030632	0.060160
6	GD16	-0.147982	-0.069695	0.000000	0.028543	0.032385	-0.185153
7	GD16	-0.226125	0.050746	0.000000	0.067911	0.004268	-0.093816
8	GD16	-0.291861	0.601777	0.000000	-0.041828	0.003806	-0.040738
9	GD16	-0.208080	-0.088638	0.000000	-0.048763	0.007964	-0.179524
10	GD16	-0.219173	0.153254	0.000000	-0.083912	-0.011859	-0.236956
