rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.022009	0.022890	0.000000	0.000000	0.008443	-0.373925
2	AG111	0.003464	-0.162391	0.000000	0.000000	0.020185	-0.098428
3	AG111	0.021117	-0.295482	0.000000	0.000000	0.013670	-0.096981
4	AG111	0.008411	-0.530989	0.000000	0.000000	-0.032195	-0.116488
5	AG111	-0.015960	-0.283804	0.000000	0.000000	-0.000064	-0.082356
6	AG111	-0.045832	-0.451024	0.000000	0.000000	-0.003548	-0.093697
7	AG111	-0.010664	-0.408270	0.000000	0.000000	-0.019719	-0.262501
8	AG111	-0.044968	0.274041	0.000000	0.000000	-0.013870	-0.225784
9	AG111	-0.027729	-0.564049	0.000000	0.000000	-0.032351	-0.157953
10	AG111	-0.026655	0.331208	0.000000	0.000000	0.027448	-0.119692
1	AG112	0.141807	0.259549	0.000000	0.000000	-0.031567	0.104756
2	AG112	0.161991	0.168786	0.000000	0.000000	0.001503	0.039208
3	AG112	0.116738	-0.102235	0.000000	0.000000	-0.030603	0.057910
4	AG112	0.141819	-0.141726	0.000000	0.000000	-0.003656	0.068908
5	AG112	0.118657	-0.107477	0.000000	0.000000	0.033768	0.250284
6	AG112	0.172549	-0.197416	0.000000	0.000000	0.021687	0.029537
7	AG112	0.147646	-0.006190	0.000000	0.000000	-0.042795	0.153575
8	AG112	0.172194	-0.106185	0.000000	0.000000	-0.002889	0.152364
9	AG112	0.166532	0.273582	0.000000	0.000000	0.009170	0.143573
10	AG112	0.123818	0.009715	0.000000	0.000000	0.019772	0.117536
1	AG139	-0.044740	0.046348	0.000000	0.000000	0.011665	-0.052163
2	AG139	-0.048283	-0.037120	0.000000	0.000000	-0.022422	0.162078
3	AG139	-0.043086	0.075194	0.000000	0.000000	0.006338	0.008102
4	AG139	-0.004297	-0.218034	0.000000	0.000000	0.039164	0.103887
5	AG139	-0.108658	-0.105537	0.000000	0.000000	-0.004603	0.099871
6	AG139	-0.040528	0.209503	0.000000	0.000000	0.010559	0.005812
7	AG139	-0.089878	-0.102091	0.000000	0.000000	-0.013572	0.031270
8	AG139	-0.045344	-0.051524	0.000000	0.000000	-0.014377	0.047690
9	AG139	-0.001802	-0.258026	0.000000	0.000000	0.032508	0.115128
10	AG139	-0.073044	0.251273	0.000000	0.000000	0.009710	-0.078851
1	AG142	0.108274	0.416193	0.000000	0.000000	0.015288	-0.061113
2	AG142	0.147698	0.083851	0.000000	0.000000	-0.010155	-0.024291
3	AG142	0.123331	0.410282	0.000000	0.000000	0.000579	-0.069760
4	AG142	0.107428	0.245173	0.000000	0.000000	-0.016708	0.011943
5	AG142	0.154588	0.324521	0.000000	0.000000	0.011322	-0.056606
6	AG142	0.124591	0.628747	0.000000	0.000000	0.021823	0.006037
7	AG142	0.153430	0.192709	0.000000	0.000000	0.015569	-0.075051
8	AG142	0.172643	0.297354	0.000000	0.000000	0.001267	-0.138048
9	AG142	0.117430	0.446278	0.000000	0.000000	-0.032874	-0.086949
10	AG142	0.172919	0.420835	0.000000	0.000000	0.008757	-0.129823
1	GD14	-0.014935	-0.102396	0.000000	0.000000	0.006139	0.342942
2	GD14	0.019238	0.025029	0.000000	0.000000	-0.010079	0.157987
3	GD14	0.020273	-0.067192	0.000000	0.000000	-0.010000	0.218276
4	GD14	0.030537	-0.013460	0.000000	0.000000	-0.000505	0.178932
5	GD14	-0.003313	-0.196720	0.000000	0.000000	0.028572	0.292699
6	GD14	-0.026430	-0.187271	0.000000	0.000000	0.015837	0.358665
7	GD14	-0.024143	-0.109079	0.000000	0.000000	-0.005901	0.362614
8	GD14	0.038956	-0.067182	0.000000	0.000000	-0.036212	0.219248
9	GD14	-0.021862	0.040540	0.000000	0.000000	-0.018480	0.234531
10	GD14	0.029208	0.186787	0.000000	0.000000	0.004588	0.169083
1	GD15	-0.009456	0.069640	0.000000	0.000000	0.003184	0.038064
2	GD15	-0.012080	-0.087249	0.000000	0.000000	-0.008715	-0.122715
3	GD15	0.003453	-0.125943	0.000000	0.000000	-0.010705	-0.176555
4	GD15	0.006887	0.377429	0.000000	0.000000	0.009108	-0.166082
5	GD15	-0.014628	-0.286831	0.000000	0.000000	-0.013505	0.164897
6	GD15	-0.004703	0.164427	0.000000	0.000000	0.032691	-0.033911
7	GD15	-0.023952	-0.386232	0.000000	0.000000	-0.008898	0.088282
8	GD15	-0.007429	-0.330212	0.000000	0.000000	-0.001917	-0.022147
9	GD15	-0.036823	-0.297757	0.000000	0.000000	-0.015172	0.063034
10	GD15	-0.003288	-0.244064	0.000000	0.000000	-0.006040	0.093411
1	GD16	-0.230815	-0.132198	0.000000	0.000000	-0.022987	-0.044687
2	GD16	-0.232524	-0.069996	0.000000	0.000000	0.001480	-0.062855
3	GD16	-0.186937	0.017004	0.000000	0.000000	0.022233	-0.096696
4	GD16	-0.249376	-0.117031	0.000000	0.000000	0.028134	-0.047571
5	GD16	-0.254537	-0.137991	0.000000	0.000000	0.010596	-0.083068
6	GD16	-0.305068	0.110510	0.000000	0.000000	0.017074	0.003028
7	GD16	-0.235053	-0.123085	0.000000	0.000000	0.001152	-0.043270
8	GD16	-0.242354	0.268602	0.000000	0.000000	0.018267	-0.150989
9	GD16	-0.223869	-0.052677	0.000000	0.000000	0.013966	-0.060195
10	GD16	-0.227179	-0.273545	0.000000	0.000000	-0.006870	0.010952
