rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	0.025918	-0.636934	0.000000	0.000000	0.007393	-0.216884
2	AG111	-0.039319	-0.251488	0.000000	0.000000	-0.014315	-0.225427
3	AG111	-0.059517	-0.131393	0.000000	0.000000	-0.027519	-0.203236
4	AG111	0.009782	0.034003	0.000000	0.000000	-0.009286	-0.148179
5	AG111	0.003813	-0.391551	0.000000	0.000000	-0.000314	-0.327510
6	AG111	-0.044806	-0.204045	0.000000	0.000000	-0.002688	-0.139420
7	AG111	-0.005876	-0.117813	0.000000	0.000000	0.000332	-0.305853
8	AG111	-0.061798	-0.258849	0.000000	0.000000	-0.034247	-0.126542
9	AG111	0.004178	-0.325939	0.000000	0.000000	-0.036114	-0.330474
10	AG111	0.010537	-0.019233	0.000000	0.000000	0.027571	-0.182364
1	AG112	0.135438	-0.192878	0.000000	0.000000	0.009762	0.027327
2	AG112	0.183378	-0.184900	0.000000	0.000000	0.001921	0.042424
3	AG112	0.149061	0.083594	0.000000	0.000000	-0.033508	0.136620
4	AG112	0.137000	0.097017	0.000000	0.000000	0.030595	0.079628
5	AG112	0.142821	0.047662	0.000000	0.000000	0.003406	0.017328
6	AG112	0.130217	-0.188167	0.000000	0.000000	-0.014360	0.086408
7	AG112	0.113253	0.151037	0.000000	0.000000	-0.013810	0.175525
8	AG112	0.178710	-0.180349	0.000000	0.000000	0.033209	-0.004059
9	AG112	0.166788	-0.182776	0.000000	0.000000	0.009969	0.047969
10	AG112	0.115848	0.004523	0.000000	0.000000	0.005864	0.146797
1	AG139	-0.038674	0.277677	0.000000	0.000000	0.016222	-0.100431
2	AG139	-0.011072	-0.096932	0.000000	0.000000	-0.011942	0.005314
3	AG139	0.009670	0.185056	0.000000	0.000000	0.013956	-0.066835
4	AG139	-0.113422	-0.098338	0.000000	0.000000	0.006426	0.131821
5	AG139	-0.018912	0.384649	0.000000	0.000000	-0.019758	-0.110437
6	AG139	-0.051969	-0.215205	0.000000	0.000000	0.009861	0.164675
7	AG139	-0.058964	-0.109203	0.000000	0.000000	-0.010460	0.080953
8	AG139	-0.096652	0.093337	0.000000	0.000000	-0.037391	-0.065331
9	AG139	-0.071918	0.236469	0.000000	0.000000	0.009383	-0.058070
10	AG139	-0.010705	0.207026	0.000000	0.000000	0.008017	0.003362
1	AG142	0.115562	0.189378	0.000000	0.000000	-0.018529	0.031912
2	AG142	0.154914	0.228041	0.000000	0.000000	0.012728	-0.057746
3	AG142	0.115760	0.319454	0.000000	0.000000	0.030193	0.026439
4	AG142	0.115911	0.431783	0.000000	0.000000	-0.033726	0.040335
5	AG142	0.106235	0.302562	0.000000	0.000000	0.008188	0.027192
6	AG142	0.122493	0.512891	0.000000	0.000000	0.027647	-0.022403
7	AG142	0.151454	0.195977	0.000000	0.000000	0.017576	-0.021808
8	AG142	0.152216	0.353027	0.000000	0.000000	0.017935	0.043573
9	AG142	0.113364	-0.033443	0.000000	0.000000	0.036081	-0.029245
10	AG142	0.160783	0.227523	0.000000	0.000000	0.009903	0.040027
1	GD14	-0.022076	0.042508	0.000000	0.000000	-0.034752	0.326242
2	GD14	0.007872	0.078666	0.000000	0.000000	-0.002979	0.183927
3	GD14	0.036623	0.104609	0.000000	0.000000	0.000224	0.171367
4	GD14	-0.009018	-0.172609	0.000000	0.000000	-0.021751	0.250943
5	GD14	0.017691	-0.083530	0.000000	0.000000	-0.000479	0.275264
6	GD14	0.011045	-0.121358	0.000000	0.000000	0.001940	0.326588
7	GD14	-0.040600	-0.052854	0.000000	0.000000	-0.000120	0.224044
8	GD14	0.045417	-0.299378	0.000000	0.000000	-0.006753	0.326771
9	GD14	0.059345	-0.102419	0.000000	0.000000	-0.048645	0.130537
10	GD14	-0.004606	-0.280602	0.000000	0.000000	0.014229	0.531671
1	GD15	-0.011710	-0.003956	0.000000	0.000000	0.005462	-0.033387
2	GD15	-0.013465	-0.076212	0.000000	0.000000	0.013710	-0.071795
3	GD15	0.016751	-0.076167	0.000000	0.000000	0.040874	-0.011441
4	GD15	-0.001886	-0.078325	0.000000	0.000000	-0.009638	-0.046801
5	GD15	0.029188	-0.049651	0.000000	0.000000	0.010678	-0.083348
6	GD15	-0.041476	-0.343046	0.000000	0.000000	-0.038201	0.143842
7	GD15	0.023387	0.088138	0.000000	0.000000	-0.006528	-0.159545
8	GD15	-0.045450	0.004091	0.000000	0.000000	-0.015782	-0.103220
9	GD15	-0.066503	-0.210322	0.000000	0.000000	0.002213	0.031405
10	GD15	-0.046447	-0.180498	0.000000	0.000000	0.016432	0.022249
1	GD16	-0.244010	-0.041807	0.000000	0.000000	0.009459	0.002574
2	GD16	-0.254547	-0.175355	0.000000	0.000000	0.026666	-0.001427
3	GD16	-0.303541	0.046541	0.000000	0.000000	-0.016710	-0.044713
4	GD16	-0.285480	0.315684	0.000000	0.000000	0.002114	-0.169150
5	GD16	-0.228578	0.070181	0.000000	0.000000	0.031572	-0.188316
6	GD16	-0.258927	-0.394987	0.000000	0.000000	-0.007744	0.044716
7	GD16	-0.260437	0.061006	0.000000	0.000000	-0.014946	-0.120554
8	GD16	-0.185496	-0.071818	0.000000	0.000000	0.017427	-0.121922
9	GD16	-0.226450	-0.095450	0.000000	0.000000	-0.004445	-0.150387
10	GD16	-0.225183	0.090518	0.000000	0.000000	0.035095	-0.058610
