rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.599583	-0.255688	3.651815	-0.053767	0.044727	0.271663
2	AG111	0.662940	-0.448128	3.651815	-0.315213	0.020040	0.271889
3	AG111	0.569058	-0.296131	3.651815	-0.016006	0.028389	0.267794
4	AG111	0.589549	-0.156313	3.651815	-0.115206	0.061023	0.317056
5	AG111	0.604566	-0.554095	3.651815	0.179433	0.033749	0.317798
6	AG111	0.582952	-0.334738	3.651815	0.106124	0.080819	0.192632
7	AG111	0.605326	-0.734667	3.651815	-0.009686	0.018260	0.270983
8	AG111	0.595604	-0.629908	3.651815	-0.187469	-0.016857	0.252698
9	AG111	0.557693	-0.417803	3.651815	0.143305	0.031474	0.299264
10	AG111	0.616423	-0.635995	3.651815	-0.063965	0.003775	0.195198
1	AG112	0.740285	-0.159110	3.651815	0.161988	-0.023058	0.281550
2	AG112	0.709703	0.239503	3.651815	0.038070	0.010237	0.314789
3	AG112	0.733620	-0.001053	3.651815	0.141657	-0.038433	0.212944
4	AG112	0.690688	0.280665	3.651815	0.155958	0.009846	0.238642
5	AG112	0.742186	0.063883	3.651815	0.074942	-0.016055	0.331458
6	AG112	0.776029	-0.170361	3.651815	0.068174	-0.017244	0.342417
7	AG112	0.786685	-0.216852	3.651815	0.138401	-0.033936	0.252983
8	AG112	0.760197	-0.157072	3.651815	0.430594	0.063171	0.222010
9	AG112	0.783952	0.204380	3.651815	0.120023	0.044308	0.293565
10	AG112	0.682954	-0.014256	3.651815	0.236395	0.013470	0.199423
1	AG139	0.585175	-0.130487	3.651815	-0.104597	-0.071400	0.278637
2	AG139	0.499507	0.093234	3.651815	-0.059979	-0.082976	0.221488
3	AG139	0.571923	0.258384	3.651815	-0.185446	0.026556	0.249280
4	AG139	0.603845	-0.146590	3.651815	-0.028768	0.011926	0.277097
5	AG139	0.591973	0.288554	3.651815	-0.056742	0.085812	0.275830
6	AG139	0.592840	0.032580	3.651815	-0.024795	0.094066	0.224322
7	AG139	0.566894	-0.108227	3.651815	0.018358	0.061620	0.292493
8	AG139	0.573120	0.042749	3.651815	0.324853	0.075989	0.207651
9	AG139	0.558066	-0.147392	3.651815	-0.164144	-0.114008	0.270941
10	AG139	0.529244	0.104080	3.651815	-0.096566	-0.041241	0.232781
1	AG142	0.740277	0.251432	3.651815	-0.074494	-0.039297	0.214521
2	AG142	0.730741	0.262975	3.651815	0.026119	0.049376	0.263721
3	AG142	0.717538	0.508342	3.651815	0.093597	0.069254	0.271861
4	AG142	0.762685	0.194461	3.651815	0.142707	-0.023493	0.234837
5	AG142	0.775644	0.423263	3.651815	-0.094936	-0.061200	0.147820
6	AG142	0.742561	0.401068	3.651815	0.058807	0.072037	0.234880
7	AG142	0.700123	0.141259	3.651815	0.048273	0.028967	0.279474
8	AG142	0.746656	0.546719	3.651815	-0.004583	0.017806	0.293352
9	AG142	0.758611	0.479740	3.651815	-0.189719	-0.012799	0.255928
10	AG142	0.834486	0.227240	3.651815	-0.034058	0.105214	0.282721
1	GD14	0.613241	-0.137432	3.651815	0.069791	-0.112679	0.243755
2	GD14	0.621013	-0.128818	3.651815	0.174754	-0.092431	0.316406
3	GD14	0.612371	-0.415899	3.651815	0.221365	-0.089833	0.373368
4	GD14	0.581218	0.544690	3.651815	0.112975	-0.086165	0.246941
5	GD14	0.599541	-0.267486	3.651815	0.162320	-0.097681	0.292662
6	GD14	0.625632	-0.156252	3.651815	0.253895	-0.083804	0.248589
7	GD14	0.640199	0.062864	3.651815	0.120713	-0.096351	0.238204
8	GD14	0.622681	-0.026354	3.651815	0.092954	-0.091781	0.350507
9	GD14	0.571474	0.083558	3.651815	0.051238	-0.132039	0.254234
10	GD14	0.634554	-0.007540	3.651815	0.223112	-0.036870	0.272734
1	GD15	0.608211	-0.003857	3.651815	-0.138802	-0.003337	0.232898
2	GD15	0.605898	-0.060526	3.651815	-0.010581	0.041405	0.265392
3	GD15	0.570952	0.176517	3.651815	-0.170865	0.002767	0.214733
4	GD15	0.617831	0.234539	3.651815	0.070892	0.009612	0.193727
5	GD15	0.597799	-0.188742	3.651815	-0.046959	-0.019188	0.247771
6	GD15	0.614416	-0.064226	3.651815	-0.064612	0.060293	0.206307
7	GD15	0.627848	0.058676	3.651815	0.147893	0.021807	0.179075
8	GD15	0.598823	-0.019910	3.651815	-0.187816	0.009768	0.242579
9	GD15	0.601272	-0.110307	3.651815	-0.005954	0.095660	0.278361
10	GD15	0.576386	0.023612	3.651815	0.116762	0.036940	0.302146
1	GD16	0.405031	-0.050166	3.651815	0.107180	0.078759	0.366791
2	GD16	0.373074	-0.037377	3.651815	-0.030759	0.132566	0.401469
3	GD16	0.387112	-0.126702	3.651815	-0.197660	-0.000958	0.185766
4	GD16	0.377842	-0.276360	3.651815	0.203340	0.033909	0.278153
5	GD16	0.389594	0.236823	3.651815	-0.278970	0.122149	0.293898
6	GD16	0.340262	0.002797	3.651815	-0.113487	0.057954	0.303303
7	GD16	0.419282	0.205812	3.651815	-0.374849	0.036439	0.234608
8	GD16	0.393995	-0.039033	3.651815	0.015166	0.099226	0.233705
9	GD16	0.386855	0.081121	3.651815	0.028889	0.047495	0.204009
10	GD16	0.467611	-0.206002	3.651815	-0.046714	0.012410	0.146774
