rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.610150	-0.209364	3.730916	0.000000	0.147219	0.240746	23528.385229	25067.846797
2	AG111	0.628231	-0.261373	3.730916	0.000000	-0.005704	0.240746	24111.973013	24152.220411
3	AG111	0.607079	0.034336	3.730916	0.000000	0.073293	0.240746	24498.550321	24642.222663
4	AG111	0.656709	-0.361859	3.730916	0.000000	0.046454	0.240746	23688.534771	24385.783264
5	AG111	0.661468	-0.217057	3.730916	0.000000	0.039189	0.240746	22830.672644	24310.738434
6	AG111	0.641864	-0.475269	3.730916	0.000000	0.060767	0.240746	23373.001915	24623.558744
7	AG111	0.628695	-0.218968	3.730916	0.000000	0.121096	0.240746	22992.270600	23990.283693
8	AG111	0.635314	-0.372133	3.730916	0.000000	0.057335	0.240746	23280.694666	24729.328344
9	AG111	0.626780	-0.466054	3.730916	0.000000	-0.003825	0.240746	24520.826012	24707.998335
10	AG111	0.605414	-0.354603	3.730916	0.000000	0.008823	0.240746	22920.841098	24448.353238
1	AG112	0.809913	-0.101689	3.730916	0.000000	-0.035656	0.240746	23495.286369	24602.008390
2	AG112	0.775101	0.351557	3.730916	0.000000	-0.068054	0.240746	24150.415678	24633.690793
3	AG112	0.745161	-0.219070	3.730916	0.000000	-0.074386	0.240746	24526.159839	24890.974591
4	AG112	0.737957	0.225157	3.730916	0.000000	-0.088593	0.240746	23802.515130	24309.630303
5	AG112	0.770885	-0.102303	3.730916	0.000000	-0.026514	0.240746	25019.867196	24915.035696
6	AG112	0.800989	0.163145	3.730916	0.000000	0.016864	0.240746	23649.005349	24498.986690
7	AG112	0.730779	0.214902	3.730916	0.000000	-0.069777	0.240746	24256.626495	23965.433758
8	AG112	0.761410	0.051922	3.730916	0.000000	-0.068756	0.240746	23433.857830	24251.069826
9	AG112	0.761835	-0.047422	3.730916	0.000000	-0.052104	0.240746	24168.433909	25195.022050
10	AG112	0.773062	0.208825	3.730916	0.000000	-0.031984	0.240746	23815.080855	24432.313066
1	AG139	0.584721	0.100806	3.730916	0.000000	-0.027691	0.240746	22970.287190	24756.556533
2	AG139	0.584310	0.197587	3.730916	0.000000	0.027988	0.240746	24201.153991	24640.009007
3	AG139	0.552623	0.077833	3.730916	0.000000	0.004211	0.240746	23721.049740	24909.551964
4	AG139	0.602971	-0.096301	3.730916	0.000000	-0.022649	0.240746	23211.098178	24737.137480
5	AG139	0.594113	0.108428	3.730916	0.000000	0.002493	0.240746	23655.602899	24578.640365
6	AG139	0.625411	-0.086850	3.730916	0.000000	0.012300	0.240746	23026.910471	24581.855257
7	AG139	0.593087	0.044068	3.730916	0.000000	0.040817	0.240746	23577.546969	24830.740505
