parameter	value	se_sa	rse_sa
rhoS_pop	0.61370990481411847	0.04629531513650566	7.54351767396155548
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.24346716094419074	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25410999316819288	0.06289826631429034	24.75237810606629552
omega_rhoS	0.11915872868123110	0.03385138778332963	28.40865134931707203
omega_deltaSC	0.25351452451460538	0.13989791040645122	55.18339064568723273
omega_deltaCB	0.09214651748085154	0.03670610583558543	39.83450144300149987
omega_rhoB	0.02509212206026355	0.04082528633570871	162.70160904549621250
b1	0.16385124142510424	0.02154735322313803	13.15055841855628849
b2	0.17828695577956774	0.02333804866089836	13.09016049932071013
b3	0.27419954457973433	0.04739781513842767	17.28588397587395775
