parameter	value	se_sa	rse_sa
rhoS_pop	0.61351612306955239	0.04642749586387859	7.56744511156314825
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.16327852737845605	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26384178697563182	0.06360057694377834	24.10557390200379047
omega_rhoS	0.11914191763087713	0.03410343749480381	28.62421402386885561
omega_deltaSC	0.25566676072152195	0.14726637742868490	57.60090870361156590
omega_rhoC	0.13217013627959998	0.14535933001438234	109.97895145305835740
omega_deltaCB	0.07730179407913784	0.06110635899168754	79.04908252081420983
omega_rhoB	0.05091929081484473	0.10612297564088646	208.41408814348207557
b1	0.16403241711012656	0.02158712111712821	13.16027739970158095
b2	0.17872977595532363	0.02349490184355500	13.14548833174161402
b3	0.27368580813400178	0.04726038529023766	17.26811690107733810
