parameter	value	se_sa	rse_sa
rhoS_pop	0.61310200681070470	0.04614071218034227	7.52578064788299006
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.65181467505506374	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.26158340069527863	0.06046542873115247	23.11516272456038479
omega_rhoS	0.11860606584611809	0.03319567443291946	27.98817598080371383
omega_deltaSC	0.26313074863989344	0.15940528022261269	60.58025565106651555
omega_rhoC	0.14423030113873514	0.30745236235528001	213.16766305545016280
omega_deltaCB	0.06883355688681596	0.06473629476017588	94.04758040707199029
omega_rhoB	0.05038653833481327	nan	nan
b1	0.16403240157476426	0.02156133430603158	13.14455808671687898
b2	0.17835250078186796	0.02330727045728261	13.06809288073191055
b3	0.27349167966966170	0.04737426637254738	17.32201375550752687
