parameter	value	se_sa	rse_sa
rhoS_pop	0.61282856274812791	0.04509495461171521	7.35849425971504534
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	0.70252937492822443	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.60343840599169218	nan	nan
omega_rhoS	0.11532838692805729	0.03271538083087565	28.36715374444953142
omega_deltaSC	0.72825431355386738	0.32891430616741513	45.16475907465888895
omega_rhoC	1.73791890437891450	0.57544543154199157	33.11117855338827098
omega_deltaCB	1.48527317121409985	0.44096893524147246	29.68941631666404746
b1	0.16584267479061443	0.02245919707645642	13.54247156518212591
b2	0.18208058776062774	0.02517286871722698	13.82512492233410839
b3	0.36066471466711980	0.07282592816042982	20.19214112133077776
