parameter	value	se_sa	rse_sa
rhoS_pop	0.61254982334692687	0.04579030863485071	7.47536067917803937
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.25121416493557147	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.23611955813611477	nan	nan
omega_rhoS	0.11749582730215705	0.03308716641359934	28.16029060207477741
omega_deltaSC	0.28539039137059424	0.16333609003392127	57.23251201608287175
omega_rhoC	0.22607034830316428	0.97114248619548149	429.57534833058355161
omega_deltaCB	0.17995013532895426	0.15594771213549097	86.66162537216982287
b1	0.16500382225339458	0.02188789512091276	13.26508369442482227
b2	0.17239713699853312	0.02268179077264723	13.15670965744647170
b3	0.28832081339736554	0.05380268547215639	18.66070119537474881
