parameter	value	se_sa	rse_sa
rhoS_pop	0.61346928373781640	0.04668515621003932	7.61002342702321144
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.58543895363665754	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.24566390841520980	0.05696482484595455	23.18811306611438994
omega_rhoS	0.11905951172094290	0.03408147530737162	28.62557960698960002
omega_deltaSC	0.23843146179811961	0.21193043477190976	88.88526420701630570
omega_deltaCB	0.07601198354941363	0.14730098138447845	193.78652484278546808
omega_rhoB	0.06608749332520367	0.38571580145208884	583.64416933481891192
b1	0.16391289696109887	0.02167959520478001	13.22629006424380549
b2	0.17783731106513873	0.02344214141154978	13.18179029538032765
b3	0.27612732428734793	0.05574633465014150	20.18863391879678204
