parameter	value	se_sa	rse_sa
rhoS_pop	0.64608093162496727	nan	nan
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.04742356944791748	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.21970706806635273	nan	nan
S0_pop	23336.66573960370442364	1852.26173236970976177	7.93713100679293593
T0_pop	25289.20090825818624580	2045.39756396279949513	8.08802765806204249
omega_S0	0.18037514381478420	0.06538546771860766	36.24971065068026377
omega_T0	0.19655197155422260	0.06168127207895554	31.38166032689200691
b1	0.24501392142163458	0.03405556146961358	13.89943937553194431
b2	0.21791109015672297	0.02883006006280873	13.23019404018123879
b3	0.33035965923528221	0.04745511983984559	14.36468361472913813
