rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB
1	AG111	0.584787	0.028373	4.264812	-0.024221	0.045093	0.252121
2	AG111	0.611133	-0.450099	4.264812	0.102934	0.066883	0.252121
3	AG111	0.597735	-0.160330	4.264812	0.037565	0.063573	0.252121
4	AG111	0.589942	-0.401067	4.264812	-0.050139	0.037734	0.252121
5	AG111	0.606718	-0.242410	4.264812	0.030912	0.048479	0.252121
6	AG111	0.566863	-0.520718	4.264812	0.086835	0.033262	0.252121
7	AG111	0.546455	-0.018851	4.264812	-0.012781	0.036570	0.252121
8	AG111	0.583453	-0.051300	4.264812	0.012037	0.075231	0.252121
9	AG111	0.606246	-0.339723	4.264812	-0.164753	0.117813	0.252121
10	AG111	0.608868	-0.173401	4.264812	-0.051753	0.034736	0.252121
1	AG112	0.764586	-0.136288	4.264812	0.039973	-0.080466	0.252121
2	AG112	0.687436	0.158212	4.264812	-0.056219	-0.078191	0.252121
3	AG112	0.757398	0.177596	4.264812	0.046322	-0.082309	0.252121
4	AG112	0.764775	0.126238	4.264812	0.028116	-0.081610	0.252121
5	AG112	0.724709	0.180055	4.264812	-0.018557	-0.006748	0.252121
6	AG112	0.744079	0.216533	4.264812	-0.036153	-0.014895	0.252121
7	AG112	0.737056	-0.413924	4.264812	0.000954	-0.197822	0.252121
8	AG112	0.783484	-0.165523	4.264812	0.102564	-0.048104	0.252121
9	AG112	0.721299	0.190374	4.264812	0.178405	0.001575	0.252121
10	AG112	0.727436	-0.313387	4.264812	0.196831	-0.133720	0.252121
1	AG139	0.623680	0.114962	4.264812	-0.052319	0.003623	0.252121
2	AG139	0.571247	0.227790	4.264812	0.044075	0.037647	0.252121
3	AG139	0.589935	0.247187	4.264812	-0.027916	0.036483	0.252121
4	AG139	0.560740	-0.052324	4.264812	0.117328	-0.072168	0.252121
5	AG139	0.582007	-0.036012	4.264812	0.008032	-0.009416	0.252121
6	AG139	0.617547	-0.129918	4.264812	-0.019033	0.049654	0.252121
7	AG139	0.565200	0.186991	4.264812	0.070677	-0.004140	0.252121
8	AG139	0.612571	0.184648	4.264812	0.040608	0.091993	0.252121
9	AG139	0.562526	0.171905	4.264812	0.031197	-0.021616	0.252121
10	AG139	0.573500	-0.103195	4.264812	0.156395	0.082151	0.252121
1	AG142	0.753650	0.420871	4.264812	-0.028969	0.012952	0.252121
2	AG142	0.738118	0.329591	4.264812	0.026574	-0.013580	0.252121
3	AG142	0.815520	0.139377	4.264812	-0.053787	0.045458	0.252121
4	AG142	0.752528	0.353636	4.264812	-0.011883	0.001409	0.252121
5	AG142	0.741529	0.539102	4.264812	-0.132510	-0.052578	0.252121
6	AG142	0.769478	0.511754	4.264812	-0.015925	0.015870	0.252121
7	AG142	0.723160	0.058324	4.264812	0.108160	0.030664	0.252121
8	AG142	0.729244	0.659202	4.264812	-0.007290	0.045748	0.252121
9	AG142	0.724107	0.378319	4.264812	-0.005506	0.045980	0.252121
10	AG142	0.733808	0.366130	4.264812	0.057842	-0.006564	0.252121
1	GD14	0.608255	0.167167	4.264812	-0.030330	-0.098023	0.252121
2	GD14	0.651201	0.171509	4.264812	0.008999	-0.099618	0.252121
3	GD14	0.579742	-0.104880	4.264812	-0.089362	-0.155325	0.252121
4	GD14	0.575730	-0.025374	4.264812	0.061354	-0.198727	0.252121
5	GD14	0.579898	0.043691	4.264812	0.041062	-0.093425	0.252121
6	GD14	0.638474	-0.125533	4.264812	0.039116	-0.120981	0.252121
7	GD14	0.608707	-0.133934	4.264812	0.004454	-0.124677	0.252121
8	GD14	0.617224	0.194191	4.264812	-0.054462	-0.147321	0.252121
9	GD14	0.601576	0.310070	4.264812	-0.174610	-0.134573	0.252121
10	GD14	0.590456	-0.164259	4.264812	0.048578	-0.137267	0.252121
1	GD15	0.618694	0.080073	4.264812	0.087409	0.085736	0.252121
2	GD15	0.634653	-0.076794	4.264812	-0.044852	0.024746	0.252121
3	GD15	0.583567	0.081035	4.264812	-0.095580	0.085076	0.252121
4	GD15	0.608710	-0.104030	4.264812	0.121660	0.118761	0.252121
5	GD15	0.641230	0.119298	4.264812	-0.172962	0.024544	0.252121
6	GD15	0.589549	-0.051321	4.264812	-0.019976	0.014549	0.252121
7	GD15	0.612262	-0.083110	4.264812	-0.081437	0.021252	0.252121
8	GD15	0.612895	-0.143904	4.264812	0.067746	0.057357	0.252121
9	GD15	0.635388	-0.011090	4.264812	-0.183973	-0.044137	0.252121
10	GD15	0.621617	-0.036235	4.264812	-0.081657	0.039372	0.252121
1	GD16	0.368531	-0.046410	4.264812	-0.103428	0.126598	0.252121
2	GD16	0.389673	-0.060735	4.264812	0.018273	0.037292	0.252121
3	GD16	0.408731	-0.175079	4.264812	0.054708	0.037711	0.252121
4	GD16	0.340539	-0.071113	4.264812	-0.124717	-0.006154	0.252121
5	GD16	0.378248	-0.240160	4.264812	0.036621	0.061710	0.252121
6	GD16	0.386705	-0.170211	4.264812	-0.057649	0.048332	0.252121
7	GD16	0.370015	0.133536	4.264812	-0.050547	0.071839	0.252121
8	GD16	0.360314	-0.123987	4.264812	-0.072179	0.051608	0.252121
9	GD16	0.399789	0.153847	4.264812	-0.006537	0.126166	0.252121
10	GD16	0.393378	-0.119582	4.264812	0.114156	0.031998	0.252121
