parameter	value	se_sa	rse_sa
rhoS_pop	0.61349550074849490	0.04637761142983855	7.55956830543265124
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	3.62179669324032094	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	0.25453701217857527	0.06665543069885965	26.18693058756275249
omega_rhoS	0.11907860020493953	0.03368339312824137	28.28668885112082876
omega_deltaSC	0.25585584215662499	0.13702196587548854	53.55436276948838525
omega_rhoC	0.05243903124912107	0.14146891333089887	269.77789246110455679
omega_deltaCB	0.07318832814890731	0.03799761180788198	51.91758408604839303
omega_rhoB	0.06375373991004178	nan	nan
b1	0.16397952963282400	0.02158365074221401	13.16240557009963652
b2	0.17807953047362510	0.02331487368099315	13.09239395397342243
b3	0.27500123304989271	0.04710394047562121	17.12862882584794377
