parameter	value	se_sa	rse_sa
rhoS_pop	0.61384973544545995	0.04575648793099903	7.45402095804347820
eta_deltaSC_pop	0.00000000000000000		
rhoC_pop	2.96586388565198478	nan	nan
eta_rhoC_pop	0.00000000000000000		
eta_deltaCB_pop	0.00000000000000000		
rhoB_pop	-0.18236481149691561	nan	nan
omega_rhoS	0.11754571144087674	0.03323894501798570	28.27746296359289602
omega_deltaSC	0.30759465245186218	0.13441383396749759	43.69836500604737495
omega_deltaCB	0.20249026442370505	0.05680266248060047	28.05204617726338512
b1	0.16498483915639200	0.02187682555592689	13.25990052648987394
b2	0.17427651851146389	0.02300714656772770	13.20151834810395997
b3	0.29196136571115122	0.05387339292351890	18.45223349750252595
