rep	id	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	AG111	-0.024622	-0.286752	-0.024725	0.009561	-0.136347
2	AG111	-0.029077	-0.234234	-0.129574	-0.007239	-0.251232
3	AG111	0.024922	-0.369092	0.048715	-0.001767	-0.181552
4	AG111	0.008870	-0.244705	-0.000776	-0.025627	-0.248062
5	AG111	-0.017268	-0.044413	0.008831	0.006023	-0.217697
6	AG111	0.032852	-0.021092	-0.014356	-0.009263	-0.218551
7	AG111	0.008061	-0.150161	-0.053371	0.001018	0.008830
8	AG111	-0.001814	-0.051091	0.088060	0.015351	-0.043297
9	AG111	-0.073195	-0.256196	0.061706	-0.016900	-0.066668
10	AG111	0.008289	-0.202800	-0.069366	-0.010678	-0.205126
1	AG112	0.185266	0.362689	0.152774	0.034228	-0.070799
2	AG112	0.095415	0.223498	0.070506	-0.009806	0.118755
3	AG112	0.132978	-0.047516	-0.162622	-0.010419	0.019664
4	AG112	0.130732	0.008381	0.046882	-0.015175	0.063483
5	AG112	0.196346	-0.131779	0.179286	0.000014	0.026307
6	AG112	0.141076	0.778780	0.083341	0.010376	-0.001489
7	AG112	0.113845	-0.301078	-0.072685	-0.021662	0.241456
8	AG112	0.204077	0.122744	-0.107678	0.023406	0.176998
9	AG112	0.158349	-0.138533	0.015363	-0.004631	0.047741
10	AG112	0.112003	0.315667	0.087380	-0.010863	-0.031211
1	AG139	0.017705	-0.191228	0.067731	-0.027113	-0.043019
2	AG139	-0.021037	0.046481	-0.104035	-0.010467	-0.032885
3	AG139	-0.048306	0.102963	0.071508	0.003004	-0.067235
4	AG139	0.006754	-0.064798	0.117886	0.009493	0.133556
5	AG139	-0.038698	-0.016346	-0.071042	-0.016181	0.050454
6	AG139	-0.061630	0.022679	-0.023401	-0.014576	0.002348
7	AG139	-0.015704	0.180878	0.021470	0.035492	-0.022711
8	AG139	-0.043968	-0.138140	-0.104096	-0.004153	0.042210
9	AG139	-0.017686	-0.023330	-0.055878	0.016358	-0.021277
10	AG139	0.000963	-0.118900	-0.116928	-0.002624	0.067309
1	AG142	0.103114	0.180985	0.071106	0.016397	-0.077044
2	AG142	0.146526	0.192887	-0.144553	0.040129	0.048995
3	AG142	0.146108	0.377452	-0.039561	0.014573	-0.042856
4	AG142	0.183510	0.154044	0.244434	0.003414	-0.198123
5	AG142	0.180934	0.068179	-0.080271	0.000988	-0.025464
6	AG142	0.146896	0.298080	-0.075680	0.011969	-0.044549
7	AG142	0.120417	0.514037	-0.022755	-0.004015	-0.072792
8	AG142	0.133680	0.512017	0.075829	0.018451	-0.053593
9	AG142	0.086976	0.446243	0.021473	-0.004260	-0.003809
10	AG142	0.158535	0.381063	-0.055533	0.041653	-0.095909
1	GD14	0.046618	-0.111285	0.041102	-0.014650	0.200870
2	GD14	-0.000536	-0.182513	-0.054429	0.018646	0.344396
3	GD14	0.010847	-0.249748	0.037243	0.004743	0.285340
4	GD14	0.038103	-0.101990	0.156368	-0.011720	0.106897
5	GD14	0.022006	0.220050	0.080805	-0.017165	0.027563
6	GD14	0.036938	0.072493	0.230819	0.014371	0.098358
7	GD14	0.006372	0.028607	-0.046788	-0.002404	0.178745
8	GD14	0.067283	-0.164862	0.210717	0.002389	0.156346
9	GD14	0.062955	-0.030775	0.041806	0.018153	0.129538
10	GD14	-0.007336	0.259925	0.083738	0.006869	0.098094
1	GD15	0.034426	-0.077769	0.075549	-0.003543	-0.121902
2	GD15	-0.017934	-0.057998	0.128142	0.008593	0.033907
3	GD15	-0.026236	-0.246751	0.106480	-0.002867	-0.081542
4	GD15	0.017790	0.017939	0.021707	0.011006	-0.141129
5	GD15	-0.003424	-0.155308	0.113047	-0.001997	-0.130245
6	GD15	0.000482	0.018970	-0.206419	-0.008364	-0.036095
7	GD15	0.011680	-0.055691	0.049300	-0.020141	-0.067638
8	GD15	-0.038242	0.246333	0.043600	0.020372	-0.096103
9	GD15	0.004743	0.190283	0.063440	0.024331	-0.123902
10	GD15	-0.007076	-0.156939	-0.024361	0.000367	-0.050987
1	GD16	-0.254640	0.339430	-0.117188	0.015446	-0.157242
2	GD16	-0.249240	-0.016168	-0.058606	-0.006393	0.039714
3	GD16	-0.230999	-0.006950	-0.064952	0.001812	-0.151715
4	GD16	-0.241894	0.023702	-0.055804	0.003955	-0.006807
5	GD16	-0.180821	-0.198878	0.173272	0.012791	-0.136701
6	GD16	-0.244827	0.122736	0.161271	-0.009110	-0.240433
7	GD16	-0.213408	0.018541	0.043630	-0.011671	-0.142918
8	GD16	-0.239567	0.475453	0.006029	0.014629	-0.119674
9	GD16	-0.240012	-0.134702	0.071254	0.014017	0.066078
10	GD16	-0.220681	0.083241	-0.000038	-0.007759	-0.169851
