rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB
1	AG111	0.599064	0.286719	5.885226	7.065926	0.068544
2	AG111	0.637332	0.257841	5.767304	7.181728	-0.010443
3	AG111	0.584937	0.147978	5.641139	7.130035	0.361259
4	AG111	0.601477	0.201941	5.943354	7.444051	0.040256
5	AG111	0.605535	0.179116	6.101601	7.621293	0.224324
6	AG111	0.619980	0.197202	6.116844	7.045669	0.085442
7	AG111	0.576995	0.229861	5.992003	7.496113	0.095874
8	AG111	0.592417	0.228555	5.972482	7.437704	0.203368
9	AG111	0.610113	0.204336	5.899231	7.228473	0.183831
10	AG111	0.597691	0.206034	5.909891	7.167327	0.256360
1	AG112	0.795412	0.243908	6.065715	7.241209	0.320301
2	AG112	0.740907	0.223101	5.835806	7.047840	0.400845
3	AG112	0.769193	0.389433	6.152792	7.104486	0.119735
4	AG112	0.754463	0.272032	5.950493	7.184118	0.344091
5	AG112	0.752019	0.293967	5.939742	7.233168	0.304717
6	AG112	0.737044	0.289118	5.825716	7.235507	0.356606
7	AG112	0.737978	0.281753	5.957211	7.476273	0.489197
8	AG112	0.743477	0.308631	5.804179	7.281254	0.327044
9	AG112	0.774761	0.314016	5.971053	7.236798	0.237217
10	AG112	0.807857	0.301828	5.851138	7.176494	0.329295
1	AG139	0.539515	0.355889	5.880470	7.208310	0.218195
2	AG139	0.561395	0.339988	5.965897	7.386048	0.247189
3	AG139	0.561949	0.330623	6.037837	7.327634	0.326005
4	AG139	0.580575	0.268866	5.661591	7.265893	0.430469
5	AG139	0.610037	0.231656	5.988816	7.452155	0.117299
6	AG139	0.585367	0.325201	5.965336	7.557048	0.280068
7	AG139	0.603602	0.271444	5.949963	7.357795	0.172356
8	AG139	0.524369	0.182116	6.273580	7.154787	0.275954
9	AG139	0.540856	0.360610	6.018200	7.212914	0.067187
10	AG139	0.563915	0.310417	5.881432	7.450946	0.199933
1	AG142	0.736521	0.341295	5.874517	7.322898	0.361702
2	AG142	0.741625	0.262365	6.162424	7.356309	0.267633
3	AG142	0.774648	0.380581	5.735327	7.235352	0.283031
4	AG142	0.746106	0.431419	5.969282	7.005159	-0.006367
5	AG142	0.726323	0.295018	5.927858	7.234971	0.283169
6	AG142	0.759204	0.301259	5.824494	7.300691	0.222655
7	AG142	0.687736	0.308494	6.328422	7.089005	0.044717
8	AG142	0.690651	0.353674	5.896414	7.254526	0.374421
9	AG142	0.747645	0.386765	5.916722	6.930889	0.091438
10	AG142	0.724491	0.439691	6.081054	7.340822	0.133243
1	GD14	0.651891	0.356779	5.801156	7.255064	0.440144
2	GD14	0.648856	0.234700	6.160390	7.061059	0.399395
3	GD14	0.630577	0.280436	6.130028	7.384406	0.398114
4	GD14	0.659120	0.196044	6.178209	7.041487	0.511421
5	GD14	0.611520	0.247444	6.098759	7.375241	0.509014
6	GD14	0.619984	0.284927	6.093701	7.352203	0.374515
7	GD14	0.622022	0.273227	5.919409	7.078237	0.578931
8	GD14	0.643427	0.317553	6.137366	7.375039	0.323648
9	GD14	0.593504	0.285446	6.076578	7.094386	0.452599
10	GD14	0.617782	0.353447	5.826910	7.521218	0.480910
1	GD15	0.587217	0.253839	5.828702	7.299044	0.295131
2	GD15	0.577236	0.332629	5.594666	7.392593	0.227547
3	GD15	0.583248	0.251293	5.891456	7.540309	0.206918
4	GD15	0.589612	0.203460	5.814948	7.529000	0.292840
5	GD15	0.625954	0.231661	5.799376	7.277281	0.251022
6	GD15	0.618871	0.198923	5.894294	7.066174	0.304788
7	GD15	0.564345	0.325384	5.914614	7.215967	0.205526
8	GD15	0.597496	0.240279	5.743495	7.112351	0.188053
9	GD15	0.609243	0.275541	5.789715	7.278567	0.196526
10	GD15	0.598317	0.287906	6.192412	7.441800	0.241535
1	GD16	0.378665	0.289711	6.026854	7.499647	0.133775
2	GD16	0.421046	0.275846	6.161629	7.225494	0.015438
3	GD16	0.346872	0.216094	6.377589	6.999052	0.125924
4	GD16	0.390578	0.268351	5.786676	7.344760	0.076255
5	GD16	0.433097	0.363582	5.749033	7.480525	0.177401
6	GD16	0.370875	0.242528	5.827414	7.234137	0.334663
7	GD16	0.382750	0.233271	6.264664	7.126665	0.102449
8	GD16	0.371405	0.196140	5.738438	7.184486	0.330153
9	GD16	0.370153	0.230656	6.079517	7.398535	0.262440
10	GD16	0.402733	0.310522	5.660181	7.167749	0.110879
