rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.039062	-0.351659	0.000000	0.026495	-0.035212	0.000000
2	AG111	-0.022468	-0.410057	0.000000	-0.065550	0.042015	0.000000
3	AG111	-0.043126	-0.139706	0.000000	0.034819	0.006929	0.000000
4	AG111	0.001609	-0.262030	0.000000	-0.179267	-0.035701	0.000000
5	AG111	-0.001951	-0.615305	0.000000	-0.227887	-0.302674	0.000000
6	AG111	-0.013743	-0.077088	0.000000	-0.055625	-0.153919	0.000000
7	AG111	0.034119	-0.503544	0.000000	-0.056832	-0.176379	0.000000
8	AG111	-0.029216	0.120843	0.000000	-0.005569	0.005353	0.000000
9	AG111	-0.009941	-0.369034	0.000000	0.097308	0.040170	0.000000
10	AG111	0.031259	-0.315892	0.000000	-0.180982	0.035089	0.000000
1	AG112	0.100702	-0.047352	0.000000	0.435791	0.074954	0.000000
2	AG112	0.143969	0.332179	0.000000	0.243110	-0.092558	0.000000
3	AG112	0.158194	-0.272259	0.000000	0.281055	-0.084424	0.000000
4	AG112	0.124362	-0.002818	0.000000	0.328687	0.130181	0.000000
5	AG112	0.099967	0.127317	0.000000	0.277917	-0.101281	0.000000
6	AG112	0.153507	-0.409808	0.000000	0.512662	0.131405	0.000000
7	AG112	0.130055	0.184853	0.000000	0.365370	0.070885	0.000000
8	AG112	0.108082	-0.383651	0.000000	0.264274	-0.154200	0.000000
9	AG112	0.162284	-0.099886	0.000000	0.127559	-0.189287	0.000000
10	AG112	0.144305	0.050168	0.000000	0.452772	0.080126	0.000000
1	AG139	-0.022889	0.139423	0.000000	-0.053523	-0.063807	0.000000
2	AG139	-0.005522	0.042421	0.000000	0.055630	-0.012976	0.000000
3	AG139	-0.071782	0.365795	0.000000	0.221381	0.091454	0.000000
4	AG139	0.031989	0.139159	0.000000	0.092480	0.099711	0.000000
5	AG139	-0.056830	-0.106828	0.000000	0.174760	0.136627	0.000000
6	AG139	-0.015279	0.028807	0.000000	0.100673	0.126097	0.000000
7	AG139	-0.044487	0.160438	0.000000	0.084638	0.093315	0.000000
8	AG139	0.057863	0.217024	0.000000	0.180478	0.138090	0.000000
9	AG139	-0.071244	0.082694	0.000000	0.154974	0.154980	0.000000
10	AG139	-0.048936	0.024223	0.000000	0.153637	0.108617	0.000000
1	AG142	0.103628	0.341519	0.000000	0.230504	0.162908	0.000000
2	AG142	0.119339	0.316638	0.000000	0.217539	0.071739	0.000000
3	AG142	0.140036	0.528188	0.000000	0.225159	0.126106	0.000000
4	AG142	0.155228	0.370815	0.000000	0.272713	0.169144	0.000000
5	AG142	0.209594	0.145110	0.000000	0.086852	0.023650	0.000000
6	AG142	0.118408	0.753165	0.000000	0.244497	-0.010713	0.000000
7	AG142	0.177556	-0.065753	0.000000	0.335888	0.160611	0.000000
8	AG142	0.170053	0.092880	0.000000	0.317539	0.114116	0.000000
9	AG142	0.088366	0.207586	0.000000	0.316674	-0.074648	0.000000
10	AG142	0.121819	0.320279	0.000000	0.201807	0.031859	0.000000
1	GD14	0.017492	0.160932	0.000000	0.101855	-0.376535	0.000000
2	GD14	-0.005147	0.028904	0.000000	0.273480	-0.145017	0.000000
3	GD14	0.001878	-0.098228	0.000000	0.389140	-0.002620	0.000000
4	GD14	-0.008073	-0.173610	0.000000	0.368987	-0.073883	0.000000
5	GD14	0.000678	-0.183729	0.000000	0.458316	0.068301	0.000000
6	GD14	-0.047730	0.065396	0.000000	0.238551	-0.153730	0.000000
7	GD14	-0.026005	0.113088	0.000000	0.307168	-0.133526	0.000000
8	GD14	0.028197	0.155990	0.000000	0.377162	0.039378	0.000000
9	GD14	0.010187	-0.232149	0.000000	0.385656	-0.120533	0.000000
10	GD14	0.046139	-0.065941	0.000000	0.572791	0.121080	0.000000
1	GD15	-0.023132	-0.186214	0.000000	0.267441	0.116062	0.000000
2	GD15	-0.021903	0.086126	0.000000	-0.022963	0.023971	0.000000
3	GD15	-0.009995	0.257647	0.000000	-0.063203	-0.067981	0.000000
4	GD15	0.030934	0.063786	0.000000	-0.135544	-0.087429	0.000000
5	GD15	-0.015487	-0.033230	0.000000	0.004493	-0.063605	0.000000
6	GD15	-0.007629	-0.136199	0.000000	0.105271	0.070190	0.000000
7	GD15	-0.009663	0.202335	0.000000	0.136516	0.146514	0.000000
8	GD15	-0.003713	0.241548	0.000000	0.070535	0.013847	0.000000
9	GD15	0.015860	-0.075482	0.000000	0.083889	0.053834	0.000000
10	GD15	0.022068	0.348386	0.000000	-0.019348	0.060240	0.000000
1	GD16	-0.254667	0.001576	0.000000	0.060345	0.042541	0.000000
2	GD16	-0.241307	-0.041303	0.000000	0.003878	0.159919	0.000000
3	GD16	-0.231483	-0.004948	0.000000	-0.165993	-0.030230	0.000000
4	GD16	-0.238296	0.248227	0.000000	0.055773	0.145202	0.000000
5	GD16	-0.185249	0.316950	0.000000	-0.003534	0.064015	0.000000
6	GD16	-0.246402	0.072664	0.000000	-0.061639	0.071150	0.000000
7	GD16	-0.220163	0.359094	0.000000	-0.264637	-0.052236	0.000000
8	GD16	-0.235111	0.309852	0.000000	-0.325132	-0.113513	0.000000
9	GD16	-0.211644	-0.056729	0.000000	-0.067072	0.079649	0.000000
10	GD16	-0.278422	0.023573	0.000000	0.062332	0.118904	0.000000
