rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	AG111	-0.063137	0.002270	0.000000	0.000000	0.000000	0.000000
2	AG111	-0.052368	0.089344	0.000000	0.000000	0.000000	0.000000
3	AG111	-0.034338	-0.038736	0.000000	0.000000	0.000000	0.000000
4	AG111	-0.030252	-0.000835	0.000000	0.000000	0.000000	0.000000
5	AG111	-0.018377	0.048984	0.000000	0.000000	0.000000	0.000000
6	AG111	-0.056819	-0.025625	0.000000	0.000000	0.000000	0.000000
7	AG111	-0.012666	0.082922	0.000000	0.000000	0.000000	0.000000
8	AG111	-0.030080	0.021410	0.000000	0.000000	0.000000	0.000000
9	AG111	-0.085602	0.038414	0.000000	0.000000	0.000000	0.000000
10	AG111	-0.062758	-0.085612	0.000000	0.000000	0.000000	0.000000
1	AG112	0.113731	0.007313	0.000000	0.000000	0.000000	0.000000
2	AG112	0.085861	0.126746	0.000000	0.000000	0.000000	0.000000
3	AG112	0.157530	0.012061	0.000000	0.000000	0.000000	0.000000
4	AG112	0.162268	0.000000	0.000000	0.000000	0.000000	0.000000
5	AG112	0.134134	0.019691	0.000000	0.000000	0.000000	0.000000
6	AG112	0.121697	-0.061262	0.000000	0.000000	0.000000	0.000000
7	AG112	0.147270	-0.012583	0.000000	0.000000	0.000000	0.000000
8	AG112	0.156451	0.079192	0.000000	0.000000	0.000000	0.000000
9	AG112	0.135480	-0.040296	0.000000	0.000000	0.000000	0.000000
10	AG112	0.206285	0.062644	0.000000	0.000000	0.000000	0.000000
1	AG139	0.020925	0.051042	0.000000	0.000000	0.000000	0.000000
2	AG139	-0.058579	-0.000784	0.000000	0.000000	0.000000	0.000000
3	AG139	-0.054091	0.011889	0.000000	0.000000	0.000000	0.000000
4	AG139	-0.004741	0.023298	0.000000	0.000000	0.000000	0.000000
5	AG139	-0.045454	0.013080	0.000000	0.000000	0.000000	0.000000
6	AG139	-0.091136	-0.078297	0.000000	0.000000	0.000000	0.000000
7	AG139	-0.127742	0.070412	0.000000	0.000000	0.000000	0.000000
8	AG139	-0.029140	-0.009734	0.000000	0.000000	0.000000	0.000000
9	AG139	-0.094788	-0.068164	0.000000	0.000000	0.000000	0.000000
10	AG139	0.008959	0.021398	0.000000	0.000000	0.000000	0.000000
1	AG142	0.134976	0.008558	0.000000	0.000000	0.000000	0.000000
2	AG142	0.108735	-0.071868	0.000000	0.000000	0.000000	0.000000
3	AG142	0.095360	-0.009093	0.000000	0.000000	0.000000	0.000000
4	AG142	0.130714	0.012626	0.000000	0.000000	0.000000	0.000000
5	AG142	0.135714	0.105477	0.000000	0.000000	0.000000	0.000000
6	AG142	0.133734	0.000106	0.000000	0.000000	0.000000	0.000000
7	AG142	0.158526	0.089720	0.000000	0.000000	0.000000	0.000000
8	AG142	0.112961	0.031169	0.000000	0.000000	0.000000	0.000000
9	AG142	0.123698	0.055124	0.000000	0.000000	0.000000	0.000000
10	AG142	0.118127	0.120994	0.000000	0.000000	0.000000	0.000000
1	GD14	0.106463	0.041110	0.000000	0.000000	0.000000	0.000000
2	GD14	0.066230	-0.017694	0.000000	0.000000	0.000000	0.000000
3	GD14	0.130651	-0.075311	0.000000	0.000000	0.000000	0.000000
4	GD14	0.089059	-0.059778	0.000000	0.000000	0.000000	0.000000
5	GD14	0.054196	0.093091	0.000000	0.000000	0.000000	0.000000
6	GD14	0.074087	-0.023430	0.000000	0.000000	0.000000	0.000000
7	GD14	0.094735	0.008367	0.000000	0.000000	0.000000	0.000000
8	GD14	0.094107	0.088797	0.000000	0.000000	0.000000	0.000000
9	GD14	0.128749	-0.008615	0.000000	0.000000	0.000000	0.000000
10	GD14	0.084275	-0.005394	0.000000	0.000000	0.000000	0.000000
1	GD15	-0.028735	0.057733	0.000000	0.000000	0.000000	0.000000
2	GD15	-0.024606	0.068984	0.000000	0.000000	0.000000	0.000000
3	GD15	-0.012995	-0.062231	0.000000	0.000000	0.000000	0.000000
4	GD15	-0.063121	0.062335	0.000000	0.000000	0.000000	0.000000
5	GD15	-0.026194	0.045150	0.000000	0.000000	0.000000	0.000000
6	GD15	-0.033320	0.052597	0.000000	0.000000	0.000000	0.000000
7	GD15	0.014626	-0.103762	0.000000	0.000000	0.000000	0.000000
8	GD15	-0.016000	0.012359	0.000000	0.000000	0.000000	0.000000
9	GD15	-0.003227	-0.081597	0.000000	0.000000	0.000000	0.000000
10	GD15	-0.044790	-0.057117	0.000000	0.000000	0.000000	0.000000
1	GD16	-0.278423	0.156551	0.000000	0.000000	0.000000	0.000000
2	GD16	-0.235732	0.035506	0.000000	0.000000	0.000000	0.000000
3	GD16	-0.257385	0.086264	0.000000	0.000000	0.000000	0.000000
4	GD16	-0.175806	0.037099	0.000000	0.000000	0.000000	0.000000
5	GD16	-0.267190	-0.080431	0.000000	0.000000	0.000000	0.000000
6	GD16	-0.223257	0.043247	0.000000	0.000000	0.000000	0.000000
7	GD16	-0.251111	0.115018	0.000000	0.000000	0.000000	0.000000
8	GD16	-0.278281	-0.179990	0.000000	0.000000	0.000000	0.000000
9	GD16	-0.223138	-0.077113	0.000000	0.000000	0.000000	0.000000
10	GD16	-0.198905	-0.100394	0.000000	0.000000	0.000000	0.000000
